__time,/debug/pb,/debug/pr,/debug/theta_g,/debug/theta_t,acc_g,vel_g
1784379582.568160,5802.000000000,391.000000000,1.049698234,0.279879600,,
1784379582.578135,5736.000000000,377.000000000,1.049674273,0.279879600,,-0.002420798
1784379582.588177,5792.000000000,392.000000000,1.049578428,0.279879600,-0.177129691,-0.005985278
1784379582.598212,5746.000000000,345.000000000,1.049578428,0.279879600,-0.117209170,-0.004773950
1784379582.608205,5770.000000000,371.000000000,1.049602389,0.279879600,0.358578421,0.001196372
1784379582.618194,5790.000000000,396.000000000,1.049722314,0.279879600,0.599270128,0.007200725
1784379582.628259,5786.000000000,379.000000000,1.049698234,0.279879600,0.178652457,0.004779171
1784379582.638190,5800.000000000,388.000000000,1.049674273,0.279831648,-0.480247559,-0.002402499
1784379582.648188,5683.000000000,297.000000000,1.049578428,0.279855639,-0.541494286,-0.006011844
1784379582.658215,5767.000000000,407.000000000,1.049602389,0.279855639,-0.059284413,-0.003589670
1784379582.668283,5770.000000000,384.000000000,1.049602389,0.279879600,0.358501527,0.001192369
1784379582.678364,5777.000000000,414.000000000,1.049722314,0.279879600,0.473568338,0.005952029
1784379582.688278,5730.000000000,340.000000000,1.049698234,0.279879600,0.180092709,0.004793361
1784379582.698226,5778.000000000,410.000000000,1.049578428,0.279855639,-0.664390029,-0.007244202
1784379582.708238,5789.000000000,408.000000000,1.049578428,0.279879600,-0.540886536,-0.006002437
1784379582.718242,5817.000000000,396.000000000,1.049578428,0.279879600,0.361925701,0.000000000
1784379582.728339,5749.000000000,363.000000000,1.049602389,0.279879600,0.357914583,0.001192029
1784379582.738302,5796.000000000,397.000000000,1.049722314,0.279879600,0.357537699,0.007172484
1784379582.748290,5718.000000000,328.000000000,1.049698234,0.279855639,0.181033977,0.004803900
1784379582.758277,5740.000000000,358.000000000,1.049674273,0.279855639,-0.479493150,-0.002405137
1784379582.768292,5747.000000000,372.000000000,1.049578428,0.279879600,-0.539629140,-0.005989701
1784379582.778303,5801.000000000,396.000000000,1.049578428,0.279855639,-0.118880203,-0.004785885
1784379582.788195,5723.000000000,340.000000000,1.049602389,0.279855639,0.361433800,0.001203896
1784379582.798172,5805.000000000,388.000000000,1.049722314,0.279879600,0.605352250,0.007241768
1784379582.808128,5751.000000000,367.000000000,1.049698234,0.279855639,0.180817272,0.004808210
1784379582.818157,5804.000000000,436.000000000,1.049698234,0.279855639,-0.422652230,-0.001204920
1784379582.828107,5747.000000000,380.000000000,1.049578428,0.279879600,-0.540836602,-0.005996778
1784379582.838140,5765.000000000,383.000000000,1.049578428,0.279879600,-0.239718039,-0.005995275
1784379582.848155,5766.000000000,367.000000000,1.049602389,0.279855639,0.358719292,0.001195134
1784379582.858199,5704.000000000,315.000000000,1.049722314,0.279879600,0.656489695,0.007173166
1784379582.868144,5707.000000000,326.000000000,1.049698234,0.279855639,0.180094616,0.004794962
1784379582.878134,5739.000000000,356.000000000,1.049698234,0.279879600,-0.420435763,-0.001207975
1784379582.888135,5782.000000000,400.000000000,1.049578428,0.279879600,-0.539632410,-0.005992916
1784379582.898130,5747.000000000,396.000000000,1.049602389,0.279879600,-0.179287233,-0.004793075
1784379582.908157,5798.000000000,410.000000000,1.049602389,0.279855639,0.359084424,0.001196728
1784379582.918156,5753.000000000,373.000000000,1.049722314,0.279879600,0.538377295,0.005988452
1784379582.928164,5782.000000000,412.000000000,1.049698234,0.279855639,0.179629778,0.004790562
1784379582.938207,5739.000000000,354.000000000,1.049578428,0.279855639,-0.656559418,-0.007176066
1784379582.948268,5786.000000000,388.000000000,1.049578428,0.279879600,-0.534734071,-0.005959440
1784379582.958184,5785.000000000,395.000000000,1.049578428,0.279879600,0.359219034,0.000000000
1784379582.968237,5722.000000000,318.000000000,1.049578428,0.279855639,0.298434787,0.000000000
1784379582.978165,5689.000000000,336.000000000,1.049722314,0.279879600,0.360384601,0.007200983
1784379582.988176,5794.000000000,407.000000000,1.049698234,0.279855639,0.301350403,0.006008609
1784379582.998182,5761.000000000,387.000000000,1.049674273,0.279879600,-0.479638417,-0.002400010
1784379583.008183,5789.000000000,391.000000000,1.049578428,0.279879600,-0.599633859,-0.005988202
1784379583.018190,5790.000000000,379.000000000,1.049578428,0.279855639,-0.119473593,-0.004790391
1784379583.028177,5759.000000000,396.000000000,1.049602389,0.279855639,0.359433163,0.001198397
1784379583.038184,5778.000000000,379.000000000,1.049722314,0.279855639,0.599508943,0.007196346
1784379583.048184,5778.000000000,399.000000000,1.049698234,0.279879600,0.179531348,0.004790391
1784379583.058247,5754.000000000,393.000000000,1.049674273,0.279879600,-0.478040002,-0.002394534
1784379583.068181,5796.000000000,418.000000000,1.049578428,0.279879600,-0.539173650,-0.005991272
1784379583.078174,5687.000000000,293.000000000,1.049578428,0.279855639,-0.121203720,-0.004809763
1784379583.088199,5739.000000000,358.000000000,1.049602389,0.279855639,0.359097115,0.001196999
1784379583.098209,5740.000000000,357.000000000,1.049722314,0.279855639,0.598513618,0.007181617
1784379583.108195,5775.000000000,395.000000000,1.049698234,0.279855639,0.179846159,0.004793189
