__time,/debug/pb,/debug/pr,/debug/theta_g,/debug/theta_t,acc_g,vel_g
1784880727.174901,7395.000000000,392.000000000,1.025777817,0.273408115,,
1784880727.184906,7350.000000000,350.000000000,1.025777817,0.273408115,,-0.001192751
1784880727.195093,7359.000000000,383.000000000,1.025777817,0.273408115,0.117683367,0.000000000
1784880727.204971,7378.000000000,363.000000000,1.025849700,0.273384154,0.237998386,0.003582590
1784880727.215010,7361.000000000,369.000000000,1.025825739,0.273360163,0.120805808,0.002406091
1784880727.225008,7361.000000000,368.000000000,1.025801778,0.273360163,-0.298173264,-0.002391747
1784880727.234890,7363.000000000,354.000000000,1.025777817,0.273384154,-0.242298809,-0.002410650
1784880727.244916,7369.000000000,380.000000000,1.025777817,0.273384154,0.059682387,-0.001203578
1784880727.254856,7378.000000000,380.000000000,1.025849700,0.273384154,0.301049555,0.003600215
1784880727.264913,7361.000000000,369.000000000,1.025849700,0.273384154,0.239942356,0.003594635
1784880727.275048,7371.000000000,396.000000000,1.025825739,0.273384154,-0.237062328,-0.001186639
1784880727.284894,7381.000000000,399.000000000,1.025777817,0.273408115,-0.359967977,-0.003597680
1784880727.294821,7382.000000000,395.000000000,1.025777817,0.273408115,-0.062558780,-0.002423614
1784880727.304919,7383.000000000,406.000000000,1.025849700,0.273408115,0.358905801,0.003589585
1784880727.315062,7351.000000000,369.000000000,1.025825739,0.273384154,0.236719358,0.002367658
1784880727.324998,7385.000000000,388.000000000,1.025825739,0.273384154,-0.238210369,-0.001193360
1784880727.335022,7359.000000000,332.000000000,1.025801778,0.273384154,-0.178752629,-0.001200401
1784880727.344965,7373.000000000,391.000000000,1.025777817,0.273384154,-0.060430033,-0.002400000
1784880727.354964,7369.000000000,354.000000000,1.025777817,0.273408115,-0.000059737,-0.001201593
1784880727.365063,7389.000000000,368.000000000,1.025849700,0.273384154,0.297369641,0.003576597
1784880727.374880,7385.000000000,380.000000000,1.025849700,0.273360163,0.241553858,0.003609266
1784880727.384948,7379.000000000,392.000000000,1.025825739,0.273384154,-0.240460664,-0.001204978
1784880727.395026,7351.000000000,364.000000000,1.025801778,0.273384154,-0.297218050,-0.002378670
1784880727.405004,7369.000000000,381.000000000,1.025801778,0.273384154,0.000511392,-0.001194722
1784880727.414792,7391.000000000,385.000000000,1.025849700,0.273408115,0.243002963,0.002424491
1784880727.424893,7394.000000000,388.000000000,1.025849700,0.273384154,0.181224912,0.002409552
1784880727.434909,7357.000000000,381.000000000,1.025849700,0.273384154,-0.120523529,0.000000000
1784880727.444831,7373.000000000,373.000000000,1.025801778,0.273384154,-0.241403978,-0.002403559
1784880727.454949,7359.000000000,364.000000000,1.025777817,0.273408115,-0.178986434,-0.003586937
1784880727.464933,7371.000000000,348.000000000,1.025777817,0.273408115,0.060271798,-0.001191930
1784880727.474869,7355.000000000,379.000000000,1.025849700,0.273384154,0.361231434,0.003608661
1784880727.484830,7326.000000000,341.000000000,1.025849700,0.273384154,0.241483835,0.003612812
1784880727.494817,7378.000000000,375.000000000,1.025825739,0.273384154,-0.241107879,-0.001201133
1784880727.504995,7371.000000000,360.000000000,1.025801778,0.273384154,-0.297011036,-0.002376476
1784880727.514876,7378.000000000,364.000000000,1.025801778,0.273384154,0.000327414,-0.001194566
1784880727.524844,7358.000000000,358.000000000,1.025849700,0.273408115,0.241370446,0.002414385
1784880727.534995,7363.000000000,372.000000000,1.025849700,0.273360163,0.177764476,0.002381912
1784880727.544966,7398.000000000,388.000000000,1.025849700,0.273384154,-0.119987042,0.000000000
1784880727.554973,7383.000000000,367.000000000,1.025801778,0.273360163,-0.239295242,-0.002398740
1784880727.564956,7375.000000000,379.000000000,1.025801778,0.273384154,-0.119928484,-0.002397338
1784880727.574932,7394.000000000,385.000000000,1.025801778,0.273384154,0.120183527,0.000000000
