__time,/debug/pb,/debug/pr,/debug/theta_g,/debug/theta_t,acc_g,vel_g
1784133388.088397,9880.000000000,317.000000000,1.227232575,0.336301327,,
1784133388.098705,9927.000000000,367.000000000,1.227232575,0.336301327,,-0.001178208
1784133388.108321,9898.000000000,353.000000000,1.227328420,0.336301327,0.361342119,0.004810339
1784133388.118429,9916.000000000,367.000000000,1.227328420,0.336325288,0.306094486,0.004859239
1784133388.128361,9890.000000000,348.000000000,1.227352500,0.336325288,-0.180074609,0.001201594
1784133388.138375,9942.000000000,372.000000000,1.227256536,0.336325288,-0.424306354,-0.003603916
1784133388.148362,9963.000000000,404.000000000,1.227232575,0.336277366,-0.359868110,-0.005996019
1784133388.158347,9904.000000000,332.000000000,1.227232575,0.336277366,0.120377415,-0.001199728
1784133388.168415,9895.000000000,337.000000000,1.227328420,0.336325288,0.537357808,0.004779569
1784133388.178356,9879.000000000,330.000000000,1.227328420,0.336325288,0.299359897,0.004790105
1784133388.188365,9937.000000000,371.000000000,1.227352500,0.336325288,-0.179072255,0.001207008
1784133388.198324,9822.000000000,303.000000000,1.227256536,0.336301327,-0.420172549,-0.003599914
1784133388.208376,9933.000000000,375.000000000,1.227256536,0.336301327,-0.299982915,-0.004795720
1784133388.218509,9912.000000000,371.000000000,1.227232575,0.336301327,0.119536362,-0.001187073
1784133388.228328,9906.000000000,383.000000000,1.227304459,0.336349279,0.360732443,0.002401807
1784133388.238332,9954.000000000,402.000000000,1.227328420,0.336325288,0.303777161,0.004834869
1784133388.248298,9923.000000000,391.000000000,1.227352500,0.336325288,0.000194100,0.002405683
1784133388.258325,9920.000000000,383.000000000,1.227256536,0.336301327,-0.421659935,-0.003595406
1784133388.268484,9899.000000000,342.000000000,1.227256536,0.336301327,-0.354692198,-0.004754031
1784133388.278328,9867.000000000,321.000000000,1.227208614,0.336301327,0.059973487,-0.002395766
1784133388.288360,9896.000000000,346.000000000,1.227328420,0.336325288,0.421148889,0.003616626
1784133388.298412,9859.000000000,315.000000000,1.227328420,0.336301327,0.416295430,0.005965171
