__time,/debug/pb,/debug/pr,/debug/theta_g,/debug/theta_t,__time,acc_g,vel_g
1784378666.116405,5057.000000000,369.000000000,0.561221242,0.070706926,1784378666.116405010,0.000003697,-0.000992744
1784378666.126042,5121.000000000,419.000000000,0.561221242,0.070706926,1784378666.126041889,-0.011494082,-0.001219278
1784378666.136246,5079.000000000,393.000000000,0.561245263,0.070682958,1784378666.136245966,0.111054188,0.001210678
1784378666.146046,5059.000000000,380.000000000,0.561221242,0.070706926,1784378666.146045923,0.060951604,0.000000000
1784378666.156055,5053.000000000,380.000000000,0.561245263,0.070730895,1784378666.156054974,-0.061117527,0.000000000
1784378666.166073,5084.000000000,385.000000000,0.561269224,0.070706926,1784378666.166073084,0.119629857,0.002395846
1784378666.176138,5087.000000000,377.000000000,0.561245263,0.070730895,1784378666.176137924,0.000000000,0.000000000
1784378666.186075,5118.000000000,408.000000000,0.561221242,0.070706926,1784378666.186074972,-0.239713362,-0.002398874
1784378666.196052,5031.000000000,358.000000000,0.561221242,0.070682958,1784378666.196052074,-0.060571388,-0.001206228
1784378666.206059,5017.000000000,311.000000000,0.561269224,0.070706926,1784378666.206058979,0.240186742,0.002401020
1784378666.216184,5066.000000000,388.000000000,0.561245263,0.070706926,1784378666.216183901,0.119185066,0.001193185
1784378666.226155,5066.000000000,379.000000000,0.561293185,0.070706926,1784378666.226155043,-0.060145955,0.001192323
1784378666.236159,5056.000000000,379.000000000,0.561245263,0.070706926,1784378666.236159086,-0.059733380,0.000000000
1784378666.246085,5084.000000000,381.000000000,0.561221242,0.070682958,1784378666.246084929,-0.240951103,-0.003609805
1784378666.256350,5088.000000000,379.000000000,0.561269224,0.070682958,1784378666.256350040,0.058774812,0.001186720
1784378666.266114,5082.000000000,380.000000000,0.561245263,0.070706926,1784378666.266113997,0.240106621,0.001199307
1784378666.276124,5114.000000000,434.000000000,0.561221242,0.070730895,1784378666.276124001,-0.182727390,-0.002426525
1784378666.286079,5103.000000000,397.000000000,0.561293185,0.070730895,1784378666.286078930,0.060155553,0.002400309
1784378666.296078,5040.000000000,328.000000000,0.561269224,0.070706926,1784378666.296077967,0.242115240,0.002404635
1784378666.306195,5051.000000000,338.000000000,0.561269224,0.070682958,1784378666.306195021,-0.178535908,-0.001191136
1784378666.316079,5063.000000000,377.000000000,0.561245263,0.070682958,1784378666.316078901,-0.180123020,-0.001197994
1784378666.326243,5098.000000000,408.000000000,0.561245263,0.070730895,1784378666.326242924,-0.000202083,-0.001195187
1784378666.336086,5056.000000000,372.000000000,0.561317146,0.070730895,1784378666.336086035,0.239457718,0.003592869
1784378666.346133,5106.000000000,376.000000000,0.561245263,0.070730895,1784378666.346132994,0.060089650,0.000000000
1784378666.356085,5091.000000000,407.000000000,0.561245263,0.070658989,1784378666.356085062,-0.359377146,-0.003594325
1784378666.366102,5103.000000000,406.000000000,0.561269224,0.070682958,1784378666.366101980,0.060088712,0.001199911
1784378666.376098,5029.000000000,313.000000000,0.561245263,0.070706926,1784378666.376097918,0.179600798,0.000000000
1784378666.386095,5114.000000000,412.000000000,0.561221242,0.070754863,1784378666.386095047,-0.180054549,-0.002399932
1784378666.396096,5082.000000000,392.000000000,0.561317146,0.070730895,1784378666.396095991,0.179742124,0.003594496
1784378666.406008,5021.000000000,325.000000000,0.561293185,0.070706926,1784378666.406008005,0.301954410,0.003612874
1784378666.416075,5048.000000000,353.000000000,0.561269224,0.070658989,1784378666.416074991,-0.299970706,-0.002398619
1784378666.426148,5106.000000000,414.000000000,0.561245263,0.070682958,1784378666.426147938,-0.297534531,-0.002379452
1784378666.436153,5076.000000000,381.000000000,0.561245263,0.070754863,1784378666.436152935,0.060027035,-0.001193399
1784378666.446097,5086.000000000,432.000000000,0.561341107,0.070730895,1784378666.446096897,0.360114674,0.004804461
1784378666.456131,5106.000000000,387.000000000,0.561293185,0.070730895,1784378666.456130981,0.179803974,0.002398733
1784378666.466089,5076.000000000,381.000000000,0.561269224,0.070682958,1784378666.466089010,-0.420167142,-0.003595568
1784378666.476098,5103.000000000,384.000000000,0.561293185,0.070658989,1784378666.476098061,-0.120134398,0.000000000
1784378666.486088,5067.000000000,375.000000000,0.561269224,0.070682958,1784378666.486088037,0.179787139,0.000000000
1784378666.496131,5033.000000000,353.000000000,0.561245263,0.070730895,1784378666.496130943,-0.119412018,-0.002392167
1784378666.506131,5092.000000000,406.000000000,0.561317146,0.070730895,1784378666.506130934,0.119292730,0.002390972
1784378666.516088,5045.000000000,334.000000000,0.561317146,0.070730895,1784378666.516088009,0.300347221,0.003601882
1784378666.526119,5080.000000000,403.000000000,0.561269224,0.070658989,1784378666.526118994,-0.239568179,-0.002397531
1784378666.536111,5090.000000000,393.000000000,0.561269224,0.070658989,1784378666.536111116,-0.299414915,-0.002393335
1784378666.546112,5078.000000000,377.000000000,0.561269224,0.070682958,1784378666.546112061,0.119918137,0.000000000
1784378666.556087,5082.000000000,391.000000000,0.561341107,0.070730895,1784378666.556087017,0.299952476,0.003598486
1784378666.566018,5091.000000000,399.000000000,0.561317146,0.070730895,1784378666.566018105,0.120938622,0.002407410
1784378666.576080,5078.000000000,388.000000000,0.561293185,0.070706926,1784378666.576080084,-0.299874804,-0.002396931
1784378666.586087,5066.000000000,391.000000000,0.561269224,0.070658989,1784378666.586086988,-0.238941301,-0.002387876
1784378666.596043,5117.000000000,432.000000000,0.561269224,0.070658989,1784378666.596043110,0.059943918,-0.001200269
1784378666.606096,5103.000000000,381.000000000,0.561317146,0.070682958,1784378666.606096029,0.239036598,0.002395017
1784378666.616118,5013.000000000,333.000000000,0.561341107,0.070730895,1784378666.616117954,0.238159704,0.003580750
1784378666.626097,4983.000000000,307.000000000,0.561341107,0.070730895,1784378666.626096964,-0.059848370,0.001197994
1784378666.636123,5078.000000000,408.000000000,0.561269224,0.070658989,1784378666.636122942,-0.358610765,-0.003593254
1784378666.646075,5057.000000000,367.000000000,0.561269224,0.070658989,1784378666.646075010,-0.240068197,-0.003598100
1784378666.656085,5056.000000000,371.000000000,0.561269224,0.070682958,1784378666.656085014,0.180004051,0.000000000
1784378666.666132,5084.000000000,400.000000000,0.561341107,0.070730895,1784378666.666131973,0.358082227,0.003583942
1784378666.676089,5094.000000000,388.000000000,0.561341107,0.070730895,1784378666.676089048,0.179635027,0.003593425
1784378666.686090,5075.000000000,342.000000000,0.561317146,0.070730895,1784378666.686089993,-0.239728822,-0.001200570
1784378666.696086,5037.000000000,349.000000000,0.561269224,0.070658989,1784378666.696085930,-0.359462835,-0.003594711
1784378666.706069,5118.000000000,412.000000000,0.561293185,0.070658989,1784378666.706068993,0.000063105,-0.001199309
1784378666.715996,5068.000000000,403.000000000,0.561293185,0.070658989,1784378666.715996027,0.240991804,0.001203460
1784378666.726066,5055.000000000,375.000000000,0.561317146,0.070730895,1784378666.726066113,0.119893856,0.001198223
1784378666.736154,5020.000000000,317.000000000,0.561341107,0.070730895,1784378666.736154079,0.058232474,0.002377313
1784378666.746104,5096.000000000,410.000000000,0.561269224,0.070658989,1784378666.746104002,-0.179150194,-0.002391569
1784378666.756236,5075.000000000,376.000000000,0.561269224,0.070658989,1784378666.756236076,-0.296623275,-0.003579475
1784378666.766016,5080.000000000,389.000000000,0.561269224,0.070658989,1784378666.766016006,0.120106905,0.000000000
1784378666.776111,5033.000000000,369.000000000,0.561317146,0.070730895,1784378666.776110888,0.301420093,0.002411193
1784378666.785996,5074.000000000,389.000000000,0.561317146,0.070730895,1784378666.785995960,0.120045525,0.002398504
1784378666.796083,5084.000000000,407.000000000,0.561341107,0.070754863,1784378666.796082973,-0.060658074,0.001199724
1784378666.806127,5066.000000000,367.000000000,0.561245263,0.070658989,1784378666.806127071,-0.296518449,-0.003570742
1784378666.816097,5070.000000000,369.000000000,0.561269224,0.070658989,1784378666.816097021,-0.239399439,-0.003591627
1784378666.826106,5165.000000000,451.000000000,0.561269224,0.070730895,1784378666.826106071,0.238753243,0.001199309
1784378666.836087,5060.000000000,373.000000000,0.561293185,0.070730895,1784378666.836086988,0.239634138,0.001198651
1784378666.846082,5045.000000000,375.000000000,0.561317146,0.070730895,1784378666.846081972,0.060056438,0.002398991
1784378666.856016,5063.000000000,373.000000000,0.561245263,0.070658989,1784378666.856015921,-0.180807275,-0.002404645
1784378666.866079,5061.000000000,381.000000000,0.561245263,0.070658989,1784378666.866079092,-0.299726080,-0.003594668
1784378666.876099,5076.000000000,395.000000000,0.561245263,0.070658989,1784378666.876099110,0.119734204,0.000000000
1784378666.886095,5094.000000000,416.000000000,0.561293185,0.070730895,1784378666.886095047,0.299204195,0.002394190
1784378666.896106,5044.000000000,392.000000000,0.561317146,0.070730895,1784378666.896106005,0.179583655,0.003592911
1784378666.906107,5072.000000000,371.000000000,0.561221242,0.070730895,1784378666.906106949,-0.299281933,-0.003595011
1784378666.916157,5090.000000000,407.000000000,0.561221242,0.070682958,1784378666.916157007,-0.417730439,-0.004783003
1784378666.926069,5061.000000000,367.000000000,0.561245263,0.070658989,1784378666.926069021,0.240372969,0.001203332
1784378666.936102,5114.000000000,430.000000000,0.561245263,0.070730895,1784378666.936101913,0.300195465,0.001204368
1784378666.946138,5004.000000000,307.000000000,0.561269224,0.070730895,1784378666.946137905,-0.000468094,0.001193938
1784378666.956096,5049.000000000,369.000000000,0.561317146,0.070730895,1784378666.956095934,0.119578613,0.003595225
1784378666.966093,5094.000000000,373.000000000,0.561221242,0.070658989,1784378666.966093063,-0.180325753,-0.002404491
1784378666.976102,5095.000000000,402.000000000,0.561245263,0.070682958,1784378666.976102114,-0.359302213,-0.003593040
1784378666.986118,5057.000000000,375.000000000,0.561221242,0.070658989,1784378666.986118078,0.120074372,0.000000000
1784378666.996097,5137.000000000,424.000000000,0.561245263,0.070706926,1784378666.996097088,0.179697146,0.000000000
1784378667.006137,5053.000000000,383.000000000,0.561269224,0.070730895,1784378667.006136894,0.119729611,0.002396845
1784378667.016113,5076.000000000,392.000000000,0.561221242,0.070730895,1784378667.016113043,-0.059956801,-0.001200093
1784378667.026123,5068.000000000,384.000000000,0.561221242,0.070658989,1784378667.026123047,-0.240046563,-0.002400762
1784378667.036092,5138.000000000,422.000000000,0.561245263,0.070658989,1784378667.036092043,0.120246511,0.001202312
1784378667.046073,5064.000000000,380.000000000,0.561221242,0.070706926,1784378667.046072960,0.120339483,0.000000000
1784378667.056086,5009.000000000,314.000000000,0.561245263,0.070706926,1784378667.056086063,-0.060133600,0.000000000
1784378667.066111,5049.000000000,356.000000000,0.561269224,0.070730895,1784378667.066111088,0.119498941,0.002394535
1784378667.076107,5114.000000000,410.000000000,0.561221242,0.070682958,1784378667.076107025,-0.059926817,-0.001199793
1784378667.086091,5080.000000000,389.000000000,0.561221242,0.070682958,1784378667.086091042,-0.240042704,-0.002401507
1784378667.096097,5049.000000000,360.000000000,0.561221242,0.070658989,1784378667.096096992,0.060019733,0.000000000
1784378667.106127,5090.000000000,403.000000000,0.561221242,0.070706926,1784378667.106127024,0.119859713,0.000000000
1784378667.116274,5066.000000000,381.000000000,0.561245263,0.070706926,1784378667.116274118,0.059002780,0.001190507
1784378667.126046,5070.000000000,377.000000000,0.561245263,0.070706926,1784378667.126045942,0.060542391,0.001205939
1784378667.136024,5103.000000000,426.000000000,0.561221242,0.070706926,1784378667.136023998,-0.121862366,-0.001216261
1784378667.146261,5066.000000000,393.000000000,0.561221242,0.070682958,1784378667.146260977,-0.118437244,-0.001188274
1784378667.156024,5066.000000000,368.000000000,0.561221242,0.070682958,1784378667.156023979,0.060813086,0.000000000
1784378667.166018,4994.000000000,314.000000000,0.561221242,0.070682958,1784378667.166018009,0.060144357,0.000000000
1784378667.176151,5067.000000000,373.000000000,0.561245263,0.070706926,1784378667.176151037,0.059296695,0.001193468
1784378667.186065,5043.000000000,345.000000000,0.561221242,0.070682958,1784378667.186064959,0.000000000,0.000000000
1784378667.196155,5057.000000000,361.000000000,0.561221242,0.070682958,1784378667.196155071,-0.119689649,-0.001200808
1784378667.206021,5072.000000000,387.000000000,0.561221242,0.070658989,1784378667.206021070,0.000000000,0.000000000
1784378667.216033,5052.000000000,368.000000000,0.561221242,0.070682958,1784378667.216032982,0.060409156,0.000000000
1784378667.225995,5067.000000000,377.000000000,0.561221242,0.070682958,1784378667.225995064,0.000000000,0.000000000
1784378667.236126,5032.000000000,376.000000000,0.561245263,0.070706926,1784378667.236125946,0.059498095,0.001195493
1784378667.245990,5114.000000000,424.000000000,0.561245263,0.070706926,1784378667.245990038,0.060082693,0.001201352
1784378667.255956,5074.000000000,381.000000000,0.561221242,0.070682958,1784378667.255955935,-0.121373759,-0.001211347
1784378667.266049,5070.000000000,375.000000000,0.561221242,0.070658989,1784378667.266048908,-0.119591827,-0.001197525
1784378667.276011,5037.000000000,375.000000000,0.561245263,0.070682958,1784378667.276010990,0.120124324,0.001197753
1784378667.286084,5092.000000000,396.000000000,0.561221242,0.070682958,1784378667.286083937,0.059771568,0.000000000
1784378667.296074,5076.000000000,376.000000000,0.561221242,0.070706926,1784378667.296073914,-0.119376221,-0.001197283
1784378667.306308,5100.000000000,375.000000000,0.561245263,0.070682958,1784378667.306308031,0.058729042,0.001187742
1784378667.316113,5047.000000000,361.000000000,0.561221242,0.070682958,1784378667.316112995,0.059747406,0.000000000
1784378667.326175,5048.000000000,356.000000000,0.561245263,0.070658989,1784378667.326174974,-0.059784823,0.000000000
1784378667.336482,5064.000000000,380.000000000,0.561221242,0.070682958,1784378667.336482048,0.000000000,0.000000000
1784378667.346146,5008.000000000,352.000000000,0.561221242,0.070682958,1784378667.346146107,-0.060226234,-0.001202786
1784378667.356249,5086.000000000,397.000000000,0.561269224,0.070706926,1784378667.356249094,0.122798992,0.002427373
1784378667.366066,5005.000000000,302.000000000,0.561245263,0.070682958,1784378667.366065979,0.120917809,0.001205881
1784378667.376094,5041.000000000,361.000000000,0.561221242,0.070682958,1784378667.376094103,-0.244152599,-0.002417837
1784378667.386103,5080.000000000,408.000000000,0.561245263,0.070658989,1784378667.386102915,-0.060182916,0.000000000
1784378667.396078,5056.000000000,371.000000000,0.561221242,0.070658989,1784378667.396078110,0.120988608,0.000000000
1784378667.406095,5061.000000000,389.000000000,0.561221242,0.070682958,1784378667.406095028,-0.060099891,-0.001201524
1784378667.416179,5098.000000000,414.000000000,0.561269224,0.070706926,1784378667.416178942,0.118754556,0.002387065
1784378667.426080,5067.000000000,364.000000000,0.561245263,0.070682958,1784378667.426079988,0.120264318,0.001201954
1784378667.436124,5086.000000000,415.000000000,0.561245263,0.070658989,1784378667.436124086,-0.179913981,-0.001201345
1784378667.446076,5060.000000000,385.000000000,0.561221242,0.070658989,1784378667.446075916,-0.120186893,-0.001201295
1784378667.456079,5041.000000000,379.000000000,0.561221242,0.070682958,1784378667.456079006,-0.000121187,-0.001203763
1784378667.466099,5096.000000000,393.000000000,0.561293185,0.070706926,1784378667.466099024,0.239438025,0.003592999
1784378667.476111,4994.000000000,294.000000000,0.561269224,0.070706926,1784378667.476110935,0.179665141,0.002395276
1784378667.486091,5076.000000000,381.000000000,0.561245263,0.070682958,1784378667.486090899,-0.299625356,-0.002397074
1784378667.496134,5090.000000000,402.000000000,0.561245263,0.070658989,1784378667.496134043,-0.179389910,-0.001196667
1784378667.506024,5040.000000000,344.000000000,0.561245263,0.070658989,1784378667.506023884,0.120256640,0.000000000
1784378667.516218,5084.000000000,392.000000000,0.561317146,0.070658989,1784378667.516217947,0.237792518,0.003579135
1784378667.526154,5111.000000000,408.000000000,0.561317146,0.070706926,1784378667.526154041,0.177391109,0.003570911
1784378667.536039,5055.000000000,375.000000000,0.561269224,0.070706926,1784378667.536039114,-0.302547936,-0.002417718
1784378667.546125,5119.000000000,396.000000000,0.561269224,0.070635021,1784378667.546124935,-0.298960234,-0.002399592
1784378667.555990,5049.000000000,368.000000000,0.561245263,0.070635021,1784378667.555989981,0.060985718,-0.001201000
1784378667.565949,5071.000000000,406.000000000,0.561245263,0.070658989,1784378667.565948963,0.060073937,-0.001208685
1784378667.576052,5109.000000000,414.000000000,0.561317146,0.070706926,1784378667.576051950,0.238463545,0.003583048
1784378667.586118,5043.000000000,363.000000000,0.561317146,0.070706926,1784378667.586117983,0.236635951,0.003564030
1784378667.596330,5033.000000000,371.000000000,0.561269224,0.070682958,1784378667.596329927,-0.293239383,-0.002363253
