__time,/debug/pb,/debug/pr,/debug/theta_g,/debug/theta_t,acc_g,vel_g
1784878272.234046,8015.000000000,364.000000000,0.998142123,0.268638402,,
1784878272.243722,8038.000000000,419.000000000,0.998118162,0.268638402,,-0.001202599
1784878272.253882,8072.000000000,403.000000000,0.998118162,0.268638402,-0.060901994,-0.001208005
1784878272.263793,8050.000000000,385.000000000,0.998094201,0.268686324,0.000436318,-0.001193842
1784878272.273842,8031.000000000,388.000000000,0.998142123,0.268662363,0.120658492,0.001200416
1784878272.283915,7994.000000000,345.000000000,0.998142123,0.268662363,0.177679389,0.002381517
1784878272.293856,8042.000000000,389.000000000,0.998142123,0.268638402,-0.059980084,0.000000000
1784878272.303864,8017.000000000,387.000000000,0.998118162,0.268662363,-0.179598680,-0.001201162
1784878272.313835,7996.000000000,358.000000000,0.998118162,0.268662363,-0.060030094,-0.001199327
1784878272.323866,8037.000000000,368.000000000,0.998094201,0.268662363,0.000162482,-0.001197912
1784878272.333769,8005.000000000,346.000000000,0.998142123,0.268662363,0.120463274,0.001202009
1784878272.343830,8019.000000000,388.000000000,0.998142123,0.268662363,0.180241699,0.002400430
1784878272.353971,8018.000000000,342.000000000,0.998142123,0.268614411,-0.059500455,0.000000000
1784878272.364044,8073.000000000,436.000000000,0.998118162,0.268638402,-0.177385387,-0.001185337
1784878272.373842,8088.000000000,443.000000000,0.998118162,0.268662363,-0.060677151,-0.001205773
1784878272.383826,8105.000000000,428.000000000,0.998094201,0.268662363,-0.001312276,-0.001211296
1784878272.393861,7998.000000000,376.000000000,0.998142123,0.268638402,0.120024255,0.001196942
1784878272.403727,8046.000000000,392.000000000,0.998142123,0.268614411,0.181865784,0.002408022
1784878272.413845,8029.000000000,360.000000000,0.998142123,0.268638402,-0.059894973,0.000000000
1784878272.423900,8040.000000000,388.000000000,0.998118162,0.268638402,-0.178244546,-0.001187761
1784878272.433833,7990.000000000,357.000000000,0.998118162,0.268662363,-0.059977118,-0.001198798
