__time,/debug/pb,/debug/pr,/debug/theta_g,/debug/theta_t,acc_g,vel_g
1784889042.274105,9410.000000000,414.000000000,1.016597867,0.249943003,,
1784889042.284124,9342.000000000,336.000000000,1.016645789,0.249966964,,0.001200502
1784889042.294115,9337.000000000,369.000000000,1.016645789,0.250062853,0.240149410,0.002394853
1784889042.304100,9385.000000000,388.000000000,1.016645789,0.250014901,-0.060098218,0.000000000
1784889042.314182,9388.000000000,412.000000000,1.016621828,0.249990940,-0.178854947,-0.001194097
1784889042.324103,9340.000000000,353.000000000,1.016597867,0.249966964,-0.119771295,-0.002395766
1784889042.334331,9326.000000000,336.000000000,1.016597867,0.249966964,0.000245420,-0.001189152
1784889042.344109,9360.000000000,375.000000000,1.016621828,0.249966964,0.179619833,0.001197698
1784889042.354158,9323.000000000,318.000000000,1.016645789,0.250014901,0.181879622,0.002416998
1784889042.364146,9361.000000000,403.000000000,1.016645789,0.250014901,-0.000093881,0.001195816
1784889042.374061,9360.000000000,407.000000000,1.016621828,0.250014901,-0.181936262,-0.001203939
1784889042.384136,9360.000000000,396.000000000,1.016597867,0.249943003,-0.179750027,-0.002397338
1784889042.394139,9389.000000000,397.000000000,1.016597867,0.249966964,0.000525475,-0.001193388
1784889042.404109,9385.000000000,393.000000000,1.016621828,0.250014901,0.180090323,0.001199656
1784889042.414061,9358.000000000,397.000000000,1.016645789,0.250014901,0.180644468,0.002405457
1784889042.424124,9272.000000000,287.000000000,1.016621828,0.250014901,-0.059937140,0.000000000
1784889042.434132,9303.000000000,342.000000000,1.016621828,0.249943003,-0.179329497,-0.001193828
1784889042.444187,9336.000000000,341.000000000,1.016573906,0.249943003,-0.119060682,-0.002388649
1784889042.454168,9393.000000000,385.000000000,1.016597867,0.249943003,-0.000102806,-0.001195888
1784889042.464196,9348.000000000,361.000000000,1.016621828,0.250014901,0.239067010,0.002394967
1784889042.474162,9352.000000000,333.000000000,1.016621828,0.250014901,0.119750764,0.001198412
1784889042.484072,9392.000000000,392.000000000,1.016621828,0.249943003,-0.120499738,0.000000000
1784889042.494146,9360.000000000,387.000000000,1.016621828,0.249966964,-0.059967822,0.000000000
1784889042.504081,9360.000000000,383.000000000,1.016573906,0.249966964,-0.119694243,-0.002394996
1784889042.514101,9403.000000000,399.000000000,1.016597867,0.250014901,-0.060173626,-0.001200760
1784889042.524137,9375.000000000,379.000000000,1.016621828,0.250014901,0.238560986,0.002389472
1784889042.534115,9373.000000000,381.000000000,1.016645789,0.250014901,0.179636635,0.002394453
1784889042.544116,9307.000000000,353.000000000,1.016645789,0.249966964,-0.059570542,0.001199255
1784889042.554225,9329.000000000,383.000000000,1.016621828,0.249943003,-0.178315395,-0.001191492
1784889042.564013,9328.000000000,332.000000000,1.016573906,0.249943003,-0.241851983,-0.003612812
1784889042.574036,9368.000000000,389.000000000,1.016597867,0.249990940,-0.000908377,-0.001209488
1784889042.584117,9358.000000000,349.000000000,1.016597867,0.249990940,0.238998727,0.001191888
1784889042.594035,9361.000000000,367.000000000,1.016645789,0.249990940,0.180301496,0.002396280
1784889042.604050,9369.000000000,371.000000000,1.016621828,0.249966964,0.000509190,0.001202038
1784889042.614134,9352.000000000,377.000000000,1.016573906,0.249943003,-0.297156390,-0.003576385
1784889042.624063,9333.000000000,349.000000000,1.016573906,0.249943003,-0.179721898,-0.002394625
1784889042.634053,9307.000000000,346.000000000,1.016573906,0.250014901,0.179549305,0.000000000
1784889042.644140,9358.000000000,379.000000000,1.016645789,0.249990940,0.297593166,0.003580292
1784889042.654057,9337.000000000,344.000000000,1.016645789,0.249990940,0.179631249,0.003593392
1784889042.664014,9337.000000000,368.000000000,1.016621828,0.249966964,-0.240816357,-0.001205658
1784889042.674137,9371.000000000,402.000000000,1.016573906,0.249966964,-0.357230339,-0.003579825
1784889042.684165,9385.000000000,410.000000000,1.016573906,0.249943003,-0.058182110,-0.002378107
1784889042.694171,9356.000000000,365.000000000,1.016645789,0.249990940,0.357784016,0.003588047
1784889042.704181,9345.000000000,367.000000000,1.016645789,0.250014901,0.298249272,0.003591423
1784889042.714206,9341.000000000,332.000000000,1.016645789,0.249966964,-0.179095083,0.000000000
1784889042.724154,9384.000000000,396.000000000,1.016573906,0.249966964,-0.360000602,-0.003598969
1784889042.734245,9306.000000000,328.000000000,1.016597867,0.249966964,-0.119338487,-0.002391434
1784889042.744219,9309.000000000,350.000000000,1.016573906,0.249990940,0.179369139,0.000000000
1784889042.754105,9346.000000000,377.000000000,1.016645789,0.249990940,0.241905714,0.002412936
1784889042.763963,9373.000000000,396.000000000,1.016645789,0.249990940,0.184382084,0.003640601
