__time,/debug_geometry/a,/debug_geometry/b,/debug_geometry/c,/debug_geometry/d,/debug_geometry/e,/debug_geometry/f,/debug_geometry/fc,/debug_geometry/lw,/debug_geometry/median_pb,/debug_geometry/median_pr,/debug_geometry/offset_pb,/debug_geometry/offset_pr,/debug_geometry/pb,/debug_geometry/pr,/debug_geometry/raw_pb,/debug_geometry/raw_pr,/debug_geometry/theta_g,/debug_geometry/theta_t,/debug_geometry/w,omega_g
1782915829.030389,0.000000000,0.335673828,1.118355773,0.892497584,0.263810709,0.242588589,41769.633866315,3.780232507,6489.500000000,310.500000000,5634.084004439,380.000000000,1044240.846657873,0.000000000,6215.000000000,263.000000000,0.276421948,1.538965077,273.239522407,0.019272244
1782915829.040379,0.000000000,0.335763601,1.118412165,0.892455968,0.263850140,0.242509770,41565.401159633,3.780052520,6485.500000000,307.000000000,5634.266562626,380.000000000,1039135.028990834,0.000000000,6331.000000000,299.000000000,0.276589735,1.539132864,271.828115955,0.016796744
1782915829.050315,0.000000000,0.335786809,1.118426725,0.892444074,0.263880365,0.242453490,41289.039537576,3.779923939,6480.000000000,307.000000000,5634.426275920,380.000000000,1032225.988439399,0.000000000,6345.000000000,270.000000000,0.276709540,1.539180802,269.967292853,0.012057299
1782915829.061203,0.000000000,0.335837276,1.118458358,0.892420279,0.263909216,0.242397180,40770.760928049,3.779795239,6469.500000000,307.000000000,5634.540297919,380.000000000,1019269.023201228,0.000000000,6462.000000000,282.000000000,0.276829405,1.539276676,266.525704112,0.011008562
1782915829.070591,0.000000000,0.335831591,1.118454797,0.892420279,0.263953470,0.242318356,40765.191256828,3.779614993,6469.500000000,310.500000000,5634.654361305,380.000000000,1019129.781420711,0.000000000,6516.000000000,381.000000000,0.276997192,1.539276676,266.415340508,0.017873470
1782915829.080741,0.000000000,0.335851543,1.118467294,0.892408379,0.264008966,0.242217017,40342.344354579,3.779383111,6461.000000000,307.000000000,5634.814001583,380.000000000,1008558.608864479,0.000000000,6426.000000000,305.000000000,0.277212902,1.539324613,263.557790311,0.021251732
1782915829.090438,0.000000000,0.335876366,1.118482835,0.892396476,0.264026532,0.242183246,40283.495321857,3.779305800,6460.000000000,307.000000000,5635.019192993,380.000000000,1007087.383046430,0.000000000,6325.000000000,260.000000000,0.277284785,1.539372550,263.142017547,0.007412962
1782915829.100376,0.000000000,0.335947570,1.118527364,0.892360757,0.264104512,0.242036844,40280.156977907,3.778970428,6460.000000000,310.500000000,5635.087560191,380.000000000,1007003.924447687,0.000000000,6446.000000000,338.000000000,0.277596398,1.539516361,262.984488898,0.031356461
1782915829.110355,0.000000000,0.335971573,1.118542358,0.892348846,0.264128383,0.241991813,40314.518015756,3.778867203,6461.000000000,310.500000000,5635.383867611,380.000000000,1007862.950393905,0.000000000,6524.000000000,336.000000000,0.277692242,1.539564298,263.167046820,0.009604128
1782915829.120234,0.000000000,0.335981131,1.118548326,0.892342892,0.264159272,0.241935495,40725.120596068,3.778738058,6469.500000000,316.000000000,5635.474983393,380.000000000,1018128.014901695,0.000000000,6661.000000000,354.000000000,0.277812107,1.539588259,265.794612460,0.012132876
1782915829.130424,0.000000000,0.335973821,1.118543762,0.892342892,0.264216093,0.241834144,41232.268026874,3.778505512,6480.000000000,318.000000000,5635.588920977,380.000000000,1030806.700671838,0.000000000,6581.000000000,385.000000000,0.278027816,1.539588259,269.008358251,0.021169190
1782915829.140310,0.000000000,0.336011445,1.118567247,0.892325019,0.264239274,0.241789082,41222.257776486,3.778402066,6480.000000000,316.000000000,5635.793924649,380.000000000,1030556.444412139,0.000000000,6485.000000000,306.000000000,0.278123720,1.539660172,268.900298010,0.009700953
1782915829.150291,0.000000000,0.336049870,1.118591211,0.892307145,0.264256127,0.241755306,40705.097059684,3.778324506,6469.500000000,316.000000000,5635.885052903,380.000000000,1017627.426492103,0.000000000,6398.000000000,328.000000000,0.278195603,1.539732070,265.495122620,0.007202236
1782915829.160340,0.000000000,0.336073862,1.118606163,0.892295225,0.264279979,0.241710271,40286.710401256,3.778221064,6461.000000000,316.000000000,5635.953350176,380.000000000,1007167.760031411,0.000000000,6440.000000000,305.000000000,0.278291448,1.539780007,262.724479528,0.009538045
1782915829.170305,0.000000000,0.336083424,1.118612119,0.892289262,0.264310844,0.241653949,40282.264247692,3.778091648,6461.000000000,310.500000000,5636.044404622,380.000000000,1007056.606192304,0.000000000,6405.000000000,301.000000000,0.278411312,1.539803983,262.643268644,0.012028663
1782915829.180360,0.000000000,0.336080174,1.118610095,0.892289262,0.264336089,0.241608885,40276.704464911,3.777988063,6461.000000000,316.000000000,5636.158265499,380.000000000,1006917.611622769,0.000000000,6558.000000000,358.000000000,0.278507216,1.539803983,262.565245709,0.009537867
1782915829.190283,0.000000000,0.336080988,1.118610602,0.892289262,0.264329766,0.241620172,40272.256625321,3.778014010,6461.000000000,318.000000000,5636.249354474,380.000000000,1006806.415633013,0.000000000,6484.000000000,329.000000000,0.278483196,1.539803983,262.546711642,-0.002420595
1782915829.200341,0.000000000,0.336118588,1.118634014,0.892271379,0.264352932,0.241575107,40224.540998296,3.777910399,6460.000000000,318.000000000,5636.226540693,380.000000000,1005613.524957398,0.000000000,6388.000000000,340.000000000,0.278579100,1.539875881,262.193920341,0.009534928
1782915829.210353,0.000000000,0.336172240,1.118667386,0.892247525,0.264356469,0.241563848,40171.263903060,3.777884507,6459.000000000,320.000000000,5636.317622305,380.000000000,1004281.597576499,0.000000000,6266.000000000,360.000000000,0.278603061,1.539971755,261.836236945,0.002393370
