__time,/vehicle/loader_joint_angles/data[0],/vehicle/loader_joint_angles/data[1],/vehicle/loader_joint_angles/layout/data_offset,/vehicle/loader_joint_pressures/data[0],/vehicle/loader_joint_pressures/data[1],/vehicle/loader_joint_pressures/layout/data_offset,lift,tilt,tilt1
1782647736.434230,,,,5493.000000000,416.000000000,0.000000000,,,
1782647736.434256,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.444138,,,,5493.000000000,414.000000000,0.000000000,,,
1782647736.444151,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.454278,,,,5509.000000000,436.000000000,0.000000000,,,
1782647736.454308,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.464250,,,,5496.000000000,416.000000000,0.000000000,,,
1782647736.464287,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.474145,,,,5481.000000000,397.000000000,0.000000000,,,
1782647736.474157,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.484335,,,,5501.000000000,418.000000000,0.000000000,,,
1782647736.484376,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.494160,,,,5453.000000000,388.000000000,0.000000000,,,
1782647736.494182,0.903179169,0.188032493,0.000000000,,,,51.748398221,10.773477360,10.773477360
1782647736.504247,,,,5462.000000000,404.000000000,0.000000000,,,
1782647736.504268,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.514338,,,,5455.000000000,396.000000000,0.000000000,,,
1782647736.514376,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.524145,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.524160,,,,5474.000000000,387.000000000,0.000000000,,,
1782647736.534217,,,,5465.000000000,379.000000000,0.000000000,,,
1782647736.534240,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.544253,,,,5457.000000000,379.000000000,0.000000000,,,
1782647736.544290,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.554436,,,,5450.000000000,380.000000000,0.000000000,,,
1782647736.554475,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.564369,,,,5462.000000000,397.000000000,0.000000000,,,
1782647736.564407,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.574198,,,,5438.000000000,364.000000000,0.000000000,,,
1782647736.574221,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.584221,,,,5505.000000000,457.000000000,0.000000000,,,
1782647736.584259,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.594119,,,,5459.000000000,406.000000000,0.000000000,,,
1782647736.594131,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.604261,,,,5472.000000000,419.000000000,0.000000000,,,
1782647736.604283,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.614233,,,,5508.000000000,436.000000000,0.000000000,,,
1782647736.614258,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.624128,,,,5465.000000000,407.000000000,0.000000000,,,
1782647736.624143,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.634307,,,,5505.000000000,434.000000000,0.000000000,,,
1782647736.634345,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.644176,,,,5480.000000000,399.000000000,0.000000000,,,
1782647736.644206,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.654236,,,,5490.000000000,438.000000000,0.000000000,,,
1782647736.654250,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.664266,,,,5468.000000000,407.000000000,0.000000000,,,
1782647736.664291,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.674111,,,,5461.000000000,399.000000000,0.000000000,,,
1782647736.674123,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.684167,,,,5429.000000000,363.000000000,0.000000000,,,
1782647736.684190,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.694161,,,,5430.000000000,407.000000000,0.000000000,,,
1782647736.694185,0.903227091,0.188056469,0.000000000,,,,51.751143959,10.774851083,10.774851083
1782647736.704286,,,,5461.000000000,397.000000000,0.000000000,,,
1782647736.704317,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.714186,,,,5441.000000000,396.000000000,0.000000000,,,
1782647736.714209,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.724141,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.724155,,,,5443.000000000,380.000000000,0.000000000,,,
1782647736.734220,,,,5482.000000000,395.000000000,0.000000000,,,
1782647736.734237,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.744198,,,,5429.000000000,361.000000000,0.000000000,,,
1782647736.744233,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.754296,,,,5520.000000000,442.000000000,0.000000000,,,
1782647736.754320,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.764246,,,,5484.000000000,408.000000000,0.000000000,,,
1782647736.764278,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.774110,,,,5516.000000000,446.000000000,0.000000000,,,
1782647736.774123,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.784153,,,,5474.000000000,412.000000000,0.000000000,,,
1782647736.784175,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.794187,,,,5494.000000000,416.000000000,0.000000000,,,
1782647736.794210,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.804171,,,,5462.000000000,389.000000000,0.000000000,,,
1782647736.804201,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.814314,,,,5438.000000000,365.000000000,0.000000000,,,
1782647736.814371,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.824165,,,,5498.000000000,426.000000000,0.000000000,,,
1782647736.824189,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.834281,,,,5470.000000000,389.000000000,0.000000000,,,
1782647736.834321,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.844083,,,,5419.000000000,369.000000000,0.000000000,,,
1782647736.844095,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.854247,,,,5473.000000000,419.000000000,0.000000000,,,
1782647736.854271,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.864201,,,,5473.000000000,416.000000000,0.000000000,,,
1782647736.864213,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.874110,,,,5426.000000000,384.000000000,0.000000000,,,
1782647736.874122,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.884235,,,,5431.000000000,404.000000000,0.000000000,,,
1782647736.884259,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.894160,,,,5449.000000000,385.000000000,0.000000000,,,
1782647736.894187,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.904147,,,,5476.000000000,410.000000000,0.000000000,,,
1782647736.904174,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.914180,,,,5466.000000000,416.000000000,0.000000000,,,
1782647736.914211,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.924231,,,,5476.000000000,440.000000000,0.000000000,,,
1782647736.924272,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.934187,,,,5458.000000000,411.000000000,0.000000000,,,
1782647736.934224,0.903227091,0.188056469,0.000000000,,,,51.751143959,10.774851083,10.774851083
1782647736.944199,,,,5515.000000000,477.000000000,0.000000000,,,
1782647736.944239,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.954169,,,,5435.000000000,367.000000000,0.000000000,,,
1782647736.954186,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.964149,,,,5406.000000000,354.000000000,0.000000000,,,
1782647736.964163,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647736.974188,,,,5492.000000000,434.000000000,0.000000000,,,
1782647736.974228,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647736.984288,,,,5511.000000000,445.000000000,0.000000000,,,
1782647736.984327,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647736.994170,,,,5489.000000000,402.000000000,0.000000000,,,
1782647736.994192,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.004238,,,,5463.000000000,407.000000000,0.000000000,,,
1782647737.004271,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647737.014234,,,,5431.000000000,358.000000000,0.000000000,,,
1782647737.014269,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.024144,,,,5461.000000000,410.000000000,0.000000000,,,
1782647737.024169,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.034063,,,,5451.000000000,396.000000000,0.000000000,,,
1782647737.034077,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.044203,,,,5469.000000000,400.000000000,0.000000000,,,
1782647737.044232,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.054097,,,,5488.000000000,435.000000000,0.000000000,,,
1782647737.054115,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.064117,,,,5488.000000000,419.000000000,0.000000000,,,
1782647737.064138,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.074102,,,,5458.000000000,397.000000000,0.000000000,,,
1782647737.074120,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.084201,,,,5465.000000000,418.000000000,0.000000000,,,
1782647737.084242,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.094186,,,,5489.000000000,408.000000000,0.000000000,,,
1782647737.094228,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647737.104101,,,,5492.000000000,426.000000000,0.000000000,,,
1782647737.104127,0.903179169,0.188032493,0.000000000,,,,51.748398221,10.773477360,10.773477360
1782647737.114237,,,,5451.000000000,399.000000000,0.000000000,,,
1782647737.114295,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.124075,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.124090,,,,5466.000000000,379.000000000,0.000000000,,,
1782647737.134086,,,,5474.000000000,411.000000000,0.000000000,,,
1782647737.134098,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.144196,,,,5458.000000000,379.000000000,0.000000000,,,
1782647737.144236,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.154046,,,,5388.000000000,360.000000000,0.000000000,,,
1782647737.154058,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.164168,,,,5418.000000000,353.000000000,0.000000000,,,
1782647737.164191,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647737.174053,,,,5445.000000000,305.000000000,0.000000000,,,
1782647737.174065,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.184103,,,,5528.000000000,365.000000000,0.000000000,,,
1782647737.184126,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647737.194140,,,,5458.000000000,375.000000000,0.000000000,,,
1782647737.194165,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.204221,,,,5490.000000000,336.000000000,0.000000000,,,
1782647737.204253,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.214194,,,,5458.000000000,313.000000000,0.000000000,,,
1782647737.214242,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647737.224066,,,,5500.000000000,332.000000000,0.000000000,,,
1782647737.224082,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.234089,,,,5454.000000000,302.000000000,0.000000000,,,
1782647737.234113,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.244168,,,,5402.000000000,279.000000000,0.000000000,,,
1782647737.244201,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.254059,,,,5392.000000000,291.000000000,0.000000000,,,
1782647737.254071,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647737.264060,,,,5470.000000000,349.000000000,0.000000000,,,
1782647737.264079,0.903155208,0.188032493,0.000000000,,,,51.747025352,10.773477360,10.773477360
1782647737.274156,,,,5402.000000000,311.000000000,0.000000000,,,
1782647737.274185,0.903203130,0.188032493,0.000000000,,,,51.749771090,10.773477360,10.773477360
1782647737.284224,,,,5462.000000000,396.000000000,0.000000000,,,
1782647737.284272,0.903179169,0.188032493,0.000000000,,,,51.748398221,10.773477360,10.773477360
1782647737.294137,,,,5416.000000000,373.000000000,0.000000000,,,
1782647737.294165,0.903155208,0.188080430,0.000000000,,,,51.747025352,10.776223952,10.776223952
1782647737.304216,,,,5470.000000000,410.000000000,0.000000000,,,
1782647737.304279,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647737.314426,,,,5430.000000000,349.000000000,0.000000000,,,
1782647737.314449,0.903155208,0.188080430,0.000000000,,,,51.747025352,10.776223952,10.776223952
1782647737.324050,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.324067,,,,5484.000000000,317.000000000,0.000000000,,,
1782647737.334098,,,,5418.000000000,311.000000000,0.000000000,,,
1782647737.334109,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.344375,,,,5455.000000000,332.000000000,0.000000000,,,
1782647737.344442,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.354132,,,,5426.000000000,276.000000000,0.000000000,,,
1782647737.354145,0.903203130,0.188008532,0.000000000,,,,51.749771090,10.772104491,10.772104491
1782647737.364212,,,,5408.000000000,309.000000000,0.000000000,,,
1782647737.364244,0.903203130,0.188032493,0.000000000,,,,51.749771090,10.773477360,10.773477360
1782647737.374047,,,,5482.000000000,338.000000000,0.000000000,,,
1782647737.374064,0.903179169,0.188080430,0.000000000,,,,51.748398221,10.776223952,10.776223952
1782647737.384298,,,,5462.000000000,348.000000000,0.000000000,,,
1782647737.384354,0.903203130,0.188080430,0.000000000,,,,51.749771090,10.776223952,10.776223952
1782647737.394173,,,,5470.000000000,368.000000000,0.000000000,,,
1782647737.394194,0.903179169,0.188080430,0.000000000,,,,51.748398221,10.776223952,10.776223952
1782647737.404236,,,,5484.000000000,358.000000000,0.000000000,,,
1782647737.404281,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.414210,,,,5445.000000000,329.000000000,0.000000000,,,
1782647737.414245,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647737.424164,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.424192,,,,5446.000000000,309.000000000,0.000000000,,,
1782647737.434103,,,,5463.000000000,314.000000000,0.000000000,,,
1782647737.434120,0.903203130,0.188032493,0.000000000,,,,51.749771090,10.773477360,10.773477360
1782647737.444025,,,,5411.000000000,240.000000000,0.000000000,,,
1782647737.444038,0.903179169,0.188032493,0.000000000,,,,51.748398221,10.773477360,10.773477360
1782647737.454209,,,,5461.000000000,338.000000000,0.000000000,,,
1782647737.454270,0.903203130,0.188008532,0.000000000,,,,51.749771090,10.772104491,10.772104491
1782647737.464263,,,,5457.000000000,385.000000000,0.000000000,,,
1782647737.464331,0.903179169,0.188080430,0.000000000,,,,51.748398221,10.776223952,10.776223952
1782647737.474115,,,,5465.000000000,384.000000000,0.000000000,,,
1782647737.474128,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647737.484221,,,,5437.000000000,311.000000000,0.000000000,,,
1782647737.484252,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647737.494198,,,,5447.000000000,336.000000000,0.000000000,,,
1782647737.494255,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.504134,,,,5468.000000000,342.000000000,0.000000000,,,
1782647737.504149,0.903179169,0.188080430,0.000000000,,,,51.748398221,10.776223952,10.776223952
1782647737.514278,,,,5419.000000000,302.000000000,0.000000000,,,
1782647737.514322,0.903179169,0.188032493,0.000000000,,,,51.748398221,10.773477360,10.773477360
1782647737.524079,0.903179169,0.188032493,0.000000000,,,,51.748398221,10.773477360,10.773477360
1782647737.524095,,,,5438.000000000,289.000000000,0.000000000,,,
1782647737.534103,,,,5474.000000000,349.000000000,0.000000000,,,
1782647737.534124,0.903179169,0.188008532,0.000000000,,,,51.748398221,10.772104491,10.772104491
1782647737.544087,,,,5442.000000000,321.000000000,0.000000000,,,
1782647737.544099,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647737.554092,,,,5431.000000000,259.000000000,0.000000000,,,
1782647737.554122,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647737.564260,,,,5450.000000000,337.000000000,0.000000000,,,
1782647737.564306,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647737.574071,,,,5469.000000000,375.000000000,0.000000000,,,
1782647737.574093,0.903155208,0.188080430,0.000000000,,,,51.747025352,10.776223952,10.776223952
1782647737.584141,,,,5480.000000000,356.000000000,0.000000000,,,
1782647737.584165,0.903203130,0.188080430,0.000000000,,,,51.749771090,10.776223952,10.776223952
1782647737.594166,,,,5431.000000000,301.000000000,0.000000000,,,
1782647737.594192,0.903203130,0.188080430,0.000000000,,,,51.749771090,10.776223952,10.776223952
1782647737.604162,,,,5472.000000000,379.000000000,0.000000000,,,
1782647737.604182,0.903179169,0.188032493,0.000000000,,,,51.748398221,10.773477360,10.773477360
1782647737.614187,,,,5480.000000000,332.000000000,0.000000000,,,
1782647737.614223,0.903179169,0.188032493,0.000000000,,,,51.748398221,10.773477360,10.773477360
1782647737.624220,,,,5412.000000000,276.000000000,0.000000000,,,
1782647737.624281,0.903179169,0.188032493,0.000000000,,,,51.748398221,10.773477360,10.773477360
1782647737.634077,,,,5415.000000000,254.000000000,0.000000000,,,
1782647737.634091,0.903179169,0.188008532,0.000000000,,,,51.748398221,10.772104491,10.772104491
1782647737.644151,,,,5468.000000000,302.000000000,0.000000000,,,
1782647737.644181,0.903179169,0.188008532,0.000000000,,,,51.748398221,10.772104491,10.772104491
1782647737.654179,,,,5463.000000000,328.000000000,0.000000000,,,
1782647737.654217,0.903155208,0.188032493,0.000000000,,,,51.747025352,10.773477360,10.773477360
1782647737.664141,,,,5441.000000000,328.000000000,0.000000000,,,
1782647737.664173,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.674122,,,,5422.000000000,332.000000000,0.000000000,,,
1782647737.674151,0.903203130,0.188080430,0.000000000,,,,51.749771090,10.776223952,10.776223952
1782647737.684103,,,,5407.000000000,283.000000000,0.000000000,,,
1782647737.684121,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647737.693990,,,,5442.000000000,340.000000000,0.000000000,,,
1782647737.693997,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647737.704069,,,,5470.000000000,353.000000000,0.000000000,,,
1782647737.704095,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.714203,,,,5433.000000000,310.000000000,0.000000000,,,
1782647737.714231,0.903179169,0.188032493,0.000000000,,,,51.748398221,10.773477360,10.773477360
1782647737.724050,0.903179169,0.188032493,0.000000000,,,,51.748398221,10.773477360,10.773477360
1782647737.724062,,,,5439.000000000,311.000000000,0.000000000,,,
1782647737.734038,,,,5446.000000000,275.000000000,0.000000000,,,
1782647737.734060,0.903179169,0.188008532,0.000000000,,,,51.748398221,10.772104491,10.772104491
1782647737.744014,,,,5442.000000000,293.000000000,0.000000000,,,
1782647737.744027,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647737.754043,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647737.754059,,,,5442.000000000,297.000000000,0.000000000,,,
1782647737.764040,,,,5423.000000000,330.000000000,0.000000000,,,
1782647737.764052,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647737.773990,,,,5480.000000000,324.000000000,0.000000000,,,
1782647737.774004,0.903203130,0.188080430,0.000000000,,,,51.749771090,10.776223952,10.776223952
1782647737.784168,,,,5441.000000000,336.000000000,0.000000000,,,
1782647737.784179,0.903203130,0.188080430,0.000000000,,,,51.749771090,10.776223952,10.776223952
1782647737.794172,,,,5476.000000000,357.000000000,0.000000000,,,
1782647737.794200,0.903179169,0.188080430,0.000000000,,,,51.748398221,10.776223952,10.776223952
1782647737.804080,,,,5407.000000000,295.000000000,0.000000000,,,
1782647737.804118,0.903203130,0.188032493,0.000000000,,,,51.749771090,10.773477360,10.773477360
1782647737.814218,,,,5395.000000000,303.000000000,0.000000000,,,
1782647737.814261,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.824119,0.903155208,0.188032493,0.000000000,,,,51.747025352,10.773477360,10.773477360
1782647737.824147,,,,5457.000000000,353.000000000,0.000000000,,,
1782647737.834095,,,,5442.000000000,299.000000000,0.000000000,,,
1782647737.834113,0.903155208,0.188032493,0.000000000,,,,51.747025352,10.773477360,10.773477360
1782647737.844101,,,,5396.000000000,258.000000000,0.000000000,,,
1782647737.844118,0.903179169,0.188032493,0.000000000,,,,51.748398221,10.773477360,10.773477360
1782647737.854069,,,,5412.000000000,291.000000000,0.000000000,,,
1782647737.854091,0.903203130,0.188032493,0.000000000,,,,51.749771090,10.773477360,10.773477360
1782647737.864192,,,,5419.000000000,285.000000000,0.000000000,,,
1782647737.864228,0.903203130,0.188056469,0.000000000,,,,51.749771090,10.774851083,10.774851083
1782647737.874071,,,,5424.000000000,291.000000000,0.000000000,,,
1782647737.874083,0.903179169,0.188080430,0.000000000,,,,51.748398221,10.776223952,10.776223952
1782647737.884130,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.884159,,,,5396.000000000,313.000000000,0.000000000,,,
1782647737.894100,,,,5469.000000000,354.000000000,0.000000000,,,
1782647737.894129,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.904099,,,,5504.000000000,380.000000000,0.000000000,,,
1782647737.904135,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.914247,,,,5563.000000000,385.000000000,0.000000000,,,
1782647737.914276,0.903203130,0.188032493,0.000000000,,,,51.749771090,10.773477360,10.773477360
1782647737.924084,,,,5525.000000000,332.000000000,0.000000000,,,
1782647737.924103,0.903155208,0.188008532,0.000000000,,,,51.747025352,10.772104491,10.772104491
1782647737.933952,,,,5498.000000000,325.000000000,0.000000000,,,
1782647737.933964,0.903131187,0.188008532,0.000000000,,,,51.745649067,10.772104491,10.772104491
1782647737.944119,,,,5454.000000000,307.000000000,0.000000000,,,
1782647737.944145,0.903155208,0.188032493,0.000000000,,,,51.747025352,10.773477360,10.773477360
1782647737.954151,,,,5359.000000000,271.000000000,0.000000000,,,
1782647737.954192,0.903179169,0.188032493,0.000000000,,,,51.748398221,10.773477360,10.773477360
1782647737.964181,,,,5345.000000000,298.000000000,0.000000000,,,
1782647737.964219,0.903227091,0.188032493,0.000000000,,,,51.751143959,10.773477360,10.773477360
1782647737.973971,,,,5410.000000000,329.000000000,0.000000000,,,
1782647737.973983,0.903227091,0.188080430,0.000000000,,,,51.751143959,10.776223952,10.776223952
1782647737.984105,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647737.984134,,,,5356.000000000,243.000000000,0.000000000,,,
1782647737.994102,,,,5580.000000000,356.000000000,0.000000000,,,
1782647737.994125,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647738.003946,,,,5699.000000000,340.000000000,0.000000000,,,
1782647738.003959,0.903179169,0.188056469,0.000000000,,,,51.748398221,10.774851083,10.774851083
1782647738.014158,,,,5774.000000000,350.000000000,0.000000000,,,
1782647738.014202,0.903155208,0.188056469,0.000000000,,,,51.747025352,10.774851083,10.774851083
1782647738.024021,,,,5792.000000000,333.000000000,0.000000000,,,
1782647738.024035,0.903155208,0.188032493,0.000000000,,,,51.747025352,10.773477360,10.773477360
1782647738.034022,,,,5732.000000000,262.000000000,0.000000000,,,
1782647738.034039,0.903155208,0.188032493,0.000000000,,,,51.747025352,10.773477360,10.773477360
1782647738.044113,,,,5662.000000000,307.000000000,0.000000000,,,
1782647738.044139,0.903251052,0.188032493,0.000000000,,,,51.752516828,10.773477360,10.773477360
1782647738.054049,,,,5590.000000000,266.000000000,0.000000000,,,
1782647738.054081,0.903251052,0.188080430,0.000000000,,,,51.752516828,10.776223952,10.776223952
1782647738.064078,,,,5629.000000000,346.000000000,0.000000000,,,
1782647738.064105,0.903418839,0.188056469,0.000000000,,,,51.762130328,10.774851083,10.774851083
1782647738.074110,0.903442800,0.188080430,0.000000000,,,,51.763503197,10.776223952,10.776223952
1782647738.074139,,,,5545.000000000,309.000000000,0.000000000,,,
1782647738.084158,,,,5493.000000000,285.000000000,0.000000000,,,
1782647738.084196,0.903394878,0.188080430,0.000000000,,,,51.760757458,10.776223952,10.776223952
1782647738.093950,,,,5617.000000000,297.000000000,0.000000000,,,
1782647738.093961,0.903442800,0.188104406,0.000000000,,,,51.763503197,10.777597675,10.777597675
1782647738.104028,,,,5785.000000000,295.000000000,0.000000000,,,
1782647738.104055,0.903490722,0.188032493,0.000000000,,,,51.766248935,10.773477360,10.773477360
1782647738.114266,,,,5857.000000000,310.000000000,0.000000000,,,
1782647738.114340,0.903466761,0.188056469,0.000000000,,,,51.764876066,10.774851083,10.774851083
1782647738.124013,0.903514683,0.188056469,0.000000000,,,,51.767621804,10.774851083,10.774851083
1782647738.124027,,,,5879.000000000,305.000000000,0.000000000,,,
1782647738.133925,,,,5883.000000000,303.000000000,0.000000000,,,
1782647738.133936,0.903562665,0.188104406,0.000000000,,,,51.770370958,10.777597675,10.777597675
1782647738.144112,,,,5839.000000000,356.000000000,0.000000000,,,
1782647738.144142,0.903682470,0.188080430,0.000000000,,,,51.777235304,10.776223952,10.776223952
1782647738.154171,,,,5787.000000000,280.000000000,0.000000000,,,
1782647738.154210,0.903730452,0.188080430,0.000000000,,,,51.779984457,10.776223952,10.776223952
