__time,/vehicle/loader_joint_angles/data[0],/vehicle/loader_joint_angles/data[1],/vehicle/loader_joint_angles/layout/data_offset,/vehicle/loader_joint_pressures/data[0],/vehicle/loader_joint_pressures/data[1],/vehicle/loader_joint_pressures/layout/data_offset,lift,tilt
1782643627.466534,0.110997893,0.330716670,0.000000000,,,,6.359716171,18.948685386
1782643627.476523,0.110997893,0.330716670,0.000000000,,,,6.359716171,18.948685386
1782643627.476553,,,,2268.000000000,408.000000000,0.000000000,,
1782643627.486407,,,,2226.000000000,393.000000000,0.000000000,,
1782643627.486437,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.496383,0.110925987,0.330716670,0.000000000,,,,6.355596283,18.948685386
1782643627.496537,,,,2256.000000000,397.000000000,0.000000000,,
1782643627.506396,,,,2137.000000000,272.000000000,0.000000000,,
1782643627.506416,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.516435,,,,2235.000000000,393.000000000,0.000000000,,
1782643627.516467,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.526458,,,,2229.000000000,396.000000000,0.000000000,,
1782643627.526489,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.536247,,,,2281.000000000,412.000000000,0.000000000,,
1782643627.536261,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.546327,,,,2274.000000000,420.000000000,0.000000000,,
1782643627.546378,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.556485,,,,2226.000000000,367.000000000,0.000000000,,
1782643627.556543,0.110902019,0.330716670,0.000000000,,,,6.354222986,18.948685386
1782643627.566480,,,,2246.000000000,396.000000000,0.000000000,,
1782643627.566543,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.576473,,,,2307.000000000,443.000000000,0.000000000,,
1782643627.576505,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.586166,,,,2184.000000000,342.000000000,0.000000000,,
1782643627.586192,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643627.596385,,,,2335.000000000,485.000000000,0.000000000,,
1782643627.596418,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.606479,,,,2192.000000000,341.000000000,0.000000000,,
1782643627.606553,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.616363,,,,2208.000000000,373.000000000,0.000000000,,
1782643627.616388,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.626558,,,,2221.000000000,395.000000000,0.000000000,,
1782643627.626598,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.636601,,,,2264.000000000,404.000000000,0.000000000,,
1782643627.636641,0.110949956,0.330740660,0.000000000,,,,6.356969579,18.950059962
1782643627.646451,,,,2213.000000000,338.000000000,0.000000000,,
1782643627.646466,0.110973924,0.330692708,0.000000000,,,,6.358342875,18.947312516
1782643627.656485,,,,2260.000000000,404.000000000,0.000000000,,
1782643627.656502,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.666564,,,,2230.000000000,400.000000000,0.000000000,,
1782643627.666591,0.110925987,0.330740660,0.000000000,,,,6.355596283,18.950059962
1782643627.676472,,,,2219.000000000,395.000000000,0.000000000,,
1782643627.676504,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643627.686443,,,,2274.000000000,407.000000000,0.000000000,,
1782643627.686475,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.696512,,,,2278.000000000,428.000000000,0.000000000,,
1782643627.696553,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643627.706292,,,,2110.000000000,291.000000000,0.000000000,,
1782643627.706306,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643627.716233,,,,2172.000000000,307.000000000,0.000000000,,
1782643627.716264,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643627.726189,,,,2243.000000000,406.000000000,0.000000000,,
1782643627.726210,0.110925987,0.330716670,0.000000000,,,,6.355596283,18.948685386
1782643627.736416,0.110949956,0.330740660,0.000000000,,,,6.356969579,18.950059962
1782643627.736442,,,,2202.000000000,387.000000000,0.000000000,,
1782643627.746232,,,,2233.000000000,395.000000000,0.000000000,,
1782643627.746252,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643627.756293,,,,2273.000000000,410.000000000,0.000000000,,
1782643627.756334,0.110973924,0.330740660,0.000000000,,,,6.358342875,18.950059962
1782643627.766202,,,,2257.000000000,424.000000000,0.000000000,,
1782643627.766248,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.776237,,,,2252.000000000,416.000000000,0.000000000,,
1782643627.776268,0.110925987,0.330716670,0.000000000,,,,6.355596283,18.948685386
1782643627.786207,,,,2186.000000000,337.000000000,0.000000000,,
1782643627.786240,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643627.796350,,,,2253.000000000,402.000000000,0.000000000,,
1782643627.796432,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.806047,,,,2293.000000000,458.000000000,0.000000000,,
1782643627.806063,0.110997893,0.330692708,0.000000000,,,,6.359716171,18.947312516
1782643627.816190,,,,2289.000000000,459.000000000,0.000000000,,
1782643627.816205,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643627.826241,,,,2249.000000000,396.000000000,0.000000000,,
1782643627.826281,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643627.836429,,,,2195.000000000,352.000000000,0.000000000,,
1782643627.836511,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643627.846431,,,,2284.000000000,419.000000000,0.000000000,,
1782643627.846468,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643627.856346,,,,2246.000000000,403.000000000,0.000000000,,
1782643627.856362,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643627.866459,,,,2171.000000000,334.000000000,0.000000000,,
1782643627.866499,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643627.876371,,,,2254.000000000,419.000000000,0.000000000,,
1782643627.876384,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643627.886275,,,,2233.000000000,395.000000000,0.000000000,,
1782643627.886299,0.110925987,0.330716670,0.000000000,,,,6.355596283,18.948685386
1782643627.896447,,,,2313.000000000,470.000000000,0.000000000,,
1782643627.896487,0.110925987,0.330716670,0.000000000,,,,6.355596283,18.948685386
1782643627.906195,,,,2195.000000000,357.000000000,0.000000000,,
1782643627.906211,0.110949956,0.330668747,0.000000000,,,,6.356969579,18.945939647
1782643627.916377,,,,2200.000000000,377.000000000,0.000000000,,
1782643627.916400,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643627.926277,,,,2194.000000000,325.000000000,0.000000000,,
1782643627.926310,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643627.936585,,,,2249.000000000,411.000000000,0.000000000,,
1782643627.936625,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643627.946335,,,,2254.000000000,389.000000000,0.000000000,,
1782643627.946366,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643627.956453,,,,2246.000000000,384.000000000,0.000000000,,
1782643627.956483,0.110925987,0.330692708,0.000000000,,,,6.355596283,18.947312516
1782643627.966268,,,,2257.000000000,447.000000000,0.000000000,,
1782643627.966300,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643627.976460,,,,2219.000000000,350.000000000,0.000000000,,
1782643627.976500,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643627.986352,,,,2171.000000000,368.000000000,0.000000000,,
1782643627.986367,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643627.996285,,,,2309.000000000,463.000000000,0.000000000,,
1782643627.996315,0.110973924,0.330692708,0.000000000,,,,6.358342875,18.947312516
1782643628.006249,,,,2214.000000000,392.000000000,0.000000000,,
1782643628.006279,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643628.016453,,,,2273.000000000,426.000000000,0.000000000,,
1782643628.016481,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643628.026325,,,,2268.000000000,418.000000000,0.000000000,,
1782643628.026356,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643628.036330,,,,2192.000000000,352.000000000,0.000000000,,
1782643628.036361,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643628.046398,,,,2225.000000000,391.000000000,0.000000000,,
1782643628.046437,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643628.056420,,,,2161.000000000,345.000000000,0.000000000,,
1782643628.056452,0.110925987,0.330692708,0.000000000,,,,6.355596283,18.947312516
1782643628.066350,,,,2280.000000000,449.000000000,0.000000000,,
1782643628.066382,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643628.076538,,,,2258.000000000,403.000000000,0.000000000,,
1782643628.076577,0.110925987,0.330692708,0.000000000,,,,6.355596283,18.947312516
1782643628.086286,,,,2143.000000000,297.000000000,0.000000000,,
1782643628.086326,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643628.096480,,,,2253.000000000,416.000000000,0.000000000,,
1782643628.096506,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643628.106328,,,,2214.000000000,383.000000000,0.000000000,,
1782643628.106357,0.110925987,0.330692708,0.000000000,,,,6.355596283,18.947312516
1782643628.116467,,,,2215.000000000,383.000000000,0.000000000,,
1782643628.116496,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643628.126401,,,,2229.000000000,416.000000000,0.000000000,,
1782643628.126441,0.110925987,0.330692708,0.000000000,,,,6.355596283,18.947312516
1782643628.136771,,,,2231.000000000,411.000000000,0.000000000,,
1782643628.136784,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643628.145736,,,,2258.000000000,419.000000000,0.000000000,,
1782643628.145777,0.110973924,0.330692708,0.000000000,,,,6.358342875,18.947312516
1782643628.155924,,,,2214.000000000,389.000000000,0.000000000,,
1782643628.155964,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643628.165782,,,,2218.000000000,376.000000000,0.000000000,,
1782643628.165803,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643628.175757,,,,2342.000000000,512.000000000,0.000000000,,
1782643628.175789,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643628.185781,,,,2125.000000000,311.000000000,0.000000000,,
1782643628.185814,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643628.195727,,,,2340.000000000,479.000000000,0.000000000,,
1782643628.195763,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643628.205709,,,,2262.000000000,408.000000000,0.000000000,,
1782643628.205731,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643628.215799,,,,2190.000000000,376.000000000,0.000000000,,
1782643628.215823,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643628.225680,,,,2261.000000000,402.000000000,0.000000000,,
1782643628.225700,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643628.235842,,,,2222.000000000,403.000000000,0.000000000,,
1782643628.235875,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643628.246021,,,,2133.000000000,307.000000000,0.000000000,,
1782643628.246105,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643628.255788,,,,2261.000000000,428.000000000,0.000000000,,
1782643628.255815,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643628.265819,,,,2096.000000000,274.000000000,0.000000000,,
1782643628.265854,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643628.275900,,,,2293.000000000,455.000000000,0.000000000,,
1782643628.275931,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643628.285878,,,,2235.000000000,403.000000000,0.000000000,,
1782643628.285909,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643628.295874,,,,2223.000000000,375.000000000,0.000000000,,
1782643628.295898,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643628.305794,,,,2190.000000000,358.000000000,0.000000000,,
1782643628.305814,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643628.315757,,,,2192.000000000,349.000000000,0.000000000,,
1782643628.315781,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643628.325932,,,,2285.000000000,434.000000000,0.000000000,,
1782643628.325954,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643628.336022,,,,2303.000000000,450.000000000,0.000000000,,
1782643628.336060,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643628.345825,,,,2237.000000000,406.000000000,0.000000000,,
1782643628.345852,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
1782643628.355967,,,,2328.000000000,459.000000000,0.000000000,,
1782643628.356007,0.110949956,0.330692708,0.000000000,,,,6.356969579,18.947312516
1782643628.365958,,,,2096.000000000,251.000000000,0.000000000,,
1782643628.365985,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643628.375944,,,,2299.000000000,461.000000000,0.000000000,,
1782643628.375973,0.110973924,0.330716670,0.000000000,,,,6.358342875,18.948685386
1782643628.385666,,,,2178.000000000,340.000000000,0.000000000,,
1782643628.385681,0.110949956,0.330716670,0.000000000,,,,6.356969579,18.948685386
