__time,/vehicle/loader_joint_angles/data[0],/vehicle/loader_joint_angles/data[1],/vehicle/loader_joint_angles/layout/data_offset,/vehicle/loader_joint_pressures/data[0],/vehicle/loader_joint_pressures/data[1],/vehicle/loader_joint_pressures/layout/data_offset
1784017887.824291,1.301127315,0.376472443,0.000000000,,,
1784017887.834280,,,,7968.000000000,419.000000000,0.000000000
1784017887.834344,1.301127315,0.376472443,0.000000000,,,
1784017887.844112,,,,7898.000000000,368.000000000,0.000000000
1784017887.844142,1.301127315,0.376472443,0.000000000,,,
1784017887.854243,,,,7952.000000000,423.000000000,0.000000000
1784017887.854274,1.301007509,0.376472443,0.000000000,,,
1784017887.864281,,,,7882.000000000,377.000000000,0.000000000
1784017887.864331,1.301007509,0.376496434,0.000000000,,,
1784017887.874339,,,,7944.000000000,399.000000000,0.000000000
1784017887.874410,1.301007509,0.376496434,0.000000000,,,
1784017887.884372,,,,7910.000000000,379.000000000,0.000000000
1784017887.884420,1.301127315,0.376496434,0.000000000,,,
1784017887.894151,,,,7897.000000000,372.000000000,0.000000000
1784017887.894181,1.301103354,0.376472443,0.000000000,,,
1784017887.904202,,,,7936.000000000,379.000000000,0.000000000
1784017887.904236,1.301007509,0.376496434,0.000000000,,,
1784017887.914227,,,,7861.000000000,326.000000000,0.000000000
1784017887.914279,1.300983548,0.376496434,0.000000000,,,
1784017887.924464,,,,7904.000000000,345.000000000,0.000000000
1784017887.924554,1.300983548,0.376472443,0.000000000,,,
1784017887.934373,,,,7914.000000000,381.000000000,0.000000000
1784017887.934444,1.301103354,0.376472443,0.000000000,,,
1784017887.944347,,,,7886.000000000,354.000000000,0.000000000
1784017887.944425,1.301103354,0.376496434,0.000000000,,,
1784017887.954245,,,,7928.000000000,376.000000000,0.000000000
1784017887.954277,1.301103354,0.376472443,0.000000000,,,
1784017887.964392,,,,7913.000000000,360.000000000,0.000000000
1784017887.964426,1.301007509,0.376472443,0.000000000,,,
1784017887.974509,,,,7949.000000000,377.000000000,0.000000000
1784017887.974556,1.300983548,0.376472443,0.000000000,,,
1784017887.984499,,,,7924.000000000,364.000000000,0.000000000
1784017887.984578,1.300983548,0.376472443,0.000000000,,,
1784017887.994439,,,,7952.000000000,371.000000000,0.000000000
1784017887.994520,1.301103354,0.376472443,0.000000000,,,
1784017888.004344,,,,7929.000000000,371.000000000,0.000000000
1784017888.004404,1.301103354,0.376472443,0.000000000,,,
1784017888.014257,,,,7941.000000000,383.000000000,0.000000000
1784017888.014291,1.301103354,0.376472443,0.000000000,,,
1784017888.024170,,,,7874.000000000,303.000000000,0.000000000
1784017888.024199,1.301007509,0.376472443,0.000000000,,,
1784017888.034290,,,,7932.000000000,360.000000000,0.000000000
1784017888.034348,1.300983548,0.376448482,0.000000000,,,
1784017888.044504,,,,7920.000000000,345.000000000,0.000000000
1784017888.044584,1.300983548,0.376496434,0.000000000,,,
1784017888.054295,,,,7960.000000000,380.000000000,0.000000000
1784017888.054362,1.301103354,0.376472443,0.000000000,,,
1784017888.064478,,,,7957.000000000,395.000000000,0.000000000
1784017888.064536,1.301103354,0.376496434,0.000000000,,,
1784017888.074140,,,,7925.000000000,367.000000000,0.000000000
1784017888.074165,1.301079392,0.376472443,0.000000000,,,
1784017888.084227,,,,7933.000000000,384.000000000,0.000000000
1784017888.084260,1.301007509,0.376472443,0.000000000,,,
1784017888.094357,,,,7937.000000000,376.000000000,0.000000000
1784017888.094413,1.300983548,0.376472443,0.000000000,,,
1784017888.104559,,,,7943.000000000,371.000000000,0.000000000
1784017888.104640,1.300983548,0.376496434,0.000000000,,,
1784017888.114592,,,,7902.000000000,324.000000000,0.000000000
1784017888.114674,1.301103354,0.376496434,0.000000000,,,
1784017888.124573,,,,7959.000000000,383.000000000,0.000000000
1784017888.124631,1.301103354,0.376472443,0.000000000,,,
1784017888.134278,,,,7941.000000000,397.000000000,0.000000000
1784017888.134309,1.301031470,0.376472443,0.000000000,,,
1784017888.144453,,,,7902.000000000,353.000000000,0.000000000
1784017888.144526,1.301007509,0.376472443,0.000000000,,,
1784017888.154383,,,,7886.000000000,333.000000000,0.000000000
1784017888.154430,1.301007509,0.376448482,0.000000000,,,
1784017888.164463,,,,7962.000000000,380.000000000,0.000000000
1784017888.164523,1.301079392,0.376472443,0.000000000,,,
1784017888.174529,,,,7916.000000000,379.000000000,0.000000000
1784017888.174609,1.301103354,0.376448482,0.000000000,,,
1784017888.184420,,,,7962.000000000,403.000000000,0.000000000
1784017888.184472,1.301127315,0.376472443,0.000000000,,,
1784017888.194175,,,,7906.000000000,344.000000000,0.000000000
1784017888.194210,1.301031470,0.376472443,0.000000000,,,
1784017888.204326,,,,7914.000000000,395.000000000,0.000000000
1784017888.204361,1.301031470,0.376472443,0.000000000,,,
1784017888.214280,,,,7925.000000000,375.000000000,0.000000000
1784017888.214314,1.301079392,0.376472443,0.000000000,,,
1784017888.224597,,,,7886.000000000,333.000000000,0.000000000
1784017888.224670,1.301103354,0.376472443,0.000000000,,,
1784017888.234537,,,,7947.000000000,400.000000000,0.000000000
1784017888.234598,1.301103354,0.376496434,0.000000000,,,
1784017888.244284,,,,7867.000000000,345.000000000,0.000000000
1784017888.244316,1.301079392,0.376496434,0.000000000,,,
1784017888.254257,,,,7862.000000000,306.000000000,0.000000000
1784017888.254284,1.301055431,0.376496434,0.000000000,,,
1784017888.264418,,,,7970.000000000,422.000000000,0.000000000
1784017888.264481,1.301031470,0.376472443,0.000000000,,,
1784017888.274579,,,,7931.000000000,365.000000000,0.000000000
1784017888.274662,1.301103354,0.376472443,0.000000000,,,
1784017888.284360,,,,7929.000000000,404.000000000,0.000000000
1784017888.284404,1.301103354,0.376496434,0.000000000,,,
1784017888.294428,,,,7945.000000000,360.000000000,0.000000000
1784017888.294456,1.301103354,0.376472443,0.000000000,,,
1784017888.304303,,,,7920.000000000,404.000000000,0.000000000
1784017888.304347,1.301079392,0.376472443,0.000000000,,,
1784017888.314402,,,,7951.000000000,440.000000000,0.000000000
1784017888.314446,1.301055431,0.376472443,0.000000000,,,
1784017888.324498,,,,7935.000000000,399.000000000,0.000000000
1784017888.324564,1.301055431,0.376472443,0.000000000,,,
1784017888.334388,,,,7968.000000000,427.000000000,0.000000000
1784017888.334460,1.301079392,0.376472443,0.000000000,,,
1784017888.344361,,,,7855.000000000,321.000000000,0.000000000
1784017888.344419,1.301103354,0.376472443,0.000000000,,,
1784017888.354247,,,,7959.000000000,410.000000000,0.000000000
1784017888.354278,1.301079392,0.376472443,0.000000000,,,
1784017888.364287,,,,7909.000000000,377.000000000,0.000000000
1784017888.364325,1.301079392,0.376472443,0.000000000,,,
1784017888.374314,,,,7919.000000000,368.000000000,0.000000000
1784017888.374366,1.301079392,0.376472443,0.000000000,,,
1784017888.384411,,,,7935.000000000,424.000000000,0.000000000
1784017888.384489,1.301055431,0.376472443,0.000000000,,,
1784017888.394500,,,,7916.000000000,395.000000000,0.000000000
1784017888.394578,1.301079392,0.376472443,0.000000000,,,
1784017888.404325,,,,7932.000000000,369.000000000,0.000000000
1784017888.404388,1.301103354,0.376496434,0.000000000,,,
1784017888.414306,,,,7889.000000000,384.000000000,0.000000000
1784017888.414343,1.301103354,0.376496434,0.000000000,,,
1784017888.424245,,,,7912.000000000,384.000000000,0.000000000
1784017888.424273,1.301103354,0.376496434,0.000000000,,,
1784017888.434444,,,,7931.000000000,400.000000000,0.000000000
1784017888.434502,1.301055431,0.376496434,0.000000000,,,
1784017888.444502,,,,7974.000000000,415.000000000,0.000000000
1784017888.444574,1.301079392,0.376472443,0.000000000,,,
1784017888.454301,,,,7859.000000000,333.000000000,0.000000000
1784017888.454351,1.301103354,0.376496434,0.000000000,,,
1784017888.464222,,,,7867.000000000,348.000000000,0.000000000
1784017888.464253,1.301127315,0.376472443,0.000000000,,,
1784017888.475168,,,,7880.000000000,367.000000000,0.000000000
1784017888.475189,1.301103354,0.376472443,0.000000000,,,
1784017888.485264,,,,7898.000000000,356.000000000,0.000000000
1784017888.485323,1.301103354,0.376472443,0.000000000,,,
1784017888.495408,,,,7908.000000000,399.000000000,0.000000000
1784017888.495480,1.301079392,0.376472443,0.000000000,,,
1784017888.505449,,,,7928.000000000,388.000000000,0.000000000
1784017888.505530,1.301079392,0.376472443,0.000000000,,,
1784017888.515257,,,,7890.000000000,371.000000000,0.000000000
1784017888.515307,1.301127315,0.376472443,0.000000000,,,
1784017888.525086,,,,7931.000000000,408.000000000,0.000000000
1784017888.525113,1.301103354,0.376472443,0.000000000,,,
1784017888.535114,,,,7898.000000000,372.000000000,0.000000000
1784017888.535143,1.301103354,0.376472443,0.000000000,,,
1784017888.545270,,,,7947.000000000,420.000000000,0.000000000
1784017888.545323,1.301031470,0.376472443,0.000000000,,,
1784017888.555316,,,,7888.000000000,379.000000000,0.000000000
1784017888.555402,1.301055431,0.376472443,0.000000000,,,
1784017888.565307,,,,7956.000000000,420.000000000,0.000000000
1784017888.565392,1.301079392,0.376496434,0.000000000,,,
1784017888.575338,,,,7862.000000000,338.000000000,0.000000000
1784017888.575414,1.301127315,0.376496434,0.000000000,,,
1784017888.585269,,,,7904.000000000,402.000000000,0.000000000
1784017888.585314,1.301103354,0.376496434,0.000000000,,,
1784017888.595121,,,,7933.000000000,397.000000000,0.000000000
1784017888.595172,1.301103354,0.376472443,0.000000000,,,
1784017888.605133,,,,7924.000000000,410.000000000,0.000000000
1784017888.605179,1.301031470,0.376496434,0.000000000,,,
1784017888.615377,,,,7957.000000000,414.000000000,0.000000000
1784017888.615445,1.301055431,0.376472443,0.000000000,,,
1784017888.625083,,,,7889.000000000,356.000000000,0.000000000
1784017888.625123,1.301127315,0.376472443,0.000000000,,,
1784017888.635152,,,,7890.000000000,389.000000000,0.000000000
1784017888.635186,1.301127315,0.376472443,0.000000000,,,
1784017888.645136,,,,7941.000000000,406.000000000,0.000000000
1784017888.645176,1.301127315,0.376472443,0.000000000,,,
1784017888.655380,,,,7927.000000000,380.000000000,0.000000000
1784017888.655445,1.301031470,0.376448482,0.000000000,,,
1784017888.665434,,,,7894.000000000,387.000000000,0.000000000
1784017888.665518,1.301031470,0.376472443,0.000000000,,,
1784017888.675370,,,,7861.000000000,328.000000000,0.000000000
1784017888.675443,1.301079392,0.376472443,0.000000000,,,
1784017888.685178,,,,7900.000000000,414.000000000,0.000000000
1784017888.685228,1.301127315,0.376472443,0.000000000,,,
1784017888.695137,,,,7875.000000000,367.000000000,0.000000000
1784017888.695173,1.301127315,0.376472443,0.000000000,,,
1784017888.705076,,,,7897.000000000,353.000000000,0.000000000
1784017888.705112,1.301127315,0.376472443,0.000000000,,,
1784017888.715293,,,,7923.000000000,404.000000000,0.000000000
1784017888.715357,1.301007509,0.376472443,0.000000000,,,
1784017888.725258,,,,7908.000000000,426.000000000,0.000000000
1784017888.725302,1.301031470,0.376472443,0.000000000,,,
1784017888.735227,,,,7900.000000000,395.000000000,0.000000000
1784017888.735259,1.301127315,0.376496434,0.000000000,,,
1784017888.745279,,,,7944.000000000,436.000000000,0.000000000
1784017888.745309,1.301127315,0.376496434,0.000000000,,,
1784017888.755394,,,,7916.000000000,399.000000000,0.000000000
1784017888.755446,1.301127315,0.376496434,0.000000000,,,
1784017888.765444,,,,7932.000000000,408.000000000,0.000000000
1784017888.765534,1.301007509,0.376472443,0.000000000,,,
1784017888.775250,,,,7824.000000000,326.000000000,0.000000000
1784017888.775294,1.301031470,0.376472443,0.000000000,,,
1784017888.785258,,,,7920.000000000,400.000000000,0.000000000
1784017888.785292,1.301055431,0.376472443,0.000000000,,,
1784017888.795237,,,,7884.000000000,385.000000000,0.000000000
1784017888.795278,1.301151276,0.376472443,0.000000000,,,
1784017888.805290,,,,7906.000000000,420.000000000,0.000000000
1784017888.805344,1.301151276,0.376496434,0.000000000,,,
1784017888.815504,,,,7916.000000000,391.000000000,0.000000000
1784017888.815591,1.301031470,0.376472443,0.000000000,,,
1784017888.825362,,,,7855.000000000,350.000000000,0.000000000
1784017888.825430,1.301031470,0.376472443,0.000000000,,,
1784017888.835222,,,,7873.000000000,407.000000000,0.000000000
1784017888.835264,1.301031470,0.376472443,0.000000000,,,
1784017888.845241,,,,7890.000000000,380.000000000,0.000000000
1784017888.845274,1.301151276,0.376472443,0.000000000,,,
1784017888.855287,,,,7885.000000000,396.000000000,0.000000000
1784017888.855334,1.301151276,0.376472443,0.000000000,,,
1784017888.865410,,,,7914.000000000,407.000000000,0.000000000
1784017888.865494,1.301127315,0.376472443,0.000000000,,,
1784017888.875408,,,,7910.000000000,414.000000000,0.000000000
1784017888.875483,1.301031470,0.376472443,0.000000000,,,
1784017888.885256,,,,7861.000000000,379.000000000,0.000000000
1784017888.885303,1.301007509,0.376472443,0.000000000,,,
1784017888.895246,,,,7885.000000000,411.000000000,0.000000000
1784017888.895285,1.301031470,0.376496434,0.000000000,,,
1784017888.905224,,,,7914.000000000,431.000000000,0.000000000
1784017888.905268,1.301151276,0.376472443,0.000000000,,,
1784017888.915450,,,,7893.000000000,424.000000000,0.000000000
1784017888.915526,1.301151276,0.376496434,0.000000000,,,
1784017888.925385,,,,7914.000000000,415.000000000,0.000000000
1784017888.925466,1.301055431,0.376496434,0.000000000,,,
1784017888.935150,,,,7929.000000000,449.000000000,0.000000000
1784017888.935178,1.301031470,0.376472443,0.000000000,,,
1784017888.945201,,,,7894.000000000,411.000000000,0.000000000
1784017888.945265,1.301055431,0.376496434,0.000000000,,,
1784017888.955297,,,,7878.000000000,411.000000000,0.000000000
1784017888.955337,1.301151276,0.376472443,0.000000000,,,
1784017888.965479,,,,7909.000000000,404.000000000,0.000000000
1784017888.965564,1.301151276,0.376472443,0.000000000,,,
1784017888.975328,,,,7842.000000000,367.000000000,0.000000000
1784017888.975392,1.301151276,0.376472443,0.000000000,,,
1784017888.985104,,,,7890.000000000,375.000000000,0.000000000
1784017888.985129,1.301055431,0.376472443,0.000000000,,,
1784017888.995378,,,,7914.000000000,426.000000000,0.000000000
1784017888.995402,1.301031470,0.376472443,0.000000000,,,
1784017889.005319,,,,7900.000000000,395.000000000,0.000000000
1784017889.005370,1.301031470,0.376472443,0.000000000,,,
1784017889.015325,,,,7936.000000000,447.000000000,0.000000000
1784017889.015397,1.301031470,0.376472443,0.000000000,,,
1784017889.025433,,,,7894.000000000,379.000000000,0.000000000
1784017889.025508,1.301151276,0.376472443,0.000000000,,,
1784017889.035323,,,,7886.000000000,412.000000000,0.000000000
1784017889.035383,1.301151276,0.376496434,0.000000000,,,
1784017889.045174,,,,7869.000000000,391.000000000,0.000000000
1784017889.045204,1.301055431,0.376472443,0.000000000,,,
1784017889.055111,,,,7947.000000000,427.000000000,0.000000000
1784017889.055146,1.301031470,0.376472443,0.000000000,,,
1784017889.065130,,,,7900.000000000,428.000000000,0.000000000
1784017889.065187,1.301031470,0.376496434,0.000000000,,,
1784017889.075075,,,,7882.000000000,395.000000000,0.000000000
1784017889.075157,1.301151276,0.376496434,0.000000000,,,
1784017889.085310,,,,7878.000000000,400.000000000,0.000000000
1784017889.085378,1.301151276,0.376496434,0.000000000,,,
1784017889.095201,,,,7826.000000000,336.000000000,0.000000000
1784017889.095265,1.301151276,0.376472443,0.000000000,,,
1784017889.104985,,,,7870.000000000,379.000000000,0.000000000
1784017889.105014,1.301055431,0.376496434,0.000000000,,,
1784017889.115138,,,,7897.000000000,399.000000000,0.000000000
1784017889.115166,1.301031470,0.376472443,0.000000000,,,
1784017889.125119,,,,7898.000000000,402.000000000,0.000000000
1784017889.125164,1.301127315,0.376472443,0.000000000,,,
1784017889.135360,,,,7905.000000000,416.000000000,0.000000000
1784017889.135438,1.301151276,0.376496434,0.000000000,,,
1784017889.145225,,,,7896.000000000,424.000000000,0.000000000
1784017889.145286,1.301151276,0.376472443,0.000000000,,,
1784017889.155063,,,,7927.000000000,445.000000000,0.000000000
1784017889.155092,1.301055431,0.376448482,0.000000000,,,
1784017889.165108,,,,7909.000000000,420.000000000,0.000000000
1784017889.165136,1.301055431,0.376496434,0.000000000,,,
1784017889.175275,,,,7884.000000000,396.000000000,0.000000000
1784017889.175326,1.301031470,0.376472443,0.000000000,,,
1784017889.185369,,,,7925.000000000,408.000000000,0.000000000
1784017889.185451,1.301103354,0.376472443,0.000000000,,,
1784017889.195246,,,,7905.000000000,423.000000000,0.000000000
1784017889.195304,1.301127315,0.376472443,0.000000000,,,
1784017889.205187,,,,7927.000000000,415.000000000,0.000000000
