__time,/debug/f,/debug/fc,/debug/lw,/debug/median_pb,/debug/median_pr,/debug/offset_pb,/debug/offset_pr,/debug/pb,/debug/pr,/debug/raw_pb,/debug/raw_pr,/debug/theta_g,/debug/theta_i,/debug/theta_t,/debug/w
1782988494.707406,0.360578100,188435.926389355,3.060916001,4131.000000000,388.500000000,0.000000000,0.000000000,5042878.505813777,474257.637256996,0.000000000,0.000000000,0.007454188,-175.345300040,-0.034490585,2262.781575639
1782988494.717438,0.360591519,188435.926389355,3.060975057,4131.000000000,388.500000000,0.000000000,0.000000000,5042878.505813777,474257.637256996,0.000000000,0.000000000,0.007478157,-175.345275451,-0.034514427,2262.822125922
1782988494.727388,0.360591519,188428.601947081,3.060975057,4130.500000000,388.000000000,0.000000000,0.000000000,5042268.135624256,473647.267067476,0.000000000,0.000000000,0.007478157,-175.345275451,-0.034538746,2262.734170773
1782988494.737446,0.360604937,188428.601947081,3.061034111,4130.500000000,388.000000000,0.000000000,0.000000000,5042268.135624256,473647.267067476,0.000000000,0.000000000,0.007502125,-175.345250862,-0.034538746,2262.774716919
1782988494.747412,0.360618355,188421.277504807,3.061093164,4130.000000000,387.500000000,0.000000000,0.000000000,5041657.765434736,473036.896877956,0.000000000,0.000000000,0.007526094,-175.345226273,-0.034538746,2262.727302203
1782988494.757412,0.360618355,188404.187139500,3.061093164,4130.000000000,388.000000000,0.000000000,0.000000000,5041657.765434736,473647.267067476,0.000000000,0.000000000,0.007526094,-175.345226273,-0.034538746,2262.522066166
1782988494.767400,0.360578100,188387.096774194,3.060916001,4130.000000000,388.500000000,0.000000000,0.000000000,5041657.765434736,474257.637256996,0.000000000,0.000000000,0.007454188,-175.345300040,-0.034466743,2262.195218485
1782988494.777421,0.360578100,188387.096774194,3.060916001,4130.000000000,388.500000000,0.000000000,0.000000000,5041657.765434736,474257.637256996,0.000000000,0.000000000,0.007454188,-175.345300040,-0.034490585,2262.195218485
1782988494.787440,0.360591519,188370.006408887,3.060975057,4130.000000000,389.000000000,0.000000000,0.000000000,5041657.765434736,474868.007446516,0.000000000,0.000000000,0.007478157,-175.345275451,-0.034538746,2262.030529579
1782988494.797376,0.360604937,188370.006408887,3.061034111,4130.000000000,389.000000000,0.000000000,0.000000000,5041657.765434736,474868.007446516,0.000000000,0.000000000,0.007502125,-175.345250862,-0.034538746,2262.071063116
1782988494.807384,0.360618355,188370.006408887,3.061093164,4130.000000000,389.000000000,0.000000000,0.000000000,5041657.765434736,474868.007446516,0.000000000,0.000000000,0.007526094,-175.345226273,-0.034538746,2262.111594093
1782988494.817348,0.360604937,188335.825678274,3.061034111,4130.000000000,390.000000000,0.000000000,0.000000000,5041657.765434736,476088.747825556,0.000000000,0.000000000,0.007502125,-175.345250862,-0.034490585,2261.660598397
1782988494.827418,0.360591519,188335.825678274,3.060975057,4130.000000000,390.000000000,0.000000000,0.000000000,5041657.765434736,476088.747825556,0.000000000,0.000000000,0.007478157,-175.345275451,-0.034490585,2261.620072215
1782988494.837365,0.360578100,188301.644947661,3.060916001,4130.000000000,391.000000000,0.000000000,0.000000000,5041657.765434736,477309.488204596,0.000000000,0.000000000,0.007454188,-175.345300040,-0.034514427,2261.169093465
1782988494.847403,0.360578100,188301.644947661,3.060916001,4130.000000000,391.000000000,0.000000000,0.000000000,5041657.765434736,477309.488204596,0.000000000,0.000000000,0.007454188,-175.345300040,-0.034562588,2261.169093465
1782988494.857405,0.360604937,188335.825678274,3.061034111,4130.000000000,390.000000000,0.000000000,0.000000000,5041657.765434736,476088.747825556,0.000000000,0.000000000,0.007502125,-175.345250862,-0.034562588,2261.660598397
1782988494.867415,0.360618355,188301.644947661,3.061093164,4130.000000000,391.000000000,0.000000000,0.000000000,5041657.765434736,477309.488204596,0.000000000,0.000000000,0.007526094,-175.345226273,-0.034562588,2261.290649947
1782988494.877366,0.360578100,188335.825678274,3.060916001,4130.000000000,390.000000000,0.000000000,0.000000000,5041657.765434736,476088.747825556,0.000000000,0.000000000,0.007454188,-175.345300040,-0.034466743,2261.579543473
1782988494.887383,0.360578100,188335.825678274,3.060916001,4130.000000000,390.000000000,0.000000000,0.000000000,5041657.765434736,476088.747825556,0.000000000,0.000000000,0.007454188,-175.345300040,-0.034514427,2261.579543473
1782988494.897362,0.360578100,188301.644947661,3.060916001,4130.000000000,391.000000000,0.000000000,0.000000000,5041657.765434736,477309.488204596,0.000000000,0.000000000,0.007454188,-175.345300040,-0.034514427,2261.169093465
1782988494.907350,0.360591519,188301.644947661,3.060975057,4130.000000000,391.000000000,0.000000000,0.000000000,5041657.765434736,477309.488204596,0.000000000,0.000000000,0.007478157,-175.345275451,-0.034538746,2261.209614852
1782988494.917338,0.360604937,188301.644947661,3.061034111,4130.000000000,391.000000000,0.000000000,0.000000000,5041657.765434736,477309.488204596,0.000000000,0.000000000,0.007502125,-175.345250862,-0.034562588,2261.250133679
1782988494.927345,0.360618355,188301.644947661,3.061093164,4130.000000000,391.000000000,0.000000000,0.000000000,5041657.765434736,477309.488204596,0.000000000,0.000000000,0.007526094,-175.345226273,-0.034466743,2261.290649947
1782988494.937418,0.360618355,188301.644947661,3.061093164,4130.000000000,391.000000000,0.000000000,0.000000000,5041657.765434736,477309.488204596,0.000000000,0.000000000,0.007526094,-175.345226273,-0.034466743,2261.290649947
1782988494.947355,0.360578100,188301.644947661,3.060916001,4130.000000000,391.000000000,0.000000000,0.000000000,5041657.765434736,477309.488204596,0.000000000,0.000000000,0.007454188,-175.345300040,-0.034490585,2261.169093465
1782988494.957357,0.360578100,188335.825678274,3.060916001,4130.000000000,390.000000000,0.000000000,0.000000000,5041657.765434736,476088.747825556,0.000000000,0.000000000,0.007454188,-175.345300040,-0.034538746,2261.579543473
1782988494.967410,0.360591519,188335.825678274,3.060975057,4130.000000000,390.000000000,0.000000000,0.000000000,5041657.765434736,476088.747825556,0.000000000,0.000000000,0.007478157,-175.345275451,-0.034538746,2261.620072215
1782988494.977362,0.360618355,188338.267159032,3.061093164,4129.000000000,388.500000000,0.000000000,0.000000000,5040437.025055696,474257.637256996,0.000000000,0.000000000,0.007526094,-175.345226273,-0.034466743,2261.730441454
1782988494.987378,0.360618355,188387.096774194,3.061093164,4130.000000000,388.500000000,0.000000000,0.000000000,5041657.765434736,474257.637256996,0.000000000,0.000000000,0.007526094,-175.345226273,-0.034466743,2262.316830130
1782988494.997410,0.360618355,188335.825678274,3.061093164,4130.000000000,390.000000000,0.000000000,0.000000000,5041657.765434736,476088.747825556,0.000000000,0.000000000,0.007526094,-175.345226273,-0.034490585,2261.701122020
1782988495.007379,0.360591519,188301.644947661,3.060975057,4130.000000000,391.000000000,0.000000000,0.000000000,5041657.765434736,477309.488204596,0.000000000,0.000000000,0.007478157,-175.345275451,-0.034586430,2261.209614852
1782988495.017362,0.360578100,188335.825678274,3.060916001,4130.000000000,390.000000000,0.000000000,0.000000000,5041657.765434736,476088.747825556,0.000000000,0.000000000,0.007454188,-175.345300040,-0.034562588,2261.579543473
1782988495.027380,0.360578100,188301.644947661,3.060916001,4130.000000000,391.000000000,0.000000000,0.000000000,5041657.765434736,477309.488204596,0.000000000,0.000000000,0.007454188,-175.345300040,-0.034538746,2261.169093465
1782988495.037349,0.360604937,188301.644947661,3.061034111,4130.000000000,391.000000000,0.000000000,0.000000000,5041657.765434736,477309.488204596,0.000000000,0.000000000,0.007502125,-175.345250862,-0.034490585,2261.250133679
1782988495.047333,0.360604937,188284.554582354,3.061034111,4130.000000000,391.500000000,0.000000000,0.000000000,5041657.765434736,477919.858394116,0.000000000,0.000000000,0.007502125,-175.345250862,-0.034490585,2261.044901320
1782988495.057403,0.360618355,188284.554582354,3.061093164,4130.000000000,391.500000000,0.000000000,0.000000000,5041657.765434736,477919.858394116,0.000000000,0.000000000,0.007526094,-175.345226273,-0.034490585,2261.085413911
1782988495.067386,0.360578100,188284.554582354,3.060916001,4130.000000000,391.500000000,0.000000000,0.000000000,5041657.765434736,477919.858394116,0.000000000,0.000000000,0.007454188,-175.345300040,-0.034538746,2260.963868461
1782988495.077389,0.360578100,188284.554582354,3.060916001,4130.000000000,391.500000000,0.000000000,0.000000000,5041657.765434736,477919.858394116,0.000000000,0.000000000,0.007454188,-175.345300040,-0.034538746,2260.963868461
1782988495.087393,0.360591519,188284.554582354,3.060975057,4130.000000000,391.500000000,0.000000000,0.000000000,5041657.765434736,477919.858394116,0.000000000,0.000000000,0.007478157,-175.345275451,-0.034538746,2261.004386170
1782988495.097402,0.360618355,188284.554582354,3.061093164,4130.000000000,391.500000000,0.000000000,0.000000000,5041657.765434736,477919.858394116,0.000000000,0.000000000,0.007526094,-175.345226273,-0.034442902,2261.085413911
1782988495.107393,0.360618355,188301.644947661,3.061093164,4130.000000000,391.000000000,0.000000000,0.000000000,5041657.765434736,477309.488204596,0.000000000,0.000000000,0.007526094,-175.345226273,-0.034466743,2261.290649947
1782988495.117370,0.360618355,188284.554582354,3.061093164,4130.000000000,391.500000000,0.000000000,0.000000000,5041657.765434736,477919.858394116,0.000000000,0.000000000,0.007526094,-175.345226273,-0.034466743,2261.085413911
1782988495.127345,0.360578100,188301.644947661,3.060916001,4130.000000000,391.000000000,0.000000000,0.000000000,5041657.765434736,477309.488204596,0.000000000,0.000000000,0.007454188,-175.345300040,-0.034514427,2261.169093465
