__time,/debug/pb,/debug/pr,/debug/theta_g,/debug/theta_t,acc_g,vel_g
1784020010.539307,6458.000000000,356.000000000,0.183430552,-0.028882027,-0.059682515,0.000000000
1784020010.549179,6501.000000000,408.000000000,0.183430552,-0.028882027,-0.059970184,0.000000000
1784020010.559000,6493.000000000,411.000000000,0.183454514,-0.028858185,0.061784052,0.001216722
1784020010.569147,6534.000000000,465.000000000,0.183454514,-0.028858185,0.060094620,0.001199971
1784020010.579244,6487.000000000,383.000000000,0.183430552,-0.028905869,-0.118575387,-0.001183648
1784020010.589305,6503.000000000,436.000000000,0.183430552,-0.028905869,-0.118495136,-0.001188660
1784020010.599203,6448.000000000,412.000000000,0.183454514,-0.028905869,0.119446807,0.001200473
1784020010.609311,6475.000000000,438.000000000,0.183454514,-0.028882027,0.119284569,0.001197712
1784020010.619061,6383.000000000,368.000000000,0.183454514,-0.028905869,-0.060453221,0.000000000
1784020010.629012,6429.000000000,407.000000000,0.183454514,-0.028882027,-0.060793721,0.000000000
1784020010.639145,6441.000000000,412.000000000,0.183454514,-0.028882027,0.000000000,0.000000000
1784020010.649301,6405.000000000,412.000000000,0.183454514,-0.028858185,0.000000000,0.000000000
1784020010.659285,6441.000000000,443.000000000,0.183454514,-0.028905869,0.000000000,0.000000000
1784020010.669201,6427.000000000,445.000000000,0.183454514,-0.028905869,0.000000000,0.000000000
1784020010.679068,6425.000000000,450.000000000,0.183478490,-0.028905869,0.061263449,0.001211961
1784020010.689001,6441.000000000,450.000000000,0.183454514,-0.028858185,0.000000000,0.000000000
1784020010.699090,6401.000000000,402.000000000,0.183454514,-0.028882027,-0.120336228,-0.001197458
1784020010.709154,6434.000000000,428.000000000,0.183454514,-0.028905869,0.000000000,0.000000000
1784020010.719248,6415.000000000,451.000000000,0.183454514,-0.028882027,0.059403443,0.000000000
1784020010.729214,6426.000000000,449.000000000,0.183454514,-0.028882027,0.000000000,0.000000000
1784020010.739093,6394.000000000,436.000000000,0.183430552,-0.028905869,-0.060842011,-0.001207410
1784020010.749002,6363.000000000,357.000000000,0.183454514,-0.028905869,0.000000000,0.000000000
1784020010.759075,6398.000000000,406.000000000,0.183454514,-0.028905869,0.120436788,0.001199141
1784020010.769141,6445.000000000,467.000000000,0.183454514,-0.028882027,0.000000000,0.000000000
1784020010.779243,6419.000000000,416.000000000,0.183478490,-0.028882027,-0.000510934,0.001188837
1784020010.789291,6426.000000000,407.000000000,0.183478490,-0.028882027,0.059053947,0.001189906
1784020010.799227,6437.000000000,419.000000000,0.183454514,-0.028882027,-0.119516732,-0.001199701
1784020010.809013,6441.000000000,428.000000000,0.183454514,-0.028882027,-0.121971277,-0.001215668
1784020010.819019,6462.000000000,446.000000000,0.183454514,-0.028882027,0.060617374,0.000000000
1784020010.829083,6444.000000000,466.000000000,0.183454514,-0.028882027,0.060571897,0.000000000
1784020010.839333,6333.000000000,328.000000000,0.183478490,-0.028882027,0.058101346,0.001180269
1784020010.849200,6344.000000000,354.000000000,0.183454514,-0.028882027,0.000000000,0.000000000
1784020010.859235,6406.000000000,419.000000000,0.183430552,-0.028882027,-0.180329937,-0.002408655
1784020010.868962,6397.000000000,408.000000000,0.183430552,-0.028882027,-0.061352486,-0.001212465
1784020010.879012,6386.000000000,408.000000000,0.183454514,-0.028882027,0.183054117,0.001211573
1784020010.889247,6411.000000000,414.000000000,0.183454514,-0.028882027,0.118003698,0.001181227
1784020010.899292,6453.000000000,431.000000000,0.183454514,-0.028905869,-0.059739801,0.000000000
1784020010.909358,6448.000000000,428.000000000,0.183454514,-0.028882027,-0.058733746,0.000000000
1784020010.919197,6452.000000000,458.000000000,0.183454514,-0.028882027,0.000000000,0.000000000
1784020010.929122,6393.000000000,423.000000000,0.183454514,-0.028882027,0.000000000,0.000000000
1784020010.939110,6483.000000000,470.000000000,0.183454514,-0.028905869,0.000000000,0.000000000
1784020010.949115,6367.000000000,365.000000000,0.183478490,-0.028882027,0.059982931,0.001199228
1784020010.959231,6410.000000000,408.000000000,0.183454514,-0.028882027,0.000000000,0.000000000
1784020010.969243,6429.000000000,426.000000000,0.183454514,-0.028882027,-0.118757891,-0.001191160
1784020010.979246,6456.000000000,442.000000000,0.183478490,-0.028882027,0.059847253,0.001197871
1784020010.989241,6448.000000000,393.000000000,0.183454514,-0.028882027,0.059563032,0.000000000
1784020010.999044,6423.000000000,412.000000000,0.183454514,-0.028882027,-0.121677998,-0.001211057
1784020011.009094,6414.000000000,440.000000000,0.183430552,-0.028882027,-0.060790877,-0.001206903
1784020011.019129,6394.000000000,392.000000000,0.183478490,-0.028882027,0.119733621,0.001193748
1784020011.029042,6379.000000000,393.000000000,0.183478490,-0.028882027,0.180974171,0.002403128
1784020011.039070,6393.000000000,396.000000000,0.183478490,-0.028858185,-0.059862993,0.000000000
1784020011.048951,6429.000000000,442.000000000,0.183454514,-0.028882027,-0.181201666,-0.001204312
1784020011.058992,6378.000000000,361.000000000,0.183454514,-0.028882027,-0.060410092,-0.001203491
1784020011.068992,6367.000000000,384.000000000,0.183478490,-0.028882027,0.119783184,0.001196318
1784020011.078974,6440.000000000,430.000000000,0.183478490,-0.028882027,0.120271511,0.001199844
1784020011.089277,6394.000000000,432.000000000,0.183454514,-0.028882027,-0.117243913,-0.001181962
1784020011.098985,6472.000000000,466.000000000,0.183430552,-0.028882027,-0.179681555,-0.002395626
1784020011.108974,6413.000000000,430.000000000,0.183454514,-0.028882027,0.060008080,0.000000000
1784020011.119043,6444.000000000,465.000000000,0.183430552,-0.028882027,0.119434019,0.000000000
1784020011.129004,6426.000000000,431.000000000,0.183478490,-0.028882027,0.059758953,0.001196987
1784020011.138993,6406.000000000,435.000000000,0.183454514,-0.028882027,0.060200955,0.001201033
1784020011.149008,6453.000000000,435.000000000,0.183430552,-0.028882027,-0.179631558,-0.002396368
1784020011.158902,6456.000000000,462.000000000,0.183430552,-0.028882027,-0.120780671,-0.001203550
1784020011.168929,6433.000000000,420.000000000,0.183430552,-0.028882027,0.120294632,0.000000000
1784020011.178985,6394.000000000,389.000000000,0.183454514,-0.028882027,0.119333524,0.001193077
1784020011.189065,6429.000000000,419.000000000,0.183430552,-0.028882027,0.000000000,0.000000000
1784020011.198934,6432.000000000,422.000000000,0.183430552,-0.028882027,-0.120020355,-0.001201147
1784020011.208940,6432.000000000,431.000000000,0.183454514,-0.028882027,0.060656772,0.001205571
1784020011.218913,6438.000000000,427.000000000,0.183406577,-0.028905869,0.000053786,-0.001200073
1784020011.228935,6452.000000000,434.000000000,0.183430552,-0.028882027,-0.120226478,-0.001198354
1784020011.238928,6485.000000000,439.000000000,0.183454514,-0.028882027,0.179614548,0.002394998
1784020011.248941,6409.000000000,410.000000000,0.183430552,-0.028882027,0.059898503,0.000000000
1784020011.258902,6410.000000000,427.000000000,0.183454514,-0.028882027,-0.119907263,0.000000000
1784020011.268895,6383.000000000,363.000000000,0.183430552,-0.028882027,0.000000000,0.000000000
1784020011.278894,6418.000000000,408.000000000,0.183454514,-0.028882027,0.000000000,0.000000000
1784020011.288958,6402.000000000,402.000000000,0.183478490,-0.028882027,0.119092042,0.002389335
1784020011.299016,6440.000000000,442.000000000,0.183430552,-0.028882027,-0.059175382,-0.001190758
1784020011.309026,6415.000000000,420.000000000,0.183454514,-0.028882027,-0.178588655,-0.001194698
1784020011.318996,6427.000000000,408.000000000,0.183454514,-0.028882027,0.119620581,0.001199255
1784020011.328995,6429.000000000,462.000000000,0.183454514,-0.028882027,0.059829096,0.000000000
1784020011.339062,6405.000000000,424.000000000,0.183478490,-0.028905869,-0.000220049,0.001194840
1784020011.349093,6466.000000000,455.000000000,0.183502451,-0.028882027,0.118679866,0.002385196
1784020011.359042,6367.000000000,399.000000000,0.183454514,-0.028882027,-0.119868632,-0.001200044
1784020011.369004,6453.000000000,459.000000000,0.183430552,-0.028882027,-0.301147390,-0.003610965
1784020011.378963,6344.000000000,379.000000000,0.183478490,-0.028882027,0.120655838,0.001203549
1784020011.389010,6423.000000000,451.000000000,0.183502451,-0.028882027,0.360120264,0.003593752
1784020011.399056,6388.000000000,431.000000000,0.183502451,-0.028882027,-0.000550754,0.001192482
1784020011.409024,6407.000000000,430.000000000,0.183478490,-0.028882027,-0.239376516,-0.001197198
1784020011.418976,6394.000000000,414.000000000,0.183454514,-0.028882027,-0.180676210,-0.002406522
1784020011.428970,6383.000000000,396.000000000,0.183430552,-0.028882027,-0.060473834,-0.002403386
1784020011.439011,6407.000000000,418.000000000,0.183478490,-0.028882027,0.179849085,0.001196717
1784020011.449069,6388.000000000,410.000000000,0.183502451,-0.028882027,0.297546818,0.003577127
1784020011.458998,6421.000000000,426.000000000,0.183478490,-0.028882027,-0.059872294,0.000000000
1784020011.468994,6433.000000000,477.000000000,0.183454514,-0.028882027,-0.300278608,-0.002405888
1784020011.478981,6351.000000000,385.000000000,0.183454514,-0.028882027,-0.060041629,-0.001199815
1784020011.488981,6366.000000000,415.000000000,0.183502451,-0.028882027,0.240377879,0.002398455
1784020011.499053,6352.000000000,400.000000000,0.183526427,-0.028882027,0.238275890,0.003582798
1784020011.509075,6399.000000000,431.000000000,0.183478490,-0.028882027,-0.178706261,-0.001192454
1784020011.518987,6386.000000000,424.000000000,0.183454514,-0.028905869,-0.360709642,-0.003607566
1784020011.528999,6434.000000000,461.000000000,0.183430552,-0.028905869,-0.060904826,-0.002405946
1784020011.538979,6426.000000000,423.000000000,0.183430552,-0.028882027,0.120500249,-0.001198540
1784020011.549045,6410.000000000,457.000000000,0.183502451,-0.028882027,0.298942625,0.003586657
1784020011.559075,6390.000000000,432.000000000,0.183478490,-0.028882027,0.178340129,0.002385394
1784020011.568984,6415.000000000,418.000000000,0.183454514,-0.028882027,-0.300459600,-0.002404191
1784020011.578997,6429.000000000,442.000000000,0.183430552,-0.028882027,-0.240519219,-0.002406234
1784020011.588996,6384.000000000,402.000000000,0.183430552,-0.028882027,0.060306619,-0.001197327
1784020011.599057,6324.000000000,354.000000000,0.183502451,-0.028882027,0.298627647,0.003584184
1784020011.609070,6422.000000000,423.000000000,0.183478490,-0.028858185,0.178611446,0.002388057
1784020011.619005,6501.000000000,497.000000000,0.183454514,-0.028882027,-0.300144454,-0.002403099
1784020011.629001,6457.000000000,461.000000000,0.183430552,-0.028882027,-0.240492950,-0.002405169
1784020011.638991,6432.000000000,462.000000000,0.183406577,-0.028905869,0.000230924,-0.002398484
1784020011.649050,6418.000000000,440.000000000,0.183406577,-0.028882027,0.060317254,-0.001195891
1784020011.659039,6429.000000000,432.000000000,0.183478490,-0.028882027,0.298562021,0.003587059
1784020011.668985,6456.000000000,454.000000000,0.183454514,-0.028882027,0.180612930,0.002404651
1784020011.678935,6441.000000000,420.000000000,0.183430552,-0.028882027,-0.301403727,-0.002409463
1784020011.688980,6445.000000000,416.000000000,0.183406577,-0.028905869,-0.240165621,-0.002397454
1784020011.699059,6444.000000000,430.000000000,0.183382615,-0.028882027,0.001360355,-0.002382088
1784020011.709110,6356.000000000,341.000000000,0.183502451,-0.028858185,0.355700343,0.004762765
1784020011.719004,6432.000000000,412.000000000,0.183454514,-0.028858185,0.300167290,0.003604792
1784020011.728990,6465.000000000,420.000000000,0.183430552,-0.028882027,-0.421488518,-0.003616551
1784020011.738968,6434.000000000,428.000000000,0.183430552,-0.028882027,-0.240673059,-0.001200172
1784020011.749046,6419.000000000,396.000000000,0.183406577,-0.028882027,0.120716963,-0.001195451
1784020011.759227,6436.000000000,422.000000000,0.183406577,-0.028882027,0.000824027,-0.001183478
1784020011.769015,6423.000000000,414.000000000,0.183478490,-0.028882027,0.240201718,0.003601192
1784020011.778991,6434.000000000,435.000000000,0.183454514,-0.028882027,0.182603054,0.002425479
1784020011.788983,6488.000000000,457.000000000,0.183382615,-0.028882027,-0.420793167,-0.004801321
1784020011.799063,6429.000000000,419.000000000,0.183406577,-0.028882027,-0.239823583,-0.002388256
1784020011.809078,6360.000000000,348.000000000,0.183406577,-0.028905869,0.298279499,0.001192425
1784020011.818983,6418.000000000,432.000000000,0.183478490,-0.028882027,0.301136457,0.003610200
1784020011.828989,6419.000000000,395.000000000,0.183454514,-0.028882027,0.061028114,0.002407559
1784020011.838995,6403.000000000,414.000000000,0.183430552,-0.028882027,-0.300082726,-0.002395312
1784020011.849060,6383.000000000,399.000000000,0.183406577,-0.028882027,-0.238947822,-0.002388370
1784020011.859036,6399.000000000,406.000000000,0.183406577,-0.028882027,0.059825670,-0.001196361
1784020011.869019,6456.000000000,454.000000000,0.183406577,-0.028882027,0.119663949,0.000000000
1784020011.878967,6440.000000000,454.000000000,0.183454514,-0.028858185,0.180708566,0.002405226
1784020011.889002,6423.000000000,388.000000000,0.183430552,-0.028882027,0.060038764,0.001199786
1784020011.899081,6429.000000000,438.000000000,0.183430552,-0.028882027,-0.178794656,-0.001191210
1784020011.909063,6345.000000000,360.000000000,0.183430552,-0.028882027,-0.059806863,0.000000000
1784020011.918995,6410.000000000,400.000000000,0.183406577,-0.028882027,-0.000642769,-0.001204010
1784020011.928990,6390.000000000,419.000000000,0.183478490,-0.028882027,0.120727730,0.002405687
1784020011.938991,6440.000000000,467.000000000,0.183478490,-0.028882027,0.240073494,0.003596425
1784020011.949056,6405.000000000,395.000000000,0.183430552,-0.028905869,-0.238948084,-0.002388994
1784020011.959051,6421.000000000,432.000000000,0.183382615,-0.028905869,-0.417511507,-0.004779180
1784020011.969002,6384.000000000,392.000000000,0.183406577,-0.028905869,0.059508171,-0.001202038
1784020011.979002,6410.000000000,424.000000000,0.183478490,-0.028882027,0.480406062,0.004805452
1784020011.988990,6395.000000000,415.000000000,0.183502451,-0.028882027,0.300115863,0.004796624
1784020011.999067,6453.000000000,430.000000000,0.183430552,-0.028882027,-0.358571323,-0.002389136
1784020012.009009,6399.000000000,396.000000000,0.183430552,-0.028882027,-0.418984814,-0.003591355
1784020012.018914,6335.000000000,403.000000000,0.183406577,-0.028882027,0.059510039,-0.001208045
1784020012.029181,6387.000000000,408.000000000,0.183406577,-0.028882027,0.119114184,-0.001188570
1784020012.039249,6387.000000000,397.000000000,0.183478490,-0.028858185,0.233320582,0.003536464
1784020012.049331,6438.000000000,451.000000000,0.183430552,-0.028882027,0.118043682,0.001189920
1784020012.059095,6423.000000000,426.000000000,0.183406577,-0.028905869,-0.360766736,-0.003623471
1784020012.069006,6419.000000000,423.000000000,0.183406577,-0.028905869,-0.122415117,-0.001218600
1784020012.079368,6421.000000000,428.000000000,0.183406577,-0.028882027,0.178734112,0.000000000
1784020012.089276,6405.000000000,449.000000000,0.183478490,-0.028905869,0.235145938,0.003547778
1784020012.099244,6407.000000000,414.000000000,0.183478490,-0.028882027,0.182028291,0.003618038
1784020012.109219,6411.000000000,436.000000000,0.183454514,-0.028882027,-0.238175402,-0.001202210
1784020012.119076,6450.000000000,461.000000000,0.183430552,-0.028905869,-0.304328451,-0.002417227
1784020012.129059,6399.000000000,414.000000000,0.183406577,-0.028905869,-0.061190223,-0.002416210
1784020012.139280,6367.000000000,392.000000000,0.183406577,-0.028882027,0.060905335,-0.001186662
1784020012.149610,6382.000000000,418.000000000,0.183478490,-0.028882027,0.287838169,0.003499211
1784020012.159254,6397.000000000,439.000000000,0.183454514,-0.028882027,0.179565231,0.002399973
