__time,lift_angle(deg),lpf_b,lpf_r,median_b,median_r,raw_b,raw_r,time
35.869548,51.752473000,5548.251351000,432.769064000,5552.000000000,434.000000000,5575.000000000,445.000000000,35.869548000
35.879419,51.752473000,5546.626216000,430.192157000,5548.000000000,434.000000000,5532.000000000,407.000000000,35.879419000
35.879452,51.751100000,5545.163594000,427.872941000,5544.000000000,434.000000000,5532.000000000,407.000000000,35.879452000
35.889368,51.751100000,5547.247235000,428.485647000,5548.000000000,434.000000000,5566.000000000,434.000000000,35.889368000
35.889393,51.752473000,5549.122511000,429.037083000,5552.000000000,434.000000000,5566.000000000,434.000000000,35.889393000
35.899481,51.752473000,5552.910260000,431.833374000,5552.000000000,434.000000000,5587.000000000,457.000000000,35.899481000
35.899508,51.751100000,5556.319234000,434.350037000,5552.000000000,434.000000000,5587.000000000,457.000000000,35.899508000
35.909516,51.751100000,5549.687311000,428.415033000,5552.000000000,434.000000000,5490.000000000,375.000000000,35.909516000
35.909543,51.751100000,5543.718580000,423.073530000,5552.000000000,434.000000000,5490.000000000,375.000000000,35.909543000
35.919542,51.751100000,5542.646722000,422.266177000,5548.000000000,434.000000000,5533.000000000,415.000000000,35.919542000
35.919575,51.751100000,5541.682050000,421.539559000,5544.000000000,434.000000000,5533.000000000,415.000000000,35.919575000
35.929588,51.751100000,5542.513845000,422.885603000,5547.000000000,434.000000000,5550.000000000,435.000000000,35.929588000
35.929617,51.751100000,5543.262460000,424.097043000,5550.000000000,434.000000000,5550.000000000,435.000000000,35.929617000
35.939442,51.751100000,5549.836214000,429.587339000,5552.000000000,434.500000000,5609.000000000,479.000000000,35.939442000
35.939465,51.751100000,5555.752593000,434.528605000,5554.000000000,435.000000000,5609.000000000,479.000000000,35.939465000
35.949486,51.751100000,5552.977333000,431.375744000,5552.000000000,434.500000000,5528.000000000,403.000000000,35.949486000
35.949517,51.751100000,5550.479600000,428.538170000,5550.000000000,434.000000000,5528.000000000,403.000000000,35.949517000
35.959489,51.751100000,5546.731640000,424.384353000,5550.000000000,434.000000000,5513.000000000,387.000000000,35.959489000
35.959504,51.751100000,5543.358476000,420.645918000,5550.000000000,434.000000000,5513.000000000,387.000000000,35.959504000
35.969463,51.751100000,5548.522628000,425.281326000,5552.000000000,434.500000000,5595.000000000,467.000000000,35.969463000
35.969490,51.752473000,5553.170366000,429.453193000,5554.000000000,435.000000000,5595.000000000,467.000000000,35.969490000
35.979732,51.752473000,5552.553329000,430.307874000,5552.000000000,435.000000000,5547.000000000,438.000000000,35.979732000
35.979850,51.752473000,5551.997996000,431.077087000,5550.000000000,435.000000000,5547.000000000,438.000000000,35.979850000
35.989461,51.752473000,5554.398197000,431.069378000,5555.000000000,435.000000000,5576.000000000,431.000000000,35.989461000
35.989483,51.752473000,5556.558377000,431.062440000,5560.000000000,435.000000000,5576.000000000,431.000000000,35.989483000
35.999386,51.752473000,5557.602539000,434.256196000,5560.000000000,435.000000000,5567.000000000,463.000000000,35.999386000
35.999420,51.752473000,5558.542285000,437.130576000,5560.000000000,435.000000000,5567.000000000,463.000000000,35.999420000
36.009567,51.752473000,5556.388057000,433.717519000,5555.000000000,434.500000000,5537.000000000,403.000000000,36.009567000
36.009605,51.751100000,5554.449251000,430.645767000,5550.000000000,434.000000000,5537.000000000,403.000000000,36.009605000
36.019230,51.751100000,5551.904326000,429.581190000,5550.000000000,432.500000000,5529.000000000,420.000000000,36.019230000
36.019244,51.751100000,5549.613893000,428.623071000,5550.000000000,431.000000000,5529.000000000,420.000000000,36.019244000
36.029524,51.751100000,5555.252504000,433.460764000,5550.000000000,431.000000000,5606.000000000,477.000000000,36.029524000
36.029568,51.752473000,5560.327254000,437.814688000,5550.000000000,431.000000000,5606.000000000,477.000000000,36.029568000
36.039348,51.752473000,5559.794528000,442.133219000,5550.000000000,432.500000000,5555.000000000,481.000000000,36.039348000
36.039366,51.751100000,5559.315075000,446.019897000,5550.000000000,434.000000000,5555.000000000,481.000000000,36.039366000
36.049400,51.751100000,5556.183568000,444.817907000,5550.000000000,434.000000000,5528.000000000,434.000000000,36.049400000
36.049436,51.752473000,5553.365211000,443.736117000,5550.000000000,434.000000000,5528.000000000,434.000000000,36.049436000
36.059333,51.752473000,5550.028690000,441.562505000,5550.000000000,434.000000000,5520.000000000,422.000000000,36.059333000
36.059347,51.752473000,5547.025821000,439.606254000,5550.000000000,434.000000000,5520.000000000,422.000000000,36.059347000
36.069484,51.752473000,5545.923239000,437.245629000,5548.500000000,434.000000000,5536.000000000,416.000000000,36.069484000
36.069515,51.752473000,5544.930915000,435.121066000,5547.000000000,434.000000000,5536.000000000,416.000000000,36.069515000
36.079445,51.752473000,5543.537824000,434.008959000,5542.000000000,432.500000000,5531.000000000,424.000000000,36.079445000
36.079486,51.752473000,5542.284041000,433.008064000,5537.000000000,431.000000000,5531.000000000,424.000000000,36.079486000
36.089380,51.752473000,5541.155637000,432.107257000,5537.000000000,431.000000000,5531.000000000,424.000000000,36.089380000
36.089412,51.752473000,5543.640073000,433.796531000,5542.000000000,432.500000000,5566.000000000,449.000000000,36.089412000
36.099540,51.752473000,5546.676066000,436.116878000,5542.000000000,432.500000000,5574.000000000,457.000000000,36.099540000
36.099578,51.752473000,5549.408459000,438.205190000,5542.000000000,432.500000000,5574.000000000,457.000000000,36.099578000
36.109469,51.752473000,5546.467613000,434.984671000,5542.000000000,432.500000000,5520.000000000,406.000000000,36.109469000
36.109503,51.751100000,5543.820852000,432.086204000,5542.000000000,432.500000000,5520.000000000,406.000000000,36.109503000
36.119393,51.751100000,5540.938767000,429.177584000,5537.000000000,431.000000000,5515.000000000,403.000000000,36.119393000
36.119422,51.752473000,5538.344890000,426.559825000,5536.500000000,427.500000000,5515.000000000,403.000000000,36.119422000
36.129404,51.752473000,5537.310401000,429.303843000,5536.500000000,431.000000000,5528.000000000,454.000000000,36.129404000
36.129418,51.752473000,5536.379361000,431.773459000,5536.500000000,432.500000000,5528.000000000,454.000000000,36.129418000
36.139476,51.752473000,5535.541425000,430.496113000,5536.000000000,431.000000000,5528.000000000,419.000000000,36.139476000
36.139513,51.752473000,5534.787282000,429.346501000,5534.500000000,427.500000000,5528.000000000,419.000000000,36.139513000
36.149357,51.752473000,5530.908554000,428.811851000,5533.000000000,424.000000000,5496.000000000,424.000000000,36.149357000
36.149387,51.752473000,5527.417699000,428.330666000,5532.000000000,424.000000000,5496.000000000,424.000000000,36.149387000
36.159562,51.752473000,5527.975929000,426.897600000,5533.000000000,424.000000000,5533.000000000,414.000000000,36.159562000
36.159627,51.751100000,5528.478336000,425.607840000,5533.000000000,424.000000000,5533.000000000,414.000000000,36.159627000
36.169317,51.751100000,5531.030502000,428.347056000,5533.000000000,424.000000000,5554.000000000,453.000000000,36.169317000
36.169337,51.752473000,5533.327452000,430.812350000,5534.500000000,427.500000000,5554.000000000,453.000000000,36.169337000
36.179405,51.752473000,5536.594707000,432.031115000,5534.500000000,427.500000000,5566.000000000,443.000000000,36.179405000
36.179430,51.752473000,5539.535236000,433.128004000,5534.500000000,427.500000000,5566.000000000,443.000000000,36.179430000
36.189315,51.752473000,5542.381713000,433.615203000,5534.500000000,427.500000000,5568.000000000,438.000000000,36.189315000
36.189329,51.752473000,5544.943541000,434.053683000,5534.500000000,427.500000000,5568.000000000,438.000000000,36.189329000
36.199397,51.752473000,5544.949187000,433.648315000,5536.000000000,430.500000000,5545.000000000,430.000000000,36.199397000
36.199439,51.751100000,5544.954269000,433.283483000,5536.500000000,430.500000000,5545.000000000,430.000000000,36.199439000
36.209350,51.751100000,5545.858842000,433.455135000,5537.000000000,431.000000000,5554.000000000,435.000000000,36.209350000
36.209379,51.752473000,5546.672957000,433.609621000,5541.000000000,432.500000000,5554.000000000,435.000000000,36.209379000
36.219342,51.752473000,5547.905662000,434.748659000,5541.000000000,432.500000000,5559.000000000,445.000000000,36.219342000
36.219367,51.753846000,5549.015096000,435.773793000,5541.000000000,432.500000000,5559.000000000,445.000000000,36.219367000
36.229393,51.753846000,5546.213586000,434.196414000,5537.000000000,431.000000000,5521.000000000,420.000000000,36.229393000
36.229431,51.752473000,5543.692227000,432.776773000,5536.500000000,430.500000000,5521.000000000,420.000000000,36.229431000
36.239774,51.752473000,5543.023005000,434.399095000,5536.500000000,430.500000000,5537.000000000,449.000000000,36.239774000
36.239785,51.752473000,5542.420704000,435.859186000,5536.500000000,432.000000000,5537.000000000,449.000000000,36.239785000
36.249888,51.752473000,5539.478634000,434.473267000,5536.000000000,430.000000000,5513.000000000,422.000000000,36.249888000
36.249918,51.752473000,5536.830770000,433.225940000,5534.500000000,427.000000000,5513.000000000,422.000000000,36.249918000
36.259809,51.752473000,5536.847693000,432.703346000,5534.500000000,429.000000000,5537.000000000,428.000000000,36.259809000
36.259821,51.752473000,5536.862924000,432.233012000,5534.500000000,429.000000000,5537.000000000,428.000000000,36.259821000
36.269797,51.752473000,5533.176632000,429.409711000,5534.500000000,429.000000000,5500.000000000,404.000000000,36.269797000
36.269811,51.752473000,5529.858968000,426.868740000,5534.500000000,429.000000000,5500.000000000,404.000000000,36.269811000
36.279922,51.752473000,5529.773072000,428.481866000,5533.000000000,429.000000000,5529.000000000,443.000000000,36.279922000
36.279951,51.751100000,5529.695764000,429.933679000,5532.000000000,429.000000000,5529.000000000,443.000000000,36.279951000
36.289890,51.752473000,5529.626188000,431.240311000,5531.000000000,429.000000000,5529.000000000,443.000000000,36.289890000
36.289906,51.752473000,5532.163569000,434.416280000,5531.000000000,429.000000000,5555.000000000,463.000000000,36.289906000
36.299837,51.752473000,5534.747212000,437.574652000,5532.000000000,429.000000000,5558.000000000,466.000000000,36.299837000
36.299869,51.752473000,5537.072491000,440.417187000,5533.000000000,429.000000000,5558.000000000,466.000000000,36.299869000
36.309816,51.752473000,5537.665242000,440.175468000,5534.500000000,430.000000000,5543.000000000,438.000000000,36.309816000
36.309831,51.752473000,5538.198718000,439.957921000,5536.000000000,432.500000000,5543.000000000,438.000000000,36.309831000
36.319875,51.752473000,5537.678846000,440.162129000,5534.500000000,435.000000000,5533.000000000,442.000000000,36.319875000
36.319895,51.752473000,5537.210961000,440.345916000,5533.000000000,436.500000000,5533.000000000,442.000000000,36.319895000
36.329931,51.752473000,5533.589865000,438.711325000,5533.000000000,436.500000000,5501.000000000,424.000000000,36.329931000
36.329960,51.752473000,5530.330879000,437.240192000,5533.000000000,436.500000000,5501.000000000,424.000000000,36.329960000
36.340017,51.752473000,5528.197791000,435.516173000,5533.000000000,436.500000000,5509.000000000,420.000000000,36.340017000
36.340060,51.752473000,5526.278012000,433.964556000,5533.000000000,435.000000000,5509.000000000,420.000000000,36.340060000
36.349908,51.752473000,5529.950211000,433.568100000,5533.000000000,432.500000000,5563.000000000,430.000000000,36.349908000
36.349933,51.752473000,5533.255190000,433.211290000,5533.000000000,430.000000000,5563.000000000,430.000000000,36.349933000
36.359910,51.752473000,5536.229671000,436.490161000,5533.000000000,432.500000000,5563.000000000,466.000000000,36.359910000
36.359950,51.752473000,5538.906704000,439.441145000,5535.000000000,435.000000000,5563.000000000,466.000000000,36.359950000
36.369893,51.752473000,5540.216033000,439.397030000,5537.000000000,436.500000000,5552.000000000,439.000000000,36.369893000
36.369930,51.752473000,5541.394430000,439.357327000,5537.000000000,438.000000000,5552.000000000,439.000000000,36.369930000
36.379796,51.752473000,5540.454987000,441.121595000,5537.000000000,438.000000000,5532.000000000,457.000000000,36.379796000
36.379826,51.752473000,5539.609488000,442.709435000,5537.000000000,438.000000000,5532.000000000,457.000000000,36.379826000
36.389889,51.752473000,5534.648539000,438.438492000,5537.000000000,438.000000000,5490.000000000,400.000000000,36.389889000
36.389929,51.752473000,5530.183685000,434.594643000,5537.000000000,438.000000000,5490.000000000,400.000000000,36.389929000
36.399765,51.752473000,5524.965317000,430.335178000,5537.000000000,438.000000000,5478.000000000,392.000000000,36.399765000
36.399783,51.752473000,5520.268785000,426.501660000,5537.000000000,438.000000000,5478.000000000,392.000000000,36.399783000
36.409844,51.752473000,5517.841907000,424.051494000,5537.000000000,438.000000000,5496.000000000,402.000000000,36.409844000
36.409857,51.752473000,5515.657716000,421.846345000,5537.000000000,438.000000000,5496.000000000,402.000000000,36.409857000
36.419943,51.752473000,5520.791944000,424.261710000,5537.000000000,438.000000000,5567.000000000,446.000000000,36.419943000
36.419968,51.752473000,5525.412750000,426.435539000,5537.000000000,438.000000000,5567.000000000,446.000000000,36.419968000
36.429872,51.752473000,5524.871475000,426.391985000,5537.000000000,436.500000000,5520.000000000,426.000000000,36.429872000
36.429886,51.752473000,5524.384327000,426.352787000,5535.000000000,435.000000000,5520.000000000,426.000000000,36.429886000
36.440030,51.752473000,5522.445895000,424.717508000,5533.000000000,432.500000000,5505.000000000,410.000000000,36.440030000
36.440058,51.751100000,5520.701305000,423.245757000,5532.500000000,430.000000000,5505.000000000,410.000000000,36.440058000
36.449825,51.751100000,5521.431175000,422.721182000,5532.000000000,430.000000000,5528.000000000,418.000000000,36.449825000
36.449851,51.752473000,5522.088057000,422.249064000,5530.500000000,430.000000000,5528.000000000,418.000000000,36.449851000
36.459763,51.752473000,5524.679252000,423.424157000,5530.500000000,430.000000000,5548.000000000,434.000000000,36.459763000
36.459787,51.751100000,5527.011326000,424.481741000,5530.500000000,430.000000000,5548.000000000,434.000000000,36.459787000
36.469838,51.751100000,5526.210194000,425.133567000,5529.000000000,430.000000000,5519.000000000,431.000000000,36.469838000
36.469867,51.751100000,5525.489174000,425.720211000,5529.000000000,430.000000000,5519.000000000,431.000000000,36.469867000
36.479914,51.751100000,5526.940257000,426.348190000,5529.000000000,430.500000000,5540.000000000,432.000000000,36.479914000
36.479951,51.751100000,5528.246231000,426.913371000,5530.500000000,431.000000000,5540.000000000,432.000000000,36.479951000
36.489924,51.751100000,5529.421608000,427.422034000,5530.500000000,431.000000000,5540.000000000,432.000000000,36.489924000
36.489947,51.751100000,5529.979447000,427.679830000,5530.500000000,430.500000000,5535.000000000,430.000000000,36.489947000
36.499775,51.751100000,5528.481503000,427.311847000,5530.500000000,430.500000000,5515.000000000,424.000000000,36.499775000
36.499793,51.752473000,5527.133352000,426.980662000,5530.500000000,430.500000000,5515.000000000,424.000000000,36.499793000
36.509813,51.752473000,5525.720017000,424.482596000,5529.000000000,430.500000000,5513.000000000,402.000000000,36.509813000
36.509827,51.751100000,5524.448015000,422.234337000,5529.000000000,430.500000000,5513.000000000,402.000000000,36.509827000
36.519886,51.751100000,5519.303214000,418.910903000,5529.000000000,430.500000000,5473.000000000,389.000000000,36.519886000
36.519917,51.751100000,5514.672892000,415.919813000,5529.000000000,430.500000000,5473.000000000,389.000000000,36.519917000
36.529833,51.751100000,5517.205603000,419.627831000,5529.000000000,430.500000000,5540.000000000,453.000000000,36.529833000
36.529868,51.751100000,5519.485043000,422.965048000,5530.500000000,430.500000000,5540.000000000,453.000000000,36.529868000
36.539870,51.751100000,5522.636539000,426.968543000,5532.000000000,430.500000000,5551.000000000,463.000000000,36.539870000
36.539884,51.751100000,5525.472885000,430.571689000,5532.000000000,430.500000000,5551.000000000,463.000000000,36.539884000
36.549936,51.751100000,5528.425596000,434.114520000,5532.000000000,430.500000000,5555.000000000,466.000000000,36.549936000
36.549967,51.752473000,5531.083037000,437.303068000,5532.000000000,430.500000000,5555.000000000,466.000000000,36.549967000
36.559962,51.752473000,5529.874733000,436.172761000,5530.000000000,430.000000000,5519.000000000,426.000000000,36.559962000
36.559995,51.751100000,5528.787260000,435.155485000,5528.000000000,430.000000000,5519.000000000,426.000000000,36.559995000
36.569723,51.751100000,5530.908534000,435.439937000,5528.000000000,430.000000000,5550.000000000,438.000000000,36.569723000
36.569735,51.751100000,5532.817680000,435.695943000,5528.000000000,430.000000000,5550.000000000,438.000000000,36.569735000
36.579841,51.751100000,5532.335912000,434.526349000,5528.000000000,430.000000000,5528.000000000,424.000000000,36.579841000
36.579877,51.752473000,5531.902321000,433.473714000,5528.000000000,430.000000000,5528.000000000,424.000000000,36.579877000
36.590024,51.752473000,5531.412089000,432.126342000,5528.000000000,430.000000000,5527.000000000,420.000000000,36.590024000
36.590063,51.751100000,5530.970880000,430.913708000,5528.000000000,430.000000000,5527.000000000,420.000000000,36.590063000
36.599753,51.751100000,5532.873792000,432.922337000,5528.000000000,430.000000000,5550.000000000,451.000000000,36.599753000
36.599766,51.751100000,5534.586413000,434.730104000,5528.000000000,430.500000000,5550.000000000,451.000000000,36.599766000
36.609901,51.751100000,5535.227772000,434.857093000,5528.000000000,430.500000000,5541.000000000,436.000000000,36.609901000
36.609928,51.751100000,5535.804994000,434.971384000,5528.000000000,430.500000000,5541.000000000,436.000000000,36.609928000
36.619967,51.751100000,5534.124495000,433.874246000,5528.000000000,428.000000000,5519.000000000,424.000000000,36.619967000
36.620004,51.751100000,5532.612045000,432.886821000,5528.000000000,426.000000000,5519.000000000,424.000000000,36.620004000
36.629849,51.751100000,5534.350841000,432.798139000,5528.000000000,426.000000000,5550.000000000,432.000000000,36.629849000
36.629886,51.752473000,5535.915757000,432.718325000,5528.000000000,426.000000000,5550.000000000,432.000000000,36.629886000
36.639896,51.752473000,5533.524181000,431.046493000,5528.000000000,426.000000000,5512.000000000,416.000000000,36.639896000
36.639924,51.751100000,5531.371763000,429.541843000,5528.000000000,426.000000000,5512.000000000,416.000000000,36.639924000
36.649907,51.751100000,5533.734587000,432.087659000,5528.000000000,428.000000000,5555.000000000,455.000000000,36.649907000
36.649940,51.751100000,5535.861128000,434.378893000,5528.000000000,430.500000000,5555.000000000,455.000000000,36.649940000
36.659893,51.751100000,5531.975015000,429.341004000,5528.000000000,430.500000000,5497.000000000,384.000000000,36.659893000
36.659927,51.751100000,5528.477514000,424.806903000,5528.000000000,430.500000000,5497.000000000,384.000000000,36.659927000
36.670034,51.751100000,5525.629762000,424.926213000,5528.000000000,428.000000000,5500.000000000,426.000000000,36.670034000
36.670086,51.751100000,5523.066786000,425.033592000,5528.000000000,426.000000000,5500.000000000,426.000000000,36.670086000
36.679927,51.751100000,5520.860108000,422.930233000,5528.000000000,426.000000000,5501.000000000,404.000000000,36.679927000
36.679965,51.749727000,5518.874097000,421.037209000,5528.000000000,426.000000000,5501.000000000,404.000000000,36.679965000
36.689874,51.749727000,5520.886687000,424.633488000,5528.000000000,428.000000000,5539.000000000,457.000000000,36.689874000
36.689890,51.751100000,5522.698018000,427.870140000,5528.000000000,430.500000000,5539.000000000,457.000000000,36.689890000
36.699845,51.751100000,5526.428217000,430.883126000,5531.500000000,431.000000000,5560.000000000,458.000000000,36.699845000
36.699859,51.751100000,5529.785395000,433.594813000,5537.000000000,431.500000000,5560.000000000,458.000000000,36.699859000
36.709820,51.751100000,5527.906855000,434.135332000,5531.500000000,431.500000000,5511.000000000,439.000000000,36.709820000
36.709847,51.751100000,5526.216170000,434.621799000,5528.000000000,431.500000000,5511.000000000,439.000000000,36.709847000
36.719829,51.751100000,5523.794553000,430.359619000,5528.000000000,431.500000000,5502.000000000,392.000000000,36.719829000
36.719862,51.751100000,5521.615098000,426.523657000,5528.000000000,431.000000000,5502.000000000,392.000000000,36.719862000
36.729784,51.751100000,5523.553588000,430.371291000,5528.000000000,431.000000000,5541.000000000,465.000000000,36.729784000
36.729807,51.752473000,5525.298229000,433.834162000,5528.000000000,431.000000000,5541.000000000,465.000000000,36.729807000
36.739823,51.752473000,5522.468406000,431.650746000,5527.500000000,428.000000000,5497.000000000,412.000000000,36.739823000
36.739859,51.751100000,5519.921566000,429.685671000,5527.000000000,426.000000000,5497.000000000,412.000000000,36.739859000
36.749861,51.751100000,5516.429409000,426.417104000,5527.000000000,426.000000000,5485.000000000,397.000000000,36.749861000
36.749891,51.751100000,5513.286468000,423.475394000,5527.000000000,426.000000000,5485.000000000,397.000000000,36.749891000
36.759774,51.751100000,5516.057821000,424.527854000,5527.500000000,429.000000000,5541.000000000,434.000000000,36.759774000
36.759787,51.751100000,5518.552039000,425.475069000,5528.000000000,432.000000000,5541.000000000,434.000000000,36.759787000
36.769788,51.751100000,5516.796835000,423.627562000,5528.000000000,432.000000000,5501.000000000,407.000000000,36.769788000
36.769825,51.752473000,5515.217152000,421.964806000,5528.000000000,432.000000000,5501.000000000,407.000000000,36.769825000
36.779907,51.752473000,5520.395437000,426.368325000,5528.000000000,432.000000000,5567.000000000,466.000000000,36.779907000
36.779940,51.751100000,5525.055893000,430.331493000,5528.000000000,432.000000000,5567.000000000,466.000000000,36.779940000
36.789912,51.751100000,5524.650304000,431.898343000,5527.500000000,432.000000000,5521.000000000,446.000000000,36.789912000
36.789951,51.751100000,5524.285273000,433.308509000,5527.000000000,432.000000000,5521.000000000,446.000000000,36.789951000
36.799883,51.751100000,5520.756746000,431.177658000,5524.000000000,429.000000000,5489.000000000,412.000000000,36.799883000
36.799922,51.752473000,5517.581071000,429.259892000,5521.000000000,426.000000000,5489.000000000,412.000000000,36.799922000
36.809814,51.752473000,5519.522964000,430.533903000,5524.000000000,429.000000000,5537.000000000,442.000000000,36.809814000
36.809838,51.752473000,5521.270668000,431.680513000,5527.000000000,432.000000000,5537.000000000,442.000000000,36.809838000
36.819853,51.752473000,5522.743601000,433.212462000,5527.000000000,432.000000000,5536.000000000,447.000000000,36.819853000
36.819880,51.752473000,5524.069241000,434.591215000,5527.000000000,432.000000000,5536.000000000,447.000000000,36.819880000
36.829828,51.752473000,5523.562317000,434.732094000,5524.000000000,433.000000000,5519.000000000,436.000000000,36.829828000
36.829865,51.752473000,5523.106085000,434.858884000,5521.000000000,434.000000000,5519.000000000,436.000000000,36.829865000
36.839832,51.752473000,5518.895477000,433.372996000,5520.000000000,434.000000000,5481.000000000,420.000000000,36.839832000
36.839846,51.752473000,5515.105929000,432.035696000,5519.000000000,434.000000000,5481.000000000,420.000000000,36.839846000
36.849851,51.752473000,5513.595336000,430.332127000,5519.000000000,433.000000000,5500.000000000,415.000000000,36.849851000
36.849883,51.752473000,5512.235802000,428.798914000,5519.000000000,432.000000000,5500.000000000,415.000000000,36.849883000
36.859860,51.752473000,5510.812222000,426.919023000,5515.500000000,429.000000000,5498.000000000,410.000000000,36.859860000
36.859902,51.751100000,5509.531000000,425.227120000,5512.000000000,426.000000000,5498.000000000,410.000000000,36.859902000
36.869776,51.751100000,5510.877900000,425.904408000,5512.000000000,429.000000000,5523.000000000,432.000000000,36.869776000
36.869810,51.752473000,5512.090110000,426.513968000,5512.000000000,432.000000000,5523.000000000,432.000000000,36.869810000
36.879787,51.752473000,5509.481099000,423.162571000,5511.500000000,429.000000000,5486.000000000,393.000000000,36.879787000
36.879813,51.752473000,5507.132989000,420.146314000,5511.000000000,426.000000000,5486.000000000,393.000000000,36.879813000
36.889815,51.752473000,5505.019690000,417.431682000,5506.500000000,426.000000000,5486.000000000,393.000000000,36.889815000
36.889829,51.752473000,5502.317721000,416.888514000,5502.000000000,426.000000000,5478.000000000,412.000000000,36.889829000
36.899726,51.752473000,5503.285949000,419.099663000,5502.000000000,426.000000000,5512.000000000,439.000000000,36.899726000
36.899738,51.751100000,5504.157354000,421.089696000,5502.000000000,426.000000000,5512.000000000,439.000000000,36.899738000
36.909872,51.751100000,5502.641619000,418.880727000,5502.000000000,426.000000000,5489.000000000,399.000000000,36.909872000
36.909906,51.749727000,5501.277457000,416.892654000,5502.000000000,426.000000000,5489.000000000,399.000000000,36.909906000
36.919933,51.749727000,5503.049711000,420.303389000,5506.500000000,429.000000000,5519.000000000,451.000000000,36.919933000
36.919964,51.752473000,5504.644740000,423.373050000,5511.000000000,432.000000000,5519.000000000,451.000000000,36.919964000
36.929756,51.752473000,5503.780266000,422.635745000,5511.000000000,432.000000000,5496.000000000,416.000000000,36.929756000
36.929771,51.752473000,5503.002239000,421.972170000,5511.000000000,432.000000000,5496.000000000,416.000000000,36.929771000
36.939840,51.752473000,5503.102015000,425.174953000,5507.500000000,432.000000000,5504.000000000,454.000000000,36.939840000
