__time,/vehicle/loader_joint_angles/data[0],/vehicle/loader_joint_angles/data[1],/vehicle/loader_joint_angles/layout/data_offset,/vehicle/loader_joint_pressures/data[0],/vehicle/loader_joint_pressures/data[1],/vehicle/loader_joint_pressures/layout/data_offset,lift,tilt
1782646977.253542,,,,2918.000000000,419.000000000,0.000000000,,
1782646977.253557,0.064043701,-0.071929455,0.000000000,,,,3.669436854,-4.121257664
1782646977.263514,,,,2879.000000000,381.000000000,0.000000000,,
1782646977.263528,0.064019732,-0.071953297,0.000000000,,,,3.668063558,-4.122623703
1782646977.273545,,,,2912.000000000,373.000000000,0.000000000,,
1782646977.273557,0.064019732,-0.071953297,0.000000000,,,,3.668063558,-4.122623703
1782646977.283507,,,,2874.000000000,341.000000000,0.000000000,,
1782646977.283520,0.064019732,-0.071953297,0.000000000,,,,3.668063558,-4.122623703
1782646977.293593,,,,2901.000000000,360.000000000,0.000000000,,
1782646977.293605,0.064019732,-0.071929455,0.000000000,,,,3.668063558,-4.121257664
1782646977.303365,,,,2904.000000000,336.000000000,0.000000000,,
1782646977.303378,0.064019732,-0.071929455,0.000000000,,,,3.668063558,-4.121257664
1782646977.313517,,,,2957.000000000,428.000000000,0.000000000,,
1782646977.313529,0.064019732,-0.071905136,0.000000000,,,,3.668063558,-4.119864304
1782646977.323388,,,,2904.000000000,341.000000000,0.000000000,,
