__time,lift_angle(deg),lpf_b,lpf_r,median_b,median_r,raw_b,raw_r,time
28.849758,36.213683000,5351.455027000,282.413503000,5312.000000000,287.000000000,5344.000000000,299.000000000,28.849758000
28.859615,36.213683000,5360.209524000,281.772152000,5312.000000000,286.000000000,5439.000000000,276.000000000,28.859615000
28.859632,36.234283000,5368.088572000,281.194937000,5312.000000000,285.000000000,5439.000000000,276.000000000,28.859632000
28.869690,36.234283000,5394.479714000,286.875444000,5312.000000000,285.000000000,5632.000000000,338.000000000,28.869690000
28.869714,36.254883000,5418.231743000,291.987899000,5312.000000000,285.000000000,5632.000000000,338.000000000,28.869714000
28.879811,36.254883000,5443.008569000,294.489109000,5312.000000000,285.000000000,5666.000000000,317.000000000,28.879811000
28.879847,36.283724000,5465.307712000,296.740198000,5312.000000000,285.000000000,5666.000000000,317.000000000,28.879847000
28.889620,36.283724000,5464.876941000,296.366178000,5328.000000000,285.000000000,5461.000000000,293.000000000,28.889620000
28.889633,36.304324000,5464.489247000,296.029561000,5344.000000000,285.000000000,5461.000000000,293.000000000,28.889633000
28.899641,36.304324000,5456.540322000,296.326605000,5362.000000000,285.000000000,5385.000000000,299.000000000,28.899641000
28.899663,36.322174000,5449.386290000,296.593944000,5380.000000000,285.000000000,5385.000000000,299.000000000,28.899663000
28.909727,36.322174000,5442.747661000,295.634550000,5381.500000000,285.000000000,5383.000000000,287.000000000,28.909727000
28.909762,36.344147000,5436.772895000,294.771095000,5383.000000000,285.000000000,5383.000000000,287.000000000,28.909762000
28.919707,36.344147000,5441.695605000,298.693985000,5384.000000000,286.000000000,5486.000000000,334.000000000,28.919707000
28.919745,36.367493000,5446.126045000,302.224587000,5385.000000000,287.000000000,5486.000000000,334.000000000,28.919745000
28.929812,36.367493000,5453.013440000,296.602128000,5390.000000000,287.000000000,5515.000000000,246.000000000,28.929812000
28.929843,36.393587000,5459.212096000,291.541915000,5395.000000000,287.000000000,5515.000000000,246.000000000,28.929843000
28.939786,36.393587000,5455.990887000,290.987724000,5395.000000000,287.000000000,5427.000000000,286.000000000,28.939786000
28.939808,36.414187000,5453.091798000,290.488951000,5395.000000000,287.000000000,5427.000000000,286.000000000,28.939808000
28.949743,36.414187000,5437.482618000,293.840056000,5395.000000000,287.000000000,5297.000000000,324.000000000,28.949743000
28.949803,36.434784000,5423.434356000,296.856051000,5395.000000000,287.000000000,5297.000000000,324.000000000,28.949803000
28.959628,36.434784000,5405.690921000,295.470446000,5395.000000000,286.500000000,5246.000000000,283.000000000,28.959628000
28.959645,36.460878000,5389.721829000,294.223401000,5395.000000000,286.000000000,5246.000000000,283.000000000,28.959645000
28.969681,36.460878000,5393.749646000,295.901061000,5399.500000000,286.000000000,5430.000000000,311.000000000,28.969681000
28.969705,36.484224000,5397.374681000,297.410955000,5404.000000000,286.000000000,5430.000000000,311.000000000,28.969705000
28.979806,36.484224000,5409.737213000,298.969859000,5409.500000000,286.500000000,5521.000000000,313.000000000,28.979806000
28.979841,36.504824000,5420.863492000,300.372873000,5415.000000000,287.000000000,5521.000000000,313.000000000,28.979841000
28.989758,36.504824000,5433.577143000,301.435586000,5421.000000000,287.000000000,5548.000000000,311.000000000,28.989758000
28.989797,36.539156000,5445.019428000,302.392027000,5427.000000000,287.000000000,5548.000000000,311.000000000,28.989797000
28.999616,36.539156000,5444.017485000,304.252825000,5428.000000000,290.000000000,5435.000000000,321.000000000,28.999616000
28.999635,36.559755000,5443.115737000,305.927542000,5429.000000000,293.000000000,5435.000000000,321.000000000,28.999635000
29.009665,36.559755000,5439.904163000,306.034788000,5428.000000000,293.000000000,5411.000000000,307.000000000,29.009665000
29.009703,36.580355000,5437.013747000,306.131309000,5427.000000000,293.000000000,5411.000000000,307.000000000,29.009703000
29.019686,36.580355000,5439.212372000,306.918178000,5428.000000000,296.000000000,5459.000000000,314.000000000,29.019686000
29.019716,36.616060000,5441.191135000,307.626360000,5429.000000000,299.000000000,5459.000000000,314.000000000,29.019716000
29.029568,36.616060000,5457.172022000,308.363724000,5429.500000000,299.000000000,5601.000000000,315.000000000,29.029568000
29.029580,36.639406000,5471.554819000,309.027352000,5430.000000000,299.000000000,5601.000000000,315.000000000,29.029580000
29.039740,36.639406000,5489.299337000,315.824617000,5432.500000000,302.000000000,5649.000000000,377.000000000,29.039740000
29.039771,36.668243000,5505.269404000,321.942155000,5435.000000000,305.000000000,5649.000000000,377.000000000,29.039771000
29.049708,36.668243000,5492.742463000,322.347940000,5435.000000000,306.000000000,5380.000000000,326.000000000,29.049708000
29.049747,36.688843000,5481.468217000,322.713146000,5435.000000000,307.000000000,5380.000000000,326.000000000,29.049747000
29.059737,36.688843000,5456.521395000,319.541831000,5435.000000000,307.000000000,5232.000000000,291.000000000,29.059737000
29.059800,36.709442000,5434.069256000,316.687648000,5435.000000000,307.000000000,5232.000000000,291.000000000,29.059800000
29.069607,36.709442000,5426.262330000,317.518883000,5432.500000000,309.000000000,5356.000000000,325.000000000,29.069607000
29.069621,36.739656000,5419.236097000,318.266995000,5430.000000000,311.000000000,5356.000000000,325.000000000,29.069621000
29.079631,36.739656000,5414.812487000,318.840295000,5430.000000000,311.000000000,5375.000000000,324.000000000,29.079631000
29.079671,36.763001000,5410.831239000,319.356266000,5430.000000000,311.000000000,5375.000000000,324.000000000,29.079671000
29.089689,36.763001000,5414.748115000,318.720639000,5432.500000000,312.000000000,5450.000000000,313.000000000,29.089689000
29.089726,36.784974000,5418.273303000,318.148575000,5435.000000000,313.000000000,5450.000000000,313.000000000,29.089726000
29.099580,36.784974000,5413.345973000,320.033718000,5435.000000000,313.000000000,5369.000000000,337.000000000,29.099580000
29.099592,36.811065000,5408.911376000,321.730346000,5435.000000000,313.000000000,5369.000000000,337.000000000,29.099592000
29.109639,36.811065000,5389.520238000,319.257311000,5432.500000000,313.000000000,5215.000000000,297.000000000,29.109639000
29.109668,36.834411000,5372.068214000,317.031580000,5430.000000000,313.000000000,5215.000000000,297.000000000,29.109668000
29.119809,36.834411000,5365.861393000,313.628422000,5428.500000000,313.000000000,5310.000000000,283.000000000,29.119809000
29.119838,36.857760000,5360.275254000,310.565580000,5427.000000000,313.000000000,5310.000000000,283.000000000,29.119838000
29.129678,36.857760000,5371.847728000,310.409022000,5427.000000000,312.000000000,5476.000000000,309.000000000,29.129678000
29.129716,36.893465000,5382.262955000,310.268120000,5427.000000000,311.000000000,5476.000000000,309.000000000,29.129716000
29.139814,36.893465000,5397.336660000,311.341308000,5427.000000000,312.000000000,5533.000000000,321.000000000,29.139814000
29.139873,36.918183000,5410.902994000,312.307177000,5427.000000000,313.000000000,5533.000000000,321.000000000,29.139873000
29.149791,36.918183000,5412.412695000,312.176459000,5427.000000000,313.000000000,5426.000000000,311.000000000,29.149791000
29.149827,36.944275000,5413.771425000,312.058813000,5427.000000000,313.000000000,5426.000000000,311.000000000,29.149827000
29.159832,36.944275000,5400.694283000,308.852932000,5427.000000000,313.000000000,5283.000000000,280.000000000,29.159832000
29.159876,36.968997000,5388.924854000,305.967639000,5427.000000000,313.000000000,5283.000000000,280.000000000,29.159876000
29.169809,36.968997000,5384.932369000,305.970875000,5426.500000000,312.000000000,5349.000000000,306.000000000,29.169809000
29.169845,36.993715000,5381.339132000,305.973787000,5426.000000000,311.000000000,5349.000000000,306.000000000,29.169845000
29.179891,36.993715000,5383.105219000,306.776409000,5418.500000000,312.000000000,5399.000000000,314.000000000,29.179891000
29.179922,37.023928000,5384.694697000,307.498768000,5411.000000000,313.000000000,5399.000000000,314.000000000,29.179922000
29.189753,37.023928000,5392.525227000,309.548891000,5411.000000000,313.000000000,5463.000000000,328.000000000,29.189753000
29.189791,37.045901000,5399.572704000,311.394002000,5411.000000000,313.000000000,5463.000000000,328.000000000,29.189791000
29.199741,37.045901000,5382.215434000,309.954602000,5411.000000000,313.000000000,5226.000000000,297.000000000,29.199741000
29.199799,37.069247000,5366.593891000,308.659142000,5411.000000000,313.000000000,5226.000000000,297.000000000,29.199799000
29.209698,37.069247000,5342.434502000,305.593227000,5411.000000000,313.000000000,5125.000000000,278.000000000,29.209698000
29.209752,37.102206000,5320.691051000,302.833905000,5411.000000000,313.000000000,5125.000000000,278.000000000,29.209752000
29.219701,37.102206000,5318.021946000,302.350514000,5405.000000000,313.000000000,5294.000000000,298.000000000,29.219701000
29.219747,37.125551000,5315.619752000,301.915463000,5399.000000000,313.000000000,5294.000000000,298.000000000,29.219747000
29.229693,37.125551000,5324.857776000,304.923917000,5399.000000000,313.000000000,5408.000000000,332.000000000,29.229693000
29.229736,37.125551000,5333.171999000,307.631525000,5399.000000000,313.000000000,5408.000000000,332.000000000,29.229736000
29.239729,37.125551000,5342.954799000,310.868372000,5399.000000000,313.500000000,5431.000000000,340.000000000,29.239729000
29.239775,37.157138000,5351.759319000,313.781535000,5399.000000000,314.000000000,5431.000000000,340.000000000,29.239775000
29.249657,37.157138000,5350.383387000,310.403382000,5389.500000000,313.500000000,5338.000000000,280.000000000,29.249657000
29.249669,37.180483000,5349.145048000,307.363043000,5380.000000000,313.000000000,5338.000000000,280.000000000,29.249669000
29.259665,37.180483000,5351.330544000,311.026739000,5377.500000000,313.500000000,5371.000000000,344.000000000,29.259665000
29.259693,37.203829000,5353.297489000,314.324065000,5375.000000000,314.000000000,5371.000000000,344.000000000,29.259693000
29.269605,37.203829000,5358.667740000,311.091659000,5375.000000000,313.500000000,5407.000000000,282.000000000,29.269605000
29.269617,37.238161000,5363.500966000,308.182493000,5375.000000000,313.000000000,5407.000000000,282.000000000,29.269617000
29.279659,37.238161000,5383.850870000,309.064244000,5375.000000000,313.000000000,5567.000000000,317.000000000,29.279659000
29.279735,37.261506000,5402.165783000,309.857819000,5375.000000000,313.000000000,5567.000000000,317.000000000,29.279735000
29.289687,37.261506000,5399.449204000,308.772037000,5375.000000000,312.000000000,5375.000000000,299.000000000,29.289687000
29.289726,37.286225000,5397.004284000,307.794834000,5375.000000000,311.000000000,5375.000000000,299.000000000,29.289726000
29.299671,37.286225000,5379.203856000,307.715350000,5373.000000000,310.000000000,5219.000000000,307.000000000,29.299671000
29.299685,37.316438000,5363.183470000,307.643815000,5371.000000000,309.000000000,5219.000000000,307.000000000,29.299685000
29.309769,37.316438000,5349.865123000,305.479434000,5371.000000000,309.000000000,5230.000000000,286.000000000,29.309769000
29.309800,37.341156000,5337.878611000,303.531490000,5371.000000000,309.000000000,5230.000000000,286.000000000,29.309800000
29.319817,37.341156000,5336.890750000,308.078341000,5371.000000000,309.000000000,5328.000000000,349.000000000,29.319817000
29.319857,37.368624000,5336.001675000,312.170507000,5371.000000000,309.000000000,5328.000000000,349.000000000,29.319857000
29.329690,37.368624000,5342.401507000,311.153456000,5371.000000000,308.000000000,5400.000000000,302.000000000,29.329690000
29.329703,37.398834000,5348.161356000,310.238111000,5371.000000000,307.000000000,5400.000000000,302.000000000,29.329703000
29.339744,37.398834000,5342.845221000,310.314300000,5370.000000000,307.000000000,5295.000000000,311.000000000,29.339744000
29.339768,37.422180000,5338.060699000,310.382870000,5369.000000000,307.000000000,5295.000000000,311.000000000,29.339768000
29.349793,37.422180000,5336.754629000,316.644583000,5359.000000000,307.000000000,5325.000000000,373.000000000,29.349793000
29.349833,37.459261000,5335.579166000,322.280124000,5349.000000000,307.000000000,5325.000000000,373.000000000,29.349833000
29.359676,37.459261000,5346.121249000,321.052112000,5360.000000000,308.000000000,5441.000000000,310.000000000,29.359676000
29.359689,37.481233000,5355.609124000,319.946901000,5371.000000000,309.000000000,5441.000000000,310.000000000,29.359689000
29.369679,37.481233000,5378.748212000,321.752211000,5373.000000000,309.500000000,5587.000000000,338.000000000,29.369679000
29.369703,37.507325000,5399.573391000,323.376990000,5375.000000000,310.000000000,5587.000000000,338.000000000,29.369703000
29.379712,37.507325000,5401.016052000,323.439291000,5375.000000000,310.500000000,5414.000000000,324.000000000,29.379712000
29.379780,37.537538000,5402.314447000,323.495362000,5375.000000000,311.000000000,5414.000000000,324.000000000,29.379780000
29.389679,37.537538000,5391.583002000,322.445825000,5373.000000000,311.000000000,5295.000000000,313.000000000,29.389679000
29.389694,37.563629000,5381.924702000,321.501243000,5371.000000000,311.000000000,5295.000000000,313.000000000,29.389694000
29.399649,37.563629000,5374.232232000,321.051119000,5360.000000000,311.000000000,5305.000000000,317.000000000,29.399649000
29.399682,37.588348000,5367.309008000,320.646007000,5349.000000000,311.000000000,5305.000000000,317.000000000,29.399682000
29.409816,37.588348000,5361.578108000,318.481406000,5349.000000000,311.000000000,5310.000000000,299.000000000,29.409816000
29.409849,37.624056000,5356.420297000,316.533265000,5349.000000000,311.000000000,5310.000000000,299.000000000,29.409849000
29.419717,37.624056000,5359.078267000,313.879939000,5360.000000000,311.000000000,5383.000000000,290.000000000,29.419717000
29.419749,37.648775000,5361.470440000,311.491945000,5371.000000000,311.000000000,5383.000000000,290.000000000,29.419749000
29.429714,37.648775000,5354.423396000,310.942751000,5354.500000000,310.500000000,5291.000000000,306.000000000,29.429714000
29.429744,37.674866000,5348.081057000,310.448475000,5338.000000000,310.000000000,5291.000000000,306.000000000,29.429744000
29.439734,37.674866000,5343.872951000,309.903628000,5333.000000000,308.500000000,5306.000000000,305.000000000,29.439734000
29.439765,37.710571000,5340.085656000,309.413265000,5328.000000000,307.000000000,5306.000000000,305.000000000,29.439765000
29.449770,37.710571000,5349.577090000,306.971939000,5333.000000000,307.000000000,5435.000000000,285.000000000,29.449770000
29.449812,37.736665000,5358.119381000,304.774745000,5338.000000000,307.000000000,5435.000000000,285.000000000,29.449812000
29.459609,37.736665000,5380.507443000,308.097270000,5354.500000000,308.500000000,5582.000000000,338.000000000,29.459609000
29.459624,37.768252000,5400.656699000,311.087543000,5371.000000000,310.000000000,5582.000000000,338.000000000,29.459624000
29.470834,37.794343000,5418.791029000,313.778789000,5373.000000000,310.500000000,5582.000000000,338.000000000,29.470834000
29.470873,37.794343000,5415.611926000,314.500910000,5375.000000000,311.000000000,5387.000000000,321.000000000,29.470873000
29.479692,37.794343000,5410.850733000,316.650819000,5373.000000000,311.000000000,5368.000000000,336.000000000,29.479692000
29.479717,37.819061000,5406.565660000,318.585737000,5371.000000000,311.000000000,5368.000000000,336.000000000,29.479717000
29.489608,37.819061000,5402.709094000,316.127163000,5369.500000000,310.500000000,5368.000000000,294.000000000,29.489608000
29.489620,37.852020000,5399.238185000,313.914447000,5368.000000000,310.000000000,5368.000000000,294.000000000,29.489620000
29.499567,37.852020000,5403.614366000,311.423002000,5369.500000000,310.000000000,5443.000000000,289.000000000,29.499567000
29.499591,37.879488000,5407.552930000,309.180702000,5371.000000000,310.000000000,5443.000000000,289.000000000,29.499591000
29.509708,37.879488000,5402.797637000,311.162632000,5369.500000000,310.000000000,5360.000000000,329.000000000,29.509708000
29.509748,37.904207000,5398.517873000,312.946369000,5368.000000000,310.000000000,5360.000000000,329.000000000,29.509748000
29.519688,37.904207000,5392.266086000,317.251732000,5368.000000000,310.500000000,5336.000000000,356.000000000,29.519688000
29.519695,37.941284000,5386.639477000,321.126559000,5368.000000000,311.000000000,5336.000000000,356.000000000,29.519695000
29.529730,37.941284000,5395.675529000,323.213903000,5368.000000000,311.000000000,5477.000000000,342.000000000,29.529730000
29.529759,37.967379000,5403.807976000,325.092513000,5368.000000000,311.000000000,5477.000000000,342.000000000,29.529759000
29.539695,37.967379000,5425.327179000,324.483261000,5368.000000000,312.000000000,5619.000000000,319.000000000,29.539695000
29.539731,38.001711000,5444.694461000,323.934935000,5368.000000000,313.000000000,5619.000000000,319.000000000,29.539731000
29.549675,38.001711000,5448.425015000,322.641442000,5368.000000000,313.000000000,5482.000000000,311.000000000,29.549675000
29.549684,38.027802000,5451.782513000,321.477297000,5368.000000000,313.000000000,5482.000000000,311.000000000,29.549684000
29.559746,38.056643000,5454.804262000,320.429568000,5375.500000000,313.000000000,5482.000000000,311.000000000,29.559746000
29.559768,38.056643000,5448.923836000,320.986611000,5383.000000000,315.000000000,5396.000000000,326.000000000,29.559768000
29.569721,38.056643000,5448.631452000,323.487950000,5385.000000000,315.000000000,5446.000000000,346.000000000,29.569721000
29.569753,38.090975000,5448.368307000,325.739155000,5391.500000000,315.000000000,5446.000000000,346.000000000,29.569753000
29.579869,38.090975000,5451.731476000,328.565239000,5391.500000000,317.000000000,5482.000000000,354.000000000,29.579869000
29.579897,38.117066000,5454.758329000,331.108715000,5391.500000000,318.000000000,5482.000000000,354.000000000,29.579897000
29.589713,38.143161000,5457.482496000,333.397844000,5405.000000000,319.000000000,5482.000000000,354.000000000,29.589713000
29.589738,38.143161000,5451.934246000,332.558060000,5408.000000000,320.000000000,5402.000000000,325.000000000,29.589738000
29.599757,38.143161000,5436.040822000,330.602254000,5408.000000000,319.000000000,5293.000000000,313.000000000,29.599757000
29.599796,38.177493000,5421.736739000,328.842028000,5408.000000000,318.000000000,5293.000000000,313.000000000,29.599796000
29.609730,38.177493000,5425.263066000,329.757825000,5408.000000000,319.000000000,5457.000000000,338.000000000,29.609730000
29.609738,38.202211000,5428.436759000,330.582043000,5408.000000000,320.000000000,5457.000000000,338.000000000,29.609738000
29.619671,38.202211000,5444.693083000,328.623839000,5408.000000000,319.000000000,5591.000000000,311.000000000,29.619671000
29.619683,38.231048000,5459.323775000,326.861455000,5408.000000000,318.000000000,5591.000000000,311.000000000,29.619683000
29.629643,38.231048000,5469.591397000,329.775309000,5408.000000000,318.000000000,5562.000000000,356.000000000,29.629643000
29.629675,38.268129000,5478.832258000,332.397778000,5418.500000000,318.000000000,5562.000000000,356.000000000,29.629675000
29.639542,38.268129000,5474.849032000,333.158000000,5435.000000000,319.000000000,5439.000000000,340.000000000,29.639542000
29.639560,38.296966000,5471.264129000,333.842200000,5437.000000000,320.000000000,5439.000000000,340.000000000,29.639560000
29.649660,38.296966000,5466.537716000,328.057980000,5437.000000000,320.000000000,5424.000000000,276.000000000,29.649660000
29.649698,38.331298000,5462.283944000,322.852182000,5437.000000000,320.000000000,5424.000000000,276.000000000,29.649698000
29.659667,38.331298000,5464.555550000,320.066964000,5439.000000000,320.000000000,5485.000000000,295.000000000,29.659667000
29.659700,38.358766000,5466.599995000,317.560268000,5441.000000000,320.000000000,5485.000000000,295.000000000,29.659700000
29.669671,38.358766000,5466.539995000,318.304241000,5443.000000000,323.000000000,5466.000000000,325.000000000,29.669671000
29.669702,38.386230000,5466.485996000,318.973817000,5444.500000000,325.000000000,5466.000000000,325.000000000,29.669702000
29.679583,38.386230000,5452.437396000,317.176435000,5444.500000000,325.000000000,5326.000000000,301.000000000,29.679583000
29.679615,38.421938000,5439.793657000,315.558792000,5444.500000000,325.000000000,5326.000000000,301.000000000,29.679615000
29.689667,38.421938000,5439.514291000,315.702912000,5444.500000000,325.000000000,5437.000000000,317.000000000,29.689667000
29.689695,38.449402000,5439.262862000,315.832621000,5444.500000000,325.000000000,5437.000000000,317.000000000,29.689695000
29.699564,38.449402000,5452.836576000,311.749359000,5446.000000000,325.000000000,5575.000000000,275.000000000,29.699564000
29.699579,38.476870000,5465.052918000,308.074423000,5451.500000000,325.000000000,5575.000000000,275.000000000,29.699579000
29.709628,38.476870000,5470.247626000,310.666981000,5451.500000000,325.000000000,5517.000000000,334.000000000,29.709628000
29.709645,38.515321000,5474.922864000,313.000283000,5451.500000000,325.000000000,5517.000000000,334.000000000,29.709645000
29.719711,38.515321000,5470.830577000,315.100255000,5446.000000000,325.000000000,5434.000000000,334.000000000,29.719711000
29.719748,38.540039000,5467.147520000,316.990229000,5446.000000000,325.000000000,5434.000000000,334.000000000,29.719748000
29.729609,38.540039000,5467.332768000,320.591206000,5451.500000000,325.000000000,5469.000000000,353.000000000,29.729609000
29.729625,38.568880000,5467.499491000,323.832086000,5457.000000000,325.000000000,5469.000000000,353.000000000,29.729625000
29.739603,38.568880000,5473.049542000,327.048877000,5461.500000000,325.500000000,5523.000000000,356.000000000,29.739603000
29.739626,38.605957000,5478.044588000,329.943989000,5466.000000000,327.500000000,5523.000000000,356.000000000,29.739626000
29.749720,38.605957000,5469.040129000,324.349590000,5466.000000000,327.500000000,5388.000000000,274.000000000,29.749720000
29.749765,38.634798000,5460.936116000,319.314631000,5466.000000000,327.500000000,5388.000000000,274.000000000,29.749765000
29.759703,38.634798000,5453.342504000,322.183168000,5466.000000000,327.500000000,5385.000000000,348.000000000,29.759703000
29.759747,38.670502000,5446.508254000,324.764851000,5466.000000000,330.000000000,5385.000000000,348.000000000,29.759747000
29.769648,38.670502000,5445.257429000,324.388366000,5466.000000000,325.500000000,5434.000000000,321.000000000,29.769648000
29.769674,38.699343000,5444.131686000,324.049530000,5466.000000000,325.000000000,5434.000000000,321.000000000,29.769674000
29.779616,38.699343000,5460.418517000,324.544577000,5466.000000000,325.000000000,5607.000000000,329.000000000,29.779616000
29.779644,38.729553000,5475.076665000,324.990119000,5466.000000000,325.000000000,5607.000000000,329.000000000,29.779644000
29.789669,38.729553000,5470.568999000,321.391107000,5461.500000000,325.000000000,5430.000000000,289.000000000,29.789669000
29.789715,38.768007000,5466.512099000,318.151996000,5457.000000000,325.000000000,5430.000000000,289.000000000,29.789715000
29.799675,38.768007000,5457.760889000,317.436797000,5451.500000000,325.000000000,5379.000000000,311.000000000,29.799675000
29.799717,38.795471000,5449.884800000,316.793117000,5446.000000000,325.000000000,5379.000000000,311.000000000,29.799717000
29.809719,38.795471000,5446.896320000,317.513805000,5442.500000000,325.000000000,5420.000000000,324.000000000,29.809719000
29.809745,38.824312000,5444.206688000,318.162425000,5442.500000000,325.000000000,5420.000000000,324.000000000,29.809745000
29.819789,38.824312000,5445.886019000,318.046182000,5442.500000000,324.500000000,5461.000000000,317.000000000,29.819789000
29.819825,38.862762000,5447.397417000,317.941564000,5448.000000000,324.000000000,5461.000000000,317.000000000,29.819825000
29.829596,38.862762000,5434.657676000,319.747408000,5439.000000000,324.000000000,5320.000000000,336.000000000,29.829596000
29.829611,38.888857000,5423.191908000,321.372667000,5438.000000000,324.000000000,5320.000000000,336.000000000,29.829611000
29.839638,38.888857000,5416.572717000,320.535400000,5437.000000000,322.500000000,5357.000000000,313.000000000,29.839638000
29.839668,38.927307000,5410.615446000,319.781860000,5437.000000000,321.000000000,5357.000000000,313.000000000,29.839668000
29.849668,38.927307000,5416.353901000,318.303674000,5438.000000000,321.000000000,5468.000000000,305.000000000,29.849668000
29.849696,38.957521000,5421.518511000,316.973307000,5439.000000000,321.000000000,5468.000000000,305.000000000,29.849696000
29.859545,38.957521000,5432.066660000,320.075976000,5439.000000000,321.000000000,5527.000000000,348.000000000,29.859545000
29.859561,38.986361000,5441.559994000,322.868378000,5439.000000000,321.000000000,5527.000000000,348.000000000,29.859561000
29.869678,38.986361000,5435.103994000,323.181541000,5438.000000000,322.500000000,5377.000000000,326.000000000,29.869678000
29.869727,39.023439000,5429.293595000,323.463387000,5437.000000000,324.000000000,5377.000000000,326.000000000,29.869727000
29.879700,39.023439000,5425.064235000,324.417048000,5435.500000000,324.000000000,5387.000000000,333.000000000,29.879700000
29.879734,39.053652000,5421.257812000,325.275343000,5434.000000000,324.000000000,5387.000000000,333.000000000,29.879734000
29.889621,39.053652000,5420.932031000,326.347809000,5434.000000000,324.000000000,5418.000000000,336.000000000,29.889621000
29.889647,39.083862000,5420.638828000,327.313028000,5434.000000000,324.000000000,5418.000000000,336.000000000,29.889647000
29.899589,39.083862000,5421.274945000,329.381725000,5434.000000000,324.500000000,5427.000000000,348.000000000,29.899589000
29.899613,39.123689000,5421.847450000,331.243553000,5434.000000000,325.000000000,5427.000000000,348.000000000,29.899613000
29.909724,39.123689000,5410.262705000,329.119197000,5432.000000000,325.000000000,5306.000000000,310.000000000,29.909724000
29.909769,39.151153000,5399.836435000,327.207278000,5430.000000000,325.000000000,5306.000000000,310.000000000,29.909769000
29.919671,39.151153000,5402.852791000,329.886550000,5430.000000000,325.500000000,5430.000000000,354.000000000,29.919671000
29.919687,39.179994000,5405.567512000,332.297895000,5430.000000000,326.000000000,5430.000000000,354.000000000,29.919687000
29.929536,39.179994000,5425.110761000,335.068105000,5430.000000000,327.500000000,5601.000000000,360.000000000,29.929536000
29.929553,39.221193000,5442.699685000,337.561295000,5430.000000000,329.000000000,5601.000000000,360.000000000,29.929553000
29.939574,39.221193000,5438.429716000,334.905165000,5430.000000000,329.000000000,5400.000000000,311.000000000,29.939574000
29.939591,39.247285000,5434.586745000,332.514649000,5430.000000000,329.000000000,5400.000000000,311.000000000,29.939591000
29.949606,39.247285000,5426.428070000,333.863184000,5428.500000000,331.000000000,5353.000000000,346.000000000,29.949606000
29.949628,39.285739000,5419.085263000,335.076866000,5427.000000000,333.000000000,5353.000000000,346.000000000,29.949628000
29.959633,39.285739000,5416.376737000,334.369179000,5423.500000000,331.000000000,5392.000000000,328.000000000,29.959633000
29.959669,39.315949000,5413.939063000,333.732261000,5420.000000000,329.000000000,5392.000000000,328.000000000,29.959669000
29.969583,39.315949000,5419.345157000,334.759035000,5420.000000000,329.000000000,5468.000000000,344.000000000,29.969583000
29.969608,39.346162000,5424.210641000,335.683131000,5420.000000000,329.000000000,5468.000000000,344.000000000,29.969608000
29.979650,39.346162000,5413.889577000,332.014818000,5419.000000000,328.500000000,5321.000000000,299.000000000,29.979650000
29.979679,39.384612000,5404.600619000,328.713337000,5418.000000000,328.000000000,5321.000000000,299.000000000,29.979679000
29.989626,39.384612000,5411.440557000,332.942003000,5418.000000000,328.000000000,5473.000000000,371.000000000,29.989626000
29.989654,39.414826000,5417.596502000,336.747803000,5418.000000000,328.000000000,5473.000000000,371.000000000,29.989654000
29.999666,39.414826000,5428.736852000,333.973022000,5419.000000000,328.000000000,5529.000000000,309.000000000,29.999666000
29.999710,39.446412000,5438.763166000,331.475720000,5420.000000000,328.000000000,5529.000000000,309.000000000,29.999710000
30.009581,39.446412000,5438.286850000,326.228148000,5423.500000000,327.000000000,5434.000000000,279.000000000,30.009581000
30.009599,39.486239000,5437.858165000,321.505333000,5427.000000000,326.000000000,5434.000000000,279.000000000,30.009599000
30.019748,39.486239000,5426.172348000,323.154800000,5423.500000000,327.000000000,5321.000000000,338.000000000,30.019748000
30.019780,39.513703000,5415.655113000,324.639320000,5420.000000000,328.000000000,5321.000000000,338.000000000,30.019780000
30.029546,39.513703000,5407.089602000,323.875388000,5419.000000000,327.000000000,5330.000000000,317.000000000,30.029546000
30.029562,39.545289000,5399.380642000,323.187849000,5418.000000000,326.000000000,5330.000000000,317.000000000,30.029562000
30.039671,39.545289000,5406.342578000,326.269064000,5418.000000000,327.000000000,5469.000000000,354.000000000,30.039671000
30.039702,39.583740000,5412.608320000,329.042158000,5418.000000000,328.000000000,5469.000000000,354.000000000,30.039702000
30.049690,39.583740000,5413.747488000,333.037942000,5419.000000000,330.500000000,5424.000000000,369.000000000,30.049690000
30.049735,39.613953000,5414.772739000,336.634148000,5420.000000000,333.000000000,5424.000000000,369.000000000,30.049735000
30.059650,39.613953000,5425.595465000,341.370733000,5422.000000000,334.500000000,5523.000000000,384.000000000,30.059650000
30.059682,39.655153000,5435.335919000,345.633660000,5424.000000000,336.000000000,5523.000000000,384.000000000,30.059682000
30.069693,39.655153000,5448.202327000,344.870294000,5424.000000000,336.000000000,5564.000000000,338.000000000,30.069693000
30.069719,39.686739000,5459.782094000,344.183264000,5424.000000000,336.000000000,5564.000000000,338.000000000,30.069719000
30.079595,39.686739000,5458.303885000,342.364938000,5425.500000000,336.000000000,5445.000000000,326.000000000,30.079595000
30.079631,39.714203000,5456.973496000,340.728444000,5427.000000000,336.000000000,5445.000000000,326.000000000,30.079631000
30.089529,39.714203000,5450.376147000,343.855600000,5427.000000000,337.000000000,5391.000000000,372.000000000,30.089529000
30.089547,39.756776000,5444.438532000,346.670040000,5427.000000000,338.000000000,5391.000000000,372.000000000,30.089547000
