__time,/debug_geometry/a,/debug_geometry/b,/debug_geometry/c,/debug_geometry/d,/debug_geometry/e,/debug_geometry/f,/debug_geometry/fc,/debug_geometry/lw,/debug_geometry/w
1782808477.110403,0.000000000,0.252559597,1.006825415,0.919268861,0.164037684,0.000550356,81854.804569902,3.923847370,11.480900229
1782808477.120441,0.000000000,0.252599374,1.006912266,0.919260668,0.164165155,0.000550229,82393.113933270,3.923922195,11.553513794
1782808477.130767,0.000000000,0.252688503,1.007106736,0.919244266,0.164291278,0.000550102,82837.169679580,3.923996513,11.612876376
1782808477.140422,0.000000000,0.252790224,1.007328449,0.919225108,0.164468415,0.000549924,82719.696364599,3.924099708,11.592347010
1782808477.150436,0.000000000,0.252994453,1.007772851,0.919189459,0.164591376,0.000549796,82650.957483641,3.924172808,11.579815921
1782808477.160516,0.000000000,0.253035461,1.007861966,0.919181219,0.164701542,0.000549686,82584.782896321,3.924235742,11.568035364
1782808477.170190,0.000000000,0.253090982,1.007982554,0.919170226,0.164836980,0.000549550,82542.258515477,3.924312686,11.558991907
1782808477.180598,0.000000000,0.253178738,1.008173003,0.919153720,0.164980069,0.000549405,83295.615078172,3.924393805,11.661180359
1782808477.190381,0.000000000,0.253281630,1.008396070,0.919134440,0.165139830,0.000549244,83557.420102456,3.924483706,11.694121685
1782808477.200190,0.000000000,0.253436387,1.008731108,0.919106851,0.165263932,0.000549116,83568.548630984,3.924554101,11.692749543
1782808477.210355,0.000000000,0.253508929,1.008887961,0.919093037,0.165390194,0.000548988,83519.525810718,3.924623977,11.682963059
1782808477.220429,0.000000000,0.253562445,1.009003595,0.919081976,0.165551152,0.000548826,83470.522627781,3.924711778,11.672401909
1782808477.230769,0.000000000,0.253666539,1.009228320,0.919062599,0.165693592,0.000548681,83408.454373696,3.924789639,11.660409024
1782808477.240320,0.000000000,0.253755462,1.009420092,0.919045971,0.165819323,0.000548553,83352.940835296,3.924857802,11.649726693
1782808477.250414,0.000000000,0.253837922,1.009597757,0.919029323,0.166030575,0.000548340,83303.968670996,3.924970275,11.638016070
1782808477.260310,0.000000000,0.253926814,1.009789100,0.919012655,0.166156222,0.000548211,83310.269993909,3.925037085,11.635976563
1782808477.270330,0.000000000,0.254015688,1.009980220,0.918995969,0.166281836,0.000548083,83529.891413871,3.925103387,11.663723737
1782808477.280657,0.000000000,0.254163130,1.010296874,0.918968116,0.166499659,0.000547861,83725.109539319,3.925217104,11.685897470
1782808477.290308,0.000000000,0.254283509,1.010555027,0.918945796,0.166641377,0.000547715,83816.115296603,3.925290634,11.695270879
1782808477.300328,0.000000000,0.254401270,1.010807236,0.918923442,0.166817213,0.000547535,83760.700048064,3.925380560,11.683429737
1782808477.310624,0.000000000,0.254407966,1.010821568,0.918920646,0.166944893,0.000547406,83448.122069622,3.925444190,11.636905488
1782808477.320592,0.000000000,0.254513161,1.011046571,0.918901054,0.167069857,0.000547277,83223.466137237,3.925507313,11.602660957
1782808477.330847,0.000000000,0.254580961,1.011191451,0.918887045,0.167255440,0.000547089,83174.608332500,3.925598976,11.591575130
1782808477.340283,0.000000000,0.254734055,1.011518196,0.918858986,0.167396041,0.000546942,83000.428313170,3.925669055,11.564004999
1782808477.350410,0.000000000,0.254838532,1.011740864,0.918839314,0.167529415,0.000546805,83103.787597540,3.925734418,11.575299899
1782808477.360543,0.000000000,0.254924628,1.011924166,0.918822431,0.167688780,0.000546641,83017.537573238,3.925811283,11.559602616
1782808477.370700,0.000000000,0.254962786,1.012005348,0.918813983,0.167832395,0.000546495,82745.757988359,3.925879369,11.518474061
1782808477.380325,0.000000000,0.255082959,1.012260802,0.918791430,0.167973743,0.000546348,82541.535926987,3.925946813,11.486768262
1782808477.390212,0.000000000,0.255312047,1.012746839,0.918749053,0.168188558,0.000546124,82486.250893526,3.926048686,11.474066392
1782808477.400159,0.000000000,0.255365896,1.012860907,0.918737734,0.168340095,0.000545969,82694.716449362,3.926118319,11.499588732
1782808477.410330,0.000000000,0.255419083,1.012973507,0.918726405,0.168500101,0.000545805,82980.477717690,3.926191028,11.535645520
1782808477.420415,0.000000000,0.255505701,1.013156739,0.918709395,0.168650663,0.000545649,83038.392331120,3.926259169,11.540206129
1782808477.430271,0.000000000,0.255608694,1.013374385,0.918689527,0.168800706,0.000545494,82860.298255303,3.926326569,11.511973239
1782808477.440393,0.000000000,0.255709045,1.013586207,0.918669633,0.168984744,0.000545303,82882.430255689,3.926407961,11.510790602
1782808477.450464,0.000000000,0.255813300,1.013806022,0.918649713,0.169117677,0.000545165,82793.935084632,3.926466467,11.495407459
1782808477.460373,0.000000000,0.255867713,1.013920649,0.918638319,0.169260434,0.000545017,82742.021339324,3.926527996,11.484915637
1782808477.470495,0.000000000,0.255933908,1.014060000,0.918624064,0.169462202,0.000544809,82686.878345480,3.926613752,11.472628617
1782808477.480438,0.000000000,0.256135752,1.014484287,0.918586939,0.169600773,0.000544662,82643.233894101,3.926673709,11.463293278
1782808477.490337,0.000000000,0.256234043,1.014690558,0.918569775,0.169598043,0.000544662,82773.679100391,3.926673709,11.481387096
1782808477.500420,0.000000000,0.256300833,1.014830591,0.918555456,0.169791178,0.000544462,82944.582753457,3.926753792,11.500639343
1782808477.510893,0.000000000,0.256387926,1.015013039,0.918538257,0.169932828,0.000544314,82870.046941968,3.926812215,11.487016088
1782808477.520347,0.000000000,0.256475001,1.015195270,0.918521039,0.170074436,0.000544167,82644.070750546,3.926869986,11.452412976
1782808477.530566,0.000000000,0.256687768,1.015639814,0.918480789,0.170280244,0.000543949,82662.257421672,3.926953759,11.450109540
1782808477.540433,0.000000000,0.256791157,1.015855447,0.918460625,0.170421290,0.000543801,82627.704662494,3.927009919,11.442044825
1782808477.550746,0.000000000,0.256844760,1.015967149,0.918449091,0.170572146,0.000543644,82572.683442952,3.927068672,11.430956680
1782808477.560198,0.000000000,0.256944807,1.016175454,0.918428887,0.170755508,0.000543452,82514.442744635,3.927139492,11.418657143
1782808477.570414,0.000000000,0.257063829,1.016422964,0.918405765,0.170904428,0.000543295,82443.277712769,3.927196619,11.405345759
1782808477.580209,0.000000000,0.257165143,1.016633390,0.918385506,0.171070722,0.000543121,82219.053161915,3.927259244,11.370488248
1782808477.590420,0.000000000,0.257248751,1.016806862,0.918368120,0.171254332,0.000542928,81959.076937052,3.927327078,11.330327243
1782808477.600411,0.000000000,0.257335645,1.016986983,0.918350714,0.171395548,0.000542780,81658.488292698,3.927378751,11.285533249
1782808477.610447,0.000000000,0.257546725,1.017423796,0.918310029,0.171617704,0.000542543,81603.568841232,3.927459485,11.272801310
1782808477.620401,0.000000000,0.257666927,1.017672086,0.918286733,0.171749428,0.000542403,81516.367609807,3.927506549,11.257711752
1782808477.630423,0.000000000,0.257752415,1.017848467,0.918269239,0.171907407,0.000542237,81464.713382571,3.927561685,11.246966530
1782808477.640608,0.000000000,0.257786847,1.017919460,0.918260486,0.172092103,0.000542044,81403.394010110,3.927624513,11.234321936
1782808477.650196,0.000000000,0.257904989,1.018162843,0.918237118,0.172249048,0.000541877,80966.188103042,3.927677891,11.170394745
1782808477.660199,0.000000000,0.258023767,1.018407210,0.918213717,0.172397489,0.000541719,80821.898241690,3.927727708,11.147093726
1782808477.670469,0.000000000,0.258104506,1.018573134,0.918196145,0.172614416,0.000541490,80690.615734057,3.927798384,11.124091801
1782808477.680623,0.000000000,0.258092512,1.018548495,0.918196145,0.172766448,0.000541332,80250.347115105,3.927846415,11.060025868
1782808477.690669,0.000000000,0.258177881,1.018723795,0.918178553,0.172924096,0.000541165,79997.031093628,3.927896320,11.021568197
1782808477.700119,0.000000000,0.258389243,1.019157089,0.918137431,0.173137058,0.000540936,79813.756282090,3.927963293,10.991476418
1782808477.710248,0.000000000,0.258507216,1.019398488,0.918113887,0.173293671,0.000540768,79852.109715852,3.928011276,10.993218496
1782808477.720406,0.000000000,0.258606150,1.019600684,0.918093259,0.173484420,0.000540565,79986.263143408,3.928068266,11.007395638
1782808477.730193,0.000000000,0.258626097,1.019641423,0.918087360,0.173643686,0.000540398,79878.070301447,3.928114441,10.988966337
1782808477.740447,0.000000000,0.258760995,1.019916696,0.918060789,0.173791219,0.000540239,79621.635642473,3.928157435,10.950345068
1782808477.750153,0.000000000,0.258891836,1.020183292,0.918034176,0.173989256,0.000540026,79441.678243534,3.928213625,10.921148132
1782808477.760153,0.000000000,0.258976357,1.020355299,0.918016410,0.174154933,0.000539849,79398.704281535,3.928259461,10.911536013
1782808477.770131,0.000000000,0.259062200,1.020529830,0.917998625,0.174303698,0.000539690,79202.587261728,3.928299936,10.881258952
1782808477.780436,0.000000000,0.259141976,1.020691875,0.917980821,0.174528159,0.000539451,78998.272156251,3.928359279,10.848214193
1782808477.790623,0.000000000,0.259390242,1.021195233,0.917933251,0.174680557,0.000539282,78911.563848106,3.928400058,10.832809891
1782808477.800478,0.000000000,0.259471291,1.021359254,0.917915378,0.174888024,0.000539060,78850.562153641,3.928452467,10.819838063
1782808477.810254,0.000000000,0.259523737,1.021465311,0.917903452,0.175045895,0.000538892,78804.513202418,3.928491353,10.810027286
1782808477.820466,0.000000000,0.259656354,1.021733212,0.917876587,0.175218191,0.000538705,78855.870379860,3.928533389,10.813209887
1782808477.830240,0.000000000,0.259769933,1.021962334,0.917852671,0.175424483,0.000538483,78886.177977405,3.928582131,10.812766443
1782808477.840858,0.000000000,0.259854925,1.022133596,0.917834712,0.175581236,0.000538314,79001.349901262,3.928618230,10.825052370
1782808477.850471,0.000000000,0.259939894,1.022304647,0.917816734,0.175737956,0.000538144,78940.462151752,3.928653519,10.813211163
1782808477.860550,0.000000000,0.260053381,1.022532852,0.917792734,0.175944017,0.000537921,78879.584905764,3.928698707,10.800273493
1782808477.870339,0.000000000,0.260285619,1.022998933,0.917747644,0.176087961,0.000537761,79058.315916851,3.928730367,10.821427065
1782808477.880334,0.000000000,0.260336569,1.023101021,0.917735600,0.176262197,0.000537573,79318.082006769,3.928766379,10.853099564
1782808477.890461,0.000000000,0.260464877,1.023357851,0.917708469,0.176484328,0.000537332,79233.784435467,3.928811224,10.836576114
1782808477.900242,0.000000000,0.260564643,1.023557291,0.917687338,0.176656998,0.000537144,79147.396958542,3.928844961,10.820885630
1782808477.910366,0.000000000,0.260710513,1.023848491,0.917657106,0.176861697,0.000536921,79080.241325129,3.928883829,10.807094241
1782808477.920335,0.000000000,0.260762052,1.023951263,0.917644999,0.177027297,0.000536742,79293.296329644,3.928913909,10.832512165
1782808477.930221,0.000000000,0.260878694,1.024183632,0.917620758,0.177190921,0.000536562,79258.674206584,3.928943084,10.824086314
1782808477.940559,0.000000000,0.261007495,1.024439864,0.917593447,0.177404237,0.000536329,79138.628669815,3.928979665,10.802894008
1782808477.950462,0.000000000,0.261156614,1.024736050,0.917563052,0.177566771,0.000536150,79055.589224579,3.929006763,10.787872213
1782808477.960544,0.000000000,0.261224340,1.024870405,0.917547834,0.177731645,0.000535970,79138.233662138,3.929032961,10.795459139
1782808477.970279,0.000000000,0.261319128,1.025058271,0.917526508,0.177962345,0.000535718,79176.943975277,3.929068118,10.795570874
1782808477.980438,0.000000000,0.261550827,1.025516633,0.917480721,0.178105585,0.000535556,79234.112096914,3.929089785,10.800040388
1782808477.990795,0.000000000,0.261650315,1.025713076,0.917459313,0.178277657,0.000535367,79323.201091980,3.929114140,10.808299668
1782808478.000260,0.000000000,0.261729415,1.025869104,0.917440943,0.178500212,0.000535124,79256.250266936,3.929143989,10.794188106
1782808478.010241,0.000000000,0.261861356,1.026129047,0.917413353,0.178671178,0.000534935,79170.210585162,3.929166069,10.778593622
1782808478.020516,0.000000000,0.261989839,1.026381803,0.917385720,0.178883768,0.000534700,79103.311338808,3.929192025,10.764690700
1782808478.030225,0.000000000,0.262072955,1.026545114,0.917367274,0.179056022,0.000534510,79401.391619659,3.929211877,10.801366981
1782808478.040493,0.000000000,0.262171613,1.026738760,0.917345729,0.179236042,0.000534311,79266.181416547,3.929231604,10.778908380
1782808478.050499,0.000000000,0.262282366,1.026955886,0.917321076,0.179465522,0.000534058,79586.819568579,3.929255134,10.817314403
1782808478.060235,0.000000000,0.262512273,1.027405730,0.917274759,0.179624881,0.000533877,79497.754534092,3.929270856,10.801502312
1782808478.070474,0.000000000,0.262579032,1.027536131,0.917259294,0.179797331,0.000533687,79399.987260248,3.929286394,10.784331063
1782808478.080516,0.000000000,0.262657191,1.027688673,0.917240718,0.180027464,0.000533433,79611.565108381,3.929305561,10.807871618
1782808478.090479,0.000000000,0.262855155,1.028074427,0.917200406,0.180179274,0.000533260,79488.426103074,3.929317561,10.787633377
1782808478.100253,0.000000000,0.262949474,1.028257909,0.917178662,0.180408729,0.000533006,79428.076788745,3.929333758,10.774258686
1782808478.110254,0.000000000,0.263031670,1.028417646,0.917160004,0.180588705,0.000532806,79471.025808298,3.929345243,10.776008639
1782808478.120468,0.000000000,0.263179435,1.028704426,0.917128866,0.180758370,0.000532615,79367.025262077,3.929355187,10.758020836
1782808478.130645,0.000000000,0.263306787,1.028951200,0.917100796,0.180978259,0.000532369,79202.741871747,3.929366508,10.730767494
1782808478.140404,0.000000000,0.263421328,1.029172841,0.917075810,0.181157036,0.000532169,79117.122154723,3.929374517,10.715109547
1782808478.150796,0.000000000,0.263519627,1.029362819,0.917053919,0.181336203,0.000531968,78996.110043400,3.929381432,10.694669357
1782808478.160354,0.000000000,0.263629258,1.029574445,0.917028869,0.181572892,0.000531704,78858.040211842,3.929388880,10.670645808
1782808478.170650,0.000000000,0.263793724,1.029891420,0.916994371,0.181733371,0.000531521,78766.178998319,3.929392909,10.654543493
1782808478.180287,0.000000000,0.263892615,1.030081723,0.916972384,0.181904039,0.000531329,78685.767117736,3.929396169,10.639814115
1782808478.190246,0.000000000,0.264098655,1.030477523,0.916928332,0.182145778,0.000531055,78699.863333479,3.929399099,10.636216170
1782808478.200465,0.000000000,0.264231262,1.030731761,0.916899959,0.182298730,0.000530881,78604.943799678,3.929399903,10.619906451
1782808478.210514,0.000000000,0.264325176,1.030911579,0.916877862,0.182527112,0.000530624,78430.106512522,3.929399604,10.591165502
1782808478.220511,0.000000000,0.264423235,1.031099125,0.916855738,0.182705717,0.000530423,78243.922390772,3.929398127,10.562010815
1782808478.230460,0.000000000,0.264553648,1.031348222,0.916827256,0.182883290,0.000530221,78237.882742814,3.929395557,10.557182919
1782808478.240344,0.000000000,0.264696027,1.031619744,0.916795559,0.183109880,0.000529964,78202.562231908,3.929390707,10.547312580
1782808478.250195,0.000000000,0.264777798,1.031775482,0.916776516,0.183288755,0.000529761,78177.626848520,3.929385654,10.539939963
1782808478.260556,0.000000000,0.264923575,1.032052758,0.916744735,0.183473851,0.000529550,78108.181891661,3.929379203,10.526389349
1782808478.270277,0.000000000,0.265081293,1.032352219,0.916709715,0.183707910,0.000529283,78069.788626722,3.929369367,10.515937147
1782808478.280174,0.000000000,0.265196723,1.032571039,0.916684206,0.183869035,0.000529099,77978.319160832,3.929361479,10.499980831
1782808478.290150,0.000000000,0.265277673,1.032724319,0.916665052,0.184055842,0.000528887,77859.868894411,3.929351290,10.479856446
1782808478.300241,0.000000000,0.265500627,1.033145741,0.916617084,0.184279346,0.000528628,77842.778529104,3.929337275,10.472475173
1782808478.310699,0.000000000,0.265598372,1.033330154,0.916594658,0.184457243,0.000528425,77622.732413676,3.929325021,10.438890373
1782808478.320568,0.000000000,0.265690474,1.033503725,0.916572207,0.184700967,0.000528148,77599.838818416,3.929306550,10.430384298
1782808478.330271,0.000000000,0.265884417,1.033868615,0.916530443,0.184883955,0.000527935,77505.404356518,3.929291013,10.413535268
1782808478.340473,0.000000000,0.265999623,1.034084974,0.916504698,0.185044627,0.000527750,77484.307407465,3.929276533,10.407088144
1782808478.350456,0.000000000,0.266090901,1.034256191,0.916482143,0.185296242,0.000527463,77370.134339467,3.929252304,10.386161629
1782808478.360453,0.000000000,0.266252378,1.034558637,0.916446648,0.185479952,0.000527249,77272.669690462,3.929232925,10.368934484
1782808478.370502,0.000000000,0.266381507,1.034800085,0.916417559,0.185664571,0.000527036,77200.388732276,3.929212352,10.355095707
1782808478.380407,0.000000000,0.266490921,1.035004382,0.916391667,0.185890670,0.000526776,77111.044476891,3.929185697,10.338078199
1782808478.390505,0.000000000,0.266603828,1.035214929,0.916365741,0.186075605,0.000526562,77023.124845230,3.929162476,10.322160786
1782808478.400257,0.000000000,0.266728598,1.035447273,0.916336534,0.186309213,0.000526292,76968.021339138,3.929131495,10.309572001
1782808478.410582,0.000000000,0.266858980,1.035689705,0.916307284,0.186477042,0.000526097,76859.940803851,3.929107878,10.291332142
1782808478.420337,0.000000000,0.266955643,1.035869200,0.916284504,0.186662216,0.000525882,76794.085225949,3.929080868,10.278396127
1782808478.430402,0.000000000,0.267095705,1.036128923,0.916251917,0.186903194,0.000525603,76721.977264844,3.929043842,10.263378377
1782808478.440241,0.000000000,0.267305172,1.036516547,0.916206207,0.187084682,0.000525388,76627.963403969,3.929014080,10.246692439
1782808478.450434,0.000000000,0.267385597,1.036665122,0.916186586,0.187270086,0.000525173,76555.917817455,3.928983123,10.232952942
1782808478.460503,0.000000000,0.267477147,1.036834078,0.916163670,0.187512192,0.000524893,76483.899299049,3.928940954,10.217976755
1782808478.470227,0.000000000,0.267686438,1.037219643,0.916117761,0.187693401,0.000524677,76390.009884751,3.928907247,10.201336649
1782808478.480408,0.000000000,0.267783588,1.037398292,0.916094768,0.187869859,0.000524471,76318.053738009,3.928873887,10.187812299
1782808478.490214,0.000000000,0.267970238,1.037740952,0.916051998,0.188124968,0.000524171,76168.681568540,3.928823414,10.162188845
1782808478.500250,0.000000000,0.268131279,1.038035988,0.916019039,0.188119937,0.000524171,76085.741436955,3.928823414,10.151123230
1782808478.510412,0.000000000,0.268260526,1.038272371,0.915989329,0.188295199,0.000523965,76166.310301972,3.928787373,10.157964972
1782808478.520282,0.000000000,0.268337167,1.038412372,0.915969499,0.188520885,0.000523702,76246.943117890,3.928739925,10.163740419
1782808478.530269,0.000000000,0.268481722,1.038676083,0.915936407,0.188703632,0.000523486,76498.415635972,3.928699625,10.193158735
1782808478.540282,0.000000000,0.268626227,1.038939254,0.915903262,0.188886294,0.000523270,76443.699315915,3.928658130,10.181767772
1782808478.550344,0.000000000,0.268748169,1.039160983,0.915873387,0.189142776,0.000522969,76647.807024321,3.928598413,10.203233576
1782808478.560511,0.000000000,0.268892580,1.039423150,0.915840142,0.189325219,0.000522752,76938.623029014,3.928554068,10.237820030
1782808478.570278,0.000000000,0.269052304,1.039712596,0.915803513,0.189515236,0.000522526,76996.314371848,3.928506518,10.241187058
1782808478.580227,0.000000000,0.269143372,1.039877379,0.915780170,0.189756058,0.000522243,77024.053502051,3.928445250,10.239487336
1782808478.590227,0.000000000,0.269256209,1.040081307,0.915753460,0.189931119,0.000522035,76930.589183961,3.928399030,10.223114827
1782808478.600215,0.000000000,0.269480780,1.040486351,0.915703289,0.190110680,0.000521818,76862.077436623,3.928349541,10.209887205
1782808478.610713,0.000000000,0.269586352,1.040676390,0.915676483,0.190366903,0.000521515,76670.846497677,3.928278702,10.178762719
1782808478.620200,0.000000000,0.269682276,1.040848855,0.915653001,0.190550332,0.000521298,76571.277731347,3.928226359,10.161436129
1782808478.630275,0.000000000,0.269884835,1.041212394,0.915605958,0.190795084,0.000521004,76619.376634268,3.928153926,10.162279177
1782808478.640285,0.000000000,0.269997456,1.041414139,0.915579030,0.190969690,0.000520795,76513.246678797,3.928101201,10.144276175
1782808478.650374,0.000000000,0.270077221,1.041556862,0.915558811,0.191153355,0.000520577,76435.116475021,3.928044913,10.129816537
1782808478.660660,0.000000000,0.270309514,1.041971727,0.915504804,0.191421056,0.000520254,76397.852991182,3.927959520,10.118818682
1782808478.670311,0.000000000,0.270420567,1.042169656,0.915477749,0.191611598,0.000520026,76292.292742800,3.927897671,10.100565792
1782808478.680450,0.000000000,0.270531584,1.042367257,0.915450661,0.191802051,0.000519798,76291.058298419,3.927834522,10.096130753
1782808478.690131,0.000000000,0.270510642,1.042330003,0.915450661,0.192037023,0.000519522,76228.816307314,3.927756481,10.082736170
1782808478.700138,0.000000000,0.270653682,1.042584278,0.915416754,0.192226253,0.000519293,76126.685649059,3.927690462,10.064964704
1782808478.710422,0.000000000,0.270776298,1.042801902,0.915386192,0.192464443,0.000519007,76235.412396669,3.927606116,10.074003965
1782808478.720150,0.000000000,0.270901760,1.043024243,0.915355588,0.192670172,0.000518759,76142.479231991,3.927531364,10.057103879
1782808478.730198,0.000000000,0.271061407,1.043306681,0.915318125,0.192850480,0.000518539,76086.378430233,3.927463976,10.045610922
1782808478.740294,0.000000000,0.271215913,1.043579510,0.915280599,0.193087287,0.000518252,76015.193760042,3.927374276,10.030890970
1782808478.750859,0.000000000,0.271342680,1.043802976,0.915249848,0.193276523,0.000518023,76044.448196304,3.927301055,10.030492424
1782808478.760456,0.000000000,0.271486145,1.044055467,0.915215630,0.193457080,0.000517803,75762.701345980,3.927229664,9.989262605
1782808478.770182,0.000000000,0.271605555,1.044265290,0.915184789,0.193726812,0.000517477,75657.418865599,3.927121947,9.969378019
1782808478.780203,0.000000000,0.271780208,1.044571639,0.915143602,0.193914188,0.000517247,75674.438891167,3.927044340,9.967381994
1782808478.790450,0.000000000,0.271890782,1.044765258,0.915116102,0.194103538,0.000517016,75600.317373668,3.926965434,9.953384385
1782808478.800228,0.000000000,0.272108215,1.045145234,0.915064448,0.194345565,0.000516718,75560.406059011,3.926861588,9.942662413
1782808478.810192,0.000000000,0.272204156,1.045312577,0.915040302,0.194519123,0.000516507,75733.309378222,3.926786575,9.961524837
1782808478.820349,0.000000000,0.272307304,1.045492277,0.915012676,0.194788649,0.000516180,75413.978021580,3.926668504,9.913536626
1782808478.830136,0.000000000,0.272529623,1.045878824,0.914960785,0.194973939,0.000515949,75187.084824406,3.926583587,9.879497978
1782808478.840430,0.000000000,0.272655953,1.046098011,0.914929594,0.195162252,0.000515717,75201.022395865,3.926497372,9.877115969
1782808478.850438,0.000000000,0.272760405,1.046278983,0.914901834,0.195415274,0.000515409,75429.839746263,3.926380397,9.901534254
1782808478.860523,0.000000000,0.272917138,1.046550108,0.914863608,0.195618386,0.000515158,75331.317240481,3.926283656,9.884028603
1782808478.870309,0.000000000,0.273076007,1.046824401,0.914825318,0.195797316,0.000514935,75217.127466648,3.926196803,9.865006692
1782808478.880094,0.000000000,0.273196287,1.047031716,0.914793942,0.196049405,0.000514626,75292.865265425,3.926073981,9.869314122
1782808478.890476,0.000000000,0.273369543,1.047329806,0.914752042,0.196243638,0.000514384,75047.986538677,3.925976421,9.832834560
1782808478.900362,0.000000000,0.273496320,1.047547530,0.914720567,0.196423312,0.000514161,74702.593972193,3.925885418,9.783568649
1782808478.910387,0.000000000,0.273617913,1.047756035,0.914689050,0.196658978,0.000513870,74900.499957543,3.925764925,9.804240092
1782808478.920438,0.000000000,0.273743869,1.047971693,0.914657490,0.196846461,0.000513637,74791.288435960,3.925667071,9.785752468
1782808478.930153,0.000000000,0.273895794,1.048231374,0.914618859,0.197096818,0.000513327,74888.529847850,3.925534578,9.792878448
1782808478.940433,0.000000000,0.274069489,1.048527675,0.914576643,0.197282488,0.000513093,74756.178641358,3.925433703,9.771381133
1782808478.950580,0.000000000,0.274194556,1.048740633,0.914544932,0.197477671,0.000512850,74682.592792666,3.925327224,9.757401100
1782808478.960302,0.000000000,0.274347027,1.048999811,0.914506117,0.197719602,0.000512549,74605.957593803,3.925193254,9.741986242
1782808478.970315,0.000000000,0.274504601,1.049267154,0.914467238,0.197905503,0.000512315,74374.266374478,3.925088039,9.707562171
1782808478.980427,0.000000000,0.274599140,1.049427303,0.914442463,0.198085438,0.000512091,74471.674792609,3.924985988,9.716274459
1782808478.990541,0.000000000,0.274718114,1.049628579,0.914410572,0.198344001,0.000511769,74401.268563572,3.924837487,9.701352136
1782808479.000200,0.000000000,0.274955137,1.050028691,0.914353772,0.198526948,0.000511534,74129.396872251,3.924727943,9.661745122
1782808479.010439,0.000000000,0.275043632,1.050177778,0.914328880,0.198770335,0.000511231,74055.999878078,3.924584525,9.646814244
1782808479.020173,0.000000000,0.275232012,1.050494597,0.914282583,0.198962608,0.000510987,73961.238097236,3.924467290,9.630149282
1782808479.030465,0.000000000,0.275374072,1.050733030,0.914246910,0.199140449,0.000510762,73616.291955840,3.924358186,9.581278397
1782808479.040474,0.000000000,0.275459472,1.050876161,0.914221907,0.199415255,0.000510419,73546.045779541,3.924189877,9.566119713
1782808479.050518,0.000000000,0.275680199,1.051245407,0.914168243,0.199598175,0.000510183,73585.694495243,3.924072866,9.567148903
1782808479.060102,0.000000000,0.275820612,1.051479775,0.914132402,0.199791596,0.000509938,73805.444656589,3.923949600,9.591406479
1782808479.070209,0.000000000,0.275940618,1.051679757,0.914100101,0.200033110,0.000509633,73729.198267582,3.923794790,9.576154821
1782808479.080516,0.000000000,0.276065041,1.051886786,0.914067756,0.200226835,0.000509388,73600.514304411,3.923668369,9.555139396
1782808479.090262,0.000000000,0.276221932,1.052147384,0.914028166,0.200411460,0.000509152,73524.339548401,3.923545677,9.541124493
1782808479.100339,0.000000000,0.276342536,1.052347364,0.913995727,0.200644645,0.000508856,73441.475036364,3.923390483,9.525219698
1782808479.110275,0.000000000,0.276497826,1.052604416,0.913956021,0.200844904,0.000508600,73350.141353215,3.923254347,9.508914584
1782808479.120189,0.000000000,0.276650070,1.052855946,0.913916251,0.201076748,0.000508304,73271.026276240,3.923095367,9.493517899
1782808479.130470,0.000000000,0.276774247,1.053060750,0.913883666,0.201269921,0.000508058,73179.778555539,3.922961338,9.477416667
1782808479.140185,0.000000000,0.276882514,1.053239058,0.913854665,0.201463528,0.000507811,73103.776486618,3.922825901,9.463299367
1782808479.150164,0.000000000,0.277016488,1.053459368,0.913818367,0.201719233,0.000507484,73027.806396316,3.922644967,9.447828245
1782808479.160404,0.000000000,0.277204697,1.053768242,0.913771102,0.201902022,0.000507247,72879.127764764,3.922511836,9.424501748
1782808479.170595,0.000000000,0.277313575,1.053946593,0.913741971,0.202087395,0.000507009,72952.372187506,3.922377406,9.429877606
1782808479.180423,0.000000000,0.277448124,1.054166659,0.913705510,0.202334771,0.000506692,72879.540076185,3.922196149,9.415007113
1782808479.190437,0.000000000,0.277619548,1.054446501,0.913661687,0.202525664,0.000506444,72782.476440112,3.922052937,9.398210617
1782808479.200438,0.000000000,0.277713207,1.054599142,0.913636088,0.202703371,0.000506216,72877.586526254,3.921919935,9.406569772
1782808479.210473,0.000000000,0.277940353,1.054968588,0.913577482,0.202970757,0.000505869,72954.371725314,3.921715248,9.410505222
1782808479.220268,0.000000000,0.278064826,1.055170593,0.913544458,0.203155024,0.000505630,72970.423658794,3.921573317,9.408477653
1782808479.230570,0.000000000,0.278166667,1.055335634,0.913515066,0.203410641,0.000505302,72897.769770078,3.921376010,9.393479226
1782808479.240632,0.000000000,0.278321195,1.055585655,0.913474600,0.203609358,0.000505043,72797.901858601,3.921218842,9.376180140
1782808479.250445,0.000000000,0.278492991,1.055863043,0.913430380,0.203791695,0.000504804,72597.190326084,3.921072408,9.346250391
1782808479.260343,0.000000000,0.278578119,1.056000272,0.913404550,0.204055243,0.000504465,72646.704871543,3.920862744,9.346842542
1782808479.270519,0.000000000,0.278813036,1.056378203,0.913345414,0.204235182,0.000504225,72739.283046739,3.920713175,9.354666449
1782808479.280674,0.000000000,0.278968816,1.056628200,0.913304682,0.204417729,0.000503985,72666.794778083,3.920562308,9.341260475
1782808479.290316,0.000000000,0.279087663,1.056818597,0.913271306,0.204656203,0.000503675,73024.036595077,3.920365517,9.381882548
1782808479.300411,0.000000000,0.279226782,1.057041108,0.913234174,0.204846914,0.000503425,73594.569431339,3.920205242,9.450873922
