__time,/debug_geometry/a,/debug_geometry/b,/debug_geometry/c,/debug_geometry/d,/debug_geometry/e,/debug_geometry/f,/debug_geometry/fc,/debug_geometry/lw,/debug_geometry/w
1782808471.990228,0.000000000,0.248098824,0.996844480,0.920074476,0.156517761,0.000557729,74078.443419119,3.918535449,10.543657610
1782808472.000113,0.000000000,0.248082285,0.996806576,0.920077046,0.156518180,0.000557729,74200.517457023,3.918535449,10.561032528
1782808472.010163,0.000000000,0.248082899,0.996807983,0.920077046,0.156509481,0.000557737,74200.517457023,3.918528451,10.561206417
1782808472.020120,0.000000000,0.248082285,0.996806576,0.920077046,0.156518180,0.000557729,74081.762902179,3.918535449,10.544130076
1782808472.030199,0.000000000,0.248098824,0.996844480,0.920074476,0.156517761,0.000557729,74029.613803958,3.918535449,10.536707643
1782808472.040139,0.000000000,0.248098824,0.996844480,0.920074476,0.156517761,0.000557729,74110.182668974,3.918535449,10.548175089
1782808472.050182,0.000000000,0.248082285,0.996806576,0.920077046,0.156518180,0.000557729,74085.767861393,3.918535449,10.544700105
1782808472.060109,0.000000000,0.248082285,0.996806576,0.920077046,0.156518180,0.000557729,74061.353053813,3.918535449,10.541225122
1782808472.070174,0.000000000,0.248082899,0.996807983,0.920077046,0.156509481,0.000557737,73907.539766054,3.918528451,10.519505927
1782808472.080117,0.000000000,0.248099438,0.996845887,0.920074476,0.156509062,0.000557737,73910.859249113,3.918528451,10.519978400
1782808472.090155,0.000000000,0.248098824,0.996844480,0.920074476,0.156517761,0.000557729,73854.705191677,3.918535449,10.511812729
1782808472.100147,0.000000000,0.248098824,0.996844480,0.920074476,0.156517761,0.000557729,73834.295343311,3.918535449,10.508907775
1782808472.110161,0.000000000,0.248082899,0.996807983,0.920077046,0.156509481,0.000557737,73890.449400747,3.918528451,10.517073399
1782808472.120170,0.000000000,0.248082899,0.996807983,0.920077046,0.156509481,0.000557737,73893.768883807,3.918528451,10.517545872
1782808472.130077,0.000000000,0.248098824,0.996844480,0.920074476,0.156517761,0.000557729,73837.614826371,3.918535449,10.509380240
1782808472.140072,0.000000000,0.248098824,0.996844480,0.920074476,0.156517761,0.000557729,73778.141285875,3.918535449,10.500915313
1782808472.150147,0.000000000,0.248098824,0.996844480,0.920074476,0.156517761,0.000557729,73778.141285875,3.918535449,10.500915313
1782808472.160164,0.000000000,0.248098824,0.996844480,0.920074476,0.156517761,0.000557729,73778.141285875,3.918535449,10.500915313
1782808472.170207,0.000000000,0.248082899,0.996807983,0.920077046,0.156509481,0.000557737,73851.385708618,3.918528451,10.511513334
1782808472.180167,0.000000000,0.248082899,0.996807983,0.920077046,0.156509481,0.000557737,73798.551134242,3.918528451,10.503993213
1782808472.190184,0.000000000,0.248098824,0.996844480,0.920074476,0.156517761,0.000557729,73886.444441532,3.918535449,10.516330207
1782808472.200081,0.000000000,0.248099438,0.996845887,0.920074476,0.156509062,0.000557737,73931.954573634,3.918528451,10.522980968
1782808472.210264,0.000000000,0.248098824,0.996844480,0.920074476,0.156517761,0.000557729,74106.177709760,3.918535449,10.547605059
1782808472.220161,0.000000000,0.248082285,0.996806576,0.920077046,0.156518180,0.000557729,74000.316034861,3.918535449,10.532537663
1782808472.230134,0.000000000,0.248082899,0.996807983,0.920077046,0.156509481,0.000557737,74000.316034861,3.918528451,10.532711082
1782808472.240078,0.000000000,0.248099438,0.996845887,0.920074476,0.156509062,0.000557737,74057.348094598,3.918528451,10.540828645
1782808472.250174,0.000000000,0.248099438,0.996845887,0.920074476,0.156509062,0.000557737,74003.635517920,3.918528451,10.533183555
1782808472.260170,0.000000000,0.248099438,0.996845887,0.920074476,0.156509062,0.000557737,74003.635517920,3.918528451,10.533183555
1782808472.270177,0.000000000,0.248082285,0.996806576,0.920077046,0.156518180,0.000557729,74057.348094598,3.918535449,10.540655092
1782808472.280219,0.000000000,0.248082899,0.996807983,0.920077046,0.156509481,0.000557737,74063.794534571,3.918528451,10.541746188
1782808472.290132,0.000000000,0.248082899,0.996807983,0.920077046,0.156509481,0.000557737,74057.348094598,3.918528451,10.540828645
1782808472.300132,0.000000000,0.248099438,0.996845887,0.920074476,0.156509062,0.000557737,74057.348094598,3.918528451,10.540828645
1782808472.310198,0.000000000,0.248099438,0.996845887,0.920074476,0.156509062,0.000557737,74091.528825211,3.918528451,10.545693702
