__time,/vehicle/loader_joint_angles/data[0],/vehicle/loader_joint_angles/data[1],/vehicle/loader_joint_angles/layout/data_offset,/vehicle/loader_joint_pressures/data[0],/vehicle/loader_joint_pressures/data[1],/vehicle/loader_joint_pressures/layout/data_offset
1782548337.659502,,,,4397.000000000,415.000000000,0.000000000
1782548337.659530,0.047169909,0.112244256,0.000000000,,,
1782548337.669688,,,,4397.000000000,414.000000000,0.000000000
1782548337.669726,0.046834353,0.111836791,0.000000000,,,
1782548337.679482,,,,4434.000000000,434.000000000,0.000000000
1782548337.679496,0.046594668,0.111309484,0.000000000,,,
1782548337.689534,,,,4380.000000000,356.000000000,0.000000000
1782548337.689566,0.046378952,0.110830113,0.000000000,,,
1782548337.699570,,,,4365.000000000,352.000000000,0.000000000
1782548337.699611,0.046091329,0.110374711,0.000000000,,,
1782548337.709532,,,,4423.000000000,420.000000000,0.000000000
1782548337.709558,0.045611963,0.109799474,0.000000000,,,
1782548337.719500,,,,4358.000000000,372.000000000,0.000000000
1782548337.719520,0.045276403,0.109272167,0.000000000,,,
1782548337.729484,,,,4450.000000000,478.000000000,0.000000000
1782548337.729497,0.044964813,0.108744860,0.000000000,,,
1782548337.739553,,,,4366.000000000,346.000000000,0.000000000
1782548337.739591,0.044701159,0.108289458,0.000000000,,,
1782548337.749513,,,,4391.000000000,350.000000000,0.000000000
1782548337.749550,0.044461474,0.107881993,0.000000000,,,
1782548337.759478,,,,4412.000000000,377.000000000,0.000000000
1782548337.759503,0.044197824,0.107210882,0.000000000,,,
1782548337.769490,,,,4399.000000000,410.000000000,0.000000000
1782548337.769531,0.043670516,0.106755480,0.000000000,,,
1782548337.779486,,,,4345.000000000,353.000000000,0.000000000
1782548337.779512,0.043263052,0.106300078,0.000000000,,,
1782548337.789546,,,,4373.000000000,400.000000000,0.000000000
1782548337.789587,0.043023370,0.105772771,0.000000000,,,
1782548337.799545,,,,4393.000000000,404.000000000,0.000000000
1782548337.799584,0.042759717,0.105293401,0.000000000,,,
1782548337.809587,,,,4380.000000000,373.000000000,0.000000000
1782548337.809627,0.042376220,0.104646258,0.000000000,,,
1782548337.819487,,,,4366.000000000,397.000000000,0.000000000
1782548337.819506,0.042064629,0.104166888,0.000000000,,,
1782548337.829571,,,,4435.000000000,408.000000000,0.000000000
1782548337.829603,0.041729074,0.103735454,0.000000000,,,
1782548337.839695,,,,4396.000000000,430.000000000,0.000000000
1782548337.839803,0.041321609,0.103160210,0.000000000,,,
1782548337.849628,,,,4370.000000000,393.000000000,0.000000000
1782548337.849661,0.041057955,0.102728777,0.000000000,,,
1782548337.859605,,,,4300.000000000,334.000000000,0.000000000
1782548337.859629,0.040818270,0.102321312,0.000000000,,,
1782548337.869590,,,,4405.000000000,416.000000000,0.000000000
1782548337.869621,0.040434778,0.101674169,0.000000000,,,
1782548337.879635,,,,4302.000000000,295.000000000,0.000000000
1782548337.879673,0.040123187,0.101242736,0.000000000,,,
1782548337.889558,,,,4426.000000000,438.000000000,0.000000000
1782548337.889594,0.039811596,0.100811303,0.000000000,,,
1782548337.899498,,,,4356.000000000,404.000000000,0.000000000
1782548337.899526,0.039428100,0.100260027,0.000000000,,,
1782548337.909598,,,,4397.000000000,446.000000000,0.000000000
1782548337.909638,0.039164446,0.099852562,0.000000000,,,
1782548337.919507,,,,4368.000000000,380.000000000,0.000000000
1782548337.919545,0.038900796,0.099229388,0.000000000,,,
1782548337.929596,,,,4337.000000000,333.000000000,0.000000000
1782548337.929626,0.038541269,0.098750018,0.000000000,,,
1782548337.939563,,,,4428.000000000,408.000000000,0.000000000
1782548337.939608,0.038205709,0.098318584,0.000000000,,,
1782548337.949496,,,,4314.000000000,352.000000000,0.000000000
1782548337.949514,0.037870150,0.097767308,0.000000000,,,
